PartialFIPS,TEMPERATURE,Anomaly (1901-2000 base period),MONTH
KS-133,38.2,6.6,1
KS-135,31.1,2.1,1
KS-137,27.9,2.0,1
KS-139,35.0,6.9,1
KS-141,30.8,4.3,1
KS-143,32.5,5.5,1
KS-145,33.1,4.0,1
KS-147,29.0,3.0,1
KS-149,31.7,5.9,1
KS-151,35.9,5.7,1
KS-153,27.8,1.2,1
KS-155,35.2,5.4,1
KS-157,30.6,6.1,1
KS-159,34.0,5.1,1
KS-161,32.2,5.8,1
KS-163,30.0,2.9,1
KS-165,31.6,3.1,1
KS-167,32.0,4.4,1
KS-169,33.4,5.6,1
KS-171,30.1,1.9,1
KS-173,36.8,6.3,1
KS-175,34.6,3.0,1
KS-177,33.6,6.4,1
KS-179,28.7,1.7,1
KS-181,26.4,-0.7,1
KS-183,29.3,4.0,1
KS-185,34.1,4.8,1
KS-187,32.7,1.8,1
KS-189,33.7,2.2,1
KS-191,38.2,6.6,1
KS-193,28.0,1.1,1
KS-195,30.3,2.0,1
KS-197,33.6,6.7,1
KS-199,27.9,0.0,1
KS-201,29.6,4.9,1
KS-203,29.7,1.5,1
KS-205,38.2,6.5,1
KS-207,37.7,7.4,1
KS-209,34.8,7.4,1
KY-001,43.4,9.2,1
KY-003,44.8,9.2,1
KY-005,41.9,9.7,1
KY-007,42.8,8.9,1
KY-009,44.1,9.0,1
KY-011,41.6,9.0,1
KY-013,41.5,6.8,1
KY-015,39.0,8.9,1
KY-017,41.6,9.9,1
KY-019,41.0,8.3,1
KY-021,42.2,9.3,1
KY-023,40.1,9.3,1
KY-025,42.9,8.3,1
KY-027,41.4,8.7,1
KY-029,41.8,9.0,1
KY-031,44.8,10.3,1
KY-033,43.9,9.5,1
KY-035,43.5,7.7,1
KY-037,39.2,8.6,1
KY-039,43.3,8.9,1
KY-041,41.0,10.0,1
KY-043,40.6,8.5,1
KY-045,42.3,8.9,1
KY-047,44.5,9.3,1
KY-049,42.1,9.7,1
KY-051,42.6,7.7,1
KY-053,43.9,8.6,1
KY-055,43.0,9.5,1
KY-057,44.4,8.8,1
KY-059,41.7,8.5,1
KY-061,44.3,9.8,1
KY-063,41.2,8.5,1
KY-065,42.6,8.7,1
KY-067,42.1,10.2,1
KY-069,40.8,8.9,1
KY-071,42.7,7.8,1
KY-073,41.7,9.8,1
KY-075,43.4,8.1,1
KY-077,40.8,9.8,1
KY-079,42.4,9.1,1
KY-081,40.4,9.6,1
KY-083,43.3,8.4,1
KY-085,43.1,9.8,1
KY-087,43.5,9.5,1
KY-089,40.1,8.4,1
KY-091,41.0,7.9,1
KY-093,42.1,9.4,1
KY-095,40.1,6.6,1
KY-097,41.3,9.9,1
KY-099,43.6,9.6,1
KY-101,41.7,8.7,1
KY-103,40.7,9.6,1
KY-105,43.4,8.5,1
KY-107,44.2,9.9,1
KY-109,41.9,8.1,1
KY-111,41.1,8.7,1
KY-113,42.5,10.0,1
KY-115,42.1,8.3,1
KY-117,39.0,8.7,1
KY-119,42.0,7.5,1
KY-121,42.6,7.4,1
KY-123,42.6,9.6,1
KY-125,42.3,7.6,1
KY-127,41.7,8.4,1
KY-129,42.8,8.4,1
KY-131,42.0,7.4,1
KY-133,40.7,6.5,1
KY-135,40.2,8.8,1
KY-137,41.9,8.7,1
KY-139,42.8,9.0,1
KY-141,44.5,9.2,1
KY-143,43.6,8.7,1
KY-145,43.2,9.2,1
KY-147,42.4,7.4,1
KY-149,43.5,9.8,1
KY-151,42.4,9.0,1
KY-153,42.3,8.4,1
KY-155,42.5,9.3,1
KY-157,43.3,8.2,1
KY-159,42.6,8.1,1
KY-161,40.1,9.2,1
KY-163,41.0,8.7,1
KY-165,41.8,8.8,1
KY-167,42.4,9.8,1
KY-169,43.5,9.0,1
KY-171,44.1,8.6,1
KY-173,41.7,9.4,1
KY-175,41.9,8.6,1
KY-177,44.9,10.3,1
KY-179,42.0,9.1,1
KY-181,41.1,9.5,1
KY-183,43.6,9.9,1
KY-185,39.9,8.7,1
KY-187,41.1,9.9,1
KY-189,42.8,8.0,1
KY-191,40.4,9.4,1
KY-193,42.2,7.5,1
KY-195,42.6,7.6,1
KY-197,42.3,8.9,1
KY-199,42.6,8.2,1
KY-201,40.8,9.6,1
KY-203,42.0,8.2,1
KY-205,41.0,8.5,1
KY-207,43.5,9.0,1
KY-209,41.6,10.1,1
KY-211,40.7,9.3,1
KY-213,44.8,9.3,1
KY-215,41.2,9.0,1
KY-217,42.9,9.4,1
KY-219,44.3,9.0,1
KY-221,44.3,8.8,1
KY-223,40.2,9.5,1
KY-225,42.5,9.4,1
KY-227,44.8,9.6,1
KY-229,42.1,9.4,1
KY-231,43.1,8.2,1
KY-233,43.2,9.6,1
KY-235,42.6,7.2,1
KY-237,42.4,8.6,1
KY-239,42.3,10.2,1
LA-001,58.1,6.6,1
LA-003,56.9,6.5,1
LA-005,58.6,6.9,1
LA-007,59.5,6.9,1
LA-009,55.7,6.2,1
LA-011,57.1,7.1,1
LA-013,52.2,7.0,1
LA-015,52.2,7.1,1
LA-017,52.6,6.9,1
LA-019,58.4,6.9,1
LA-021,53.7,7.3,1
LA-023,59.2,6.7,1
LA-025,55.0,7.2,1
LA-027,50.7,6.3,1
LA-029,55.4,6.9,1
LA-031,53.0,6.6,1
LA-033,57.6,6.7,1
LA-035,53.0,7.9,1
LA-037,56.0,6.2,1
LA-039,56.6,6.3,1
LA-041,54.4,7.6,1
LA-043,54.0,6.2,1
LA-045,59.4,6.9,1
LA-047,58.3,6.6,1
LA-049,52.1,6.9,1
LA-051,60.0,6.3,1
LA-053,58.2,6.4,1
LA-055,58.6,6.9,1
LA-057,60.2,6.2,1
LA-059,54.5,6.9,1
LA-061,51.3,6.7,1
LA-063,57.5,6.5,1
LA-065,54.0,7.8,1
LA-067,51.8,7.1,1
LA-069,53.4,5.9,1
LA-071,59.2,6.6,1
LA-073,52.1,6.7,1
LA-075,60.4,6.4,1
LA-077,56.5,5.8,1
LA-079,55.5,6.6,1
LA-081,52.9,6.8,1
LA-083,53.1,7.1,1
LA-085,53.7,6.3,1
LA-087,59.3,6.5,1
LA-089,59.7,6.5,1
LA-091,55.7,6.2,1
LA-093,59.1,6.8,1
LA-095,58.8,6.6,1
LA-097,56.9,6.1,1
LA-099,58.8,6.8,1
LA-101,59.9,7.1,1
LA-103,57.4,6.5,1
LA-105,56.3,6.1,1
LA-107,54.8,7.5,1
LA-109,60.3,6.1,1
LA-111,51.3,6.8,1
LA-113,59.6,7.1,1
LA-115,55.5,6.9,1
LA-117,56.2,6.7,1
LA-119,51.5,6.6,1
LA-121,57.8,6.6,1
LA-123,52.5,7.6,1
LA-125,55.8,5.8,1
LA-127,53.0,6.4,1
ME-001,28.5,11.1,1
ME-003,18.8,9.9,1
ME-005,29.5,10.5,1
ME-007,23.8,12.0,1
ME-009,29.2,10.9,1
ME-011,28.5,11.5,1
ME-013,30.6,10.6,1
ME-015,30.5,10.8,1
ME-017,26.6,12.5,1
ME-019,25.0,11.2,1
ME-021,21.4,11.1,1
ME-023,30.4,10.8,1
ME-025,22.3,11.3,1
ME-027,28.6,11.1,1
ME-029,28.0,10.8,1
ME-031,30.8,10.4,1
MD-001,38.3,9.1,1
MD-003,43.9,9.9,1
MD-005,41.5,10.4,1
MD-009,44.2,9.6,1
MD-011,43.0,9.5,1
MD-013,40.2,10.3,1
MD-015,41.4,10.2,1
MD-017,44.0,9.4,1
MD-019,44.4,9.6,1
MD-021,40.4,10.1,1
MD-023,34.8,8.9,1
MD-025,41.3,10.3,1
MD-027,41.7,10.3,1
MD-029,42.3,9.4,1
MD-031,42.0,10.1,1
MD-033,43.2,9.5,1
MD-035,42.6,9.3,1
MD-037,44.7,9.5,1
MD-039,44.8,8.9,1
MD-041,43.5,9.1,1
MD-043,39.4,9.5,1
MD-045,44.6,9.5,1
MD-047,45.2,9.1,1
MD-510,43.9,10.7,1
MD-511,43.2,9.4,1
MA-001,39.6,10.0,1
MA-003,31.8,11.4,1
MA-005,38.3,10.5,1
MA-007,40.4,10.3,1
MA-009,35.3,10.2,1
MA-011,32.7,11.8,1
MA-013,34.4,11.4,1
MA-015,33.5,11.4,1
MA-017,35.5,11.2,1
MA-019,40.9,10.1,1
MA-021,36.8,10.8,1
MA-023,38.7,10.8,1
MA-025,37.3,10.7,1
MA-027,34.5,11.7,1
MI-001,28.4,10.7,1
MI-003,23.6,8.8,1
MI-005,32.4,9.1,1
MI-007,27.7,10.0,1
MI-009,28.7,10.5,1
MI-011,30.9,11.4,1
MI-013,20.5,9.7,1
MI-015,31.7,9.8,1
MI-017,31.6,11.0,1
MI-019,29.0,9.8,1
MI-021,33.8,10.0,1
MI-023,32.2,9.9,1
MI-025,32.0,10.1,1
MI-027,33.2,10.5,1
MI-029,28.3,10.0,1
MI-031,26.8,10.1,1
MI-033,23.5,9.4,1
MI-035,29.0,11.0,1
MI-037,31.6,10.1,1
MI-039,27.2,10.8,1
MI-041,24.8,9.4,1
MI-043,21.6,10.0,1
MI-045,31.7,10.1,1
MI-047,27.3,10.0,1
MI-049,31.7,10.6,1
MI-051,30.2,11.2,1
MI-053,19.4,10.1,1
MI-055,29.6,11.0,1
MI-057,31.0,10.2,1
MI-059,32.2,10.5,1
MI-061,21.8,9.9,1
MI-063,32.0,11.9,1
MI-065,31.5,10.2,1
MI-067,31.1,9.8,1
MI-069,29.8,11.1,1
MI-071,19.7,10.4,1
MI-073,30.0,10.5,1
MI-075,31.8,10.4,1
MI-077,32.7,10.3,1
MI-079,28.3,11.1,1
MI-081,31.0,9.3,1
MI-083,22.4,10.0,1
MI-085,29.4,9.9,1
MI-087,32.0,11.2,1
MI-089,29.4,10.0,1
MI-091,32.9,10.3,1
MI-093,31.1,10.1,1
MI-095,22.1,7.6,1
MI-097,24.3,8.8,1
MI-099,33.3,10.5,1
MI-101,28.9,9.1,1
MI-103,21.2,9.3,1
MI-105,29.5,8.8,1
MI-107,29.7,10.5,1
MI-109,24.7,10.4,1
MI-111,31.0,10.6,1
MI-113,28.3,11.1,1
MI-115,34.0,10.0,1
MI-117,30.0,9.9,1
MI-119,27.1,10.4,1
MI-121,31.8,9.5,1
MI-123,30.3,9.9,1
MI-125,31.9,10.6,1
MI-127,30.5,9.6,1
MI-129,28.7,11.3,1
MI-131,20.5,9.6,1
MI-133,28.7,10.7,1
MI-135,27.5,10.9,1
MI-137,26.6,10.7,1
MI-139,32.3,9.1,1
MI-141,27.1,9.8,1
MI-143,28.2,11.2,1
MI-145,31.5,10.5,1
MI-147,32.7,10.3,1
MI-149,33.2,10.5,1
MI-151,32.1,11.3,1
MI-153,24.2,8.7,1
MI-155,31.3,10.1,1
MI-157,32.0,11.4,1
MI-159,33.3,10.0,1
MI-161,31.6,9.9,1
MI-163,33.5,10.0,1
MI-165,28.4,10.6,1
MN-001,16.6,11.2,1
MN-003,18.6,8.4,1
MN-005,12.4,8.7,1
MN-007,12.6,10.8,1
MN-009,16.8,8.7,1
MN-011,14.0,5.0,1
MN-013,18.4,5.9,1
MN-015,16.9,5.0,1
MN-017,16.4,10.5,1
MN-019,18.0,7.2,1
MN-021,15.8,11.3,1
MN-023,14.7,4.9,1
MN-025,19.0,9.4,1
MN-027,11.7,7.1,1
MN-029,12.2,9.8,1
MN-031,14.2,9.5,1
MN-033,17.2,5.5,1
MN-035,16.9,11.0,1
MN-037,20.4,8.8,1
MN-039,19.6,8.4,1
MN-041,14.0,8.0,1
MN-043,19.2,6.3,1
MN-045,21.0,8.4,1
MN-047,19.5,7.4,1
MN-049,21.0,9.5,1
MN-051,13.2,6.5,1
MN-053,18.9,8.2,1
MN-055,22.7,8.5,1
MN-057,14.0,10.2,1
MN-059,18.4,9.2,1
MN-061,14.4,11.4,1
MN-063,17.4,5.1,1
MN-065,18.3,10.6,1
MN-067,15.4,6.6,1
MN-069,10.2,10.4,1
MN-071,12.7,11.4,1
MN-073,14.9,4.6,1
MN-075,14.0,10.1,1
MN-077,11.4,11.0,1
MN-079,18.2,6.5,1
MN-081,15.8,4.9,1
MN-083,16.6,5.1,1
MN-085,16.8,6.5,1
MN-087,11.0,8.3,1
MN-089,9.4,8.4,1
MN-091,18.2,5.6,1
MN-093,16.3,7.2,1
MN-095,17.5,10.0,1
MN-097,16.9,9.8,1
MN-099,19.8,8.2,1
MN-101,16.8,5.3,1
MN-103,17.4,5.5,1
MN-105,16.7,4.3,1
MN-107,10.8,7.2,1
MN-109,20.2,8.4,1
MN-111,13.5,8.5,1
MN-113,9.6,8.0,1
MN-115,18.7,11.6,1
MN-117,16.0,4.6,1
MN-119,10.0,7.5,1
MN-121,14.3,7.1,1
MN-123,19.8,8.7,1
MN-125,9.8,7.8,1
MN-127,16.3,4.8,1
MN-129,15.9,5.3,1
MN-131,19.3,7.9,1
MN-133,16.8,4.1,1
MN-135,9.7,9.9,1
MN-137,14.1,11.0,1
MN-139,19.0,7.4,1
MN-141,17.3,8.3,1
MN-143,17.0,5.8,1
MN-145,16.0,8.2,1
MN-147,19.2,7.8,1
MN-149,13.6,5.9,1
MN-151,14.2,5.5,1
MN-153,15.8,9.8,1
MN-155,13.4,5.4,1
MN-157,21.6,9.3,1
MN-159,14.8,10.0,1
MN-161,18.7,6.8,1
MN-163,19.8,8.8,1
MN-165,17.7,5.4,1
MN-167,13.0,6.8,1
MN-169,22.4,9.4,1
MN-171,17.3,7.8,1
MN-173,16.0,5.0,1
MS-001,55.0,6.8,1
MS-003,47.6,8.2,1
MS-005,54.8,6.3,1
MS-007,50.3,6.4,1
MS-009,47.9,8.3,1
MS-011,50.0,7.6,1
MS-013,49.8,7.2,1
MS-015,51.4,8.0,1
MS-017,50.1,7.4,1
MS-019,49.9,6.7,1
MS-021,54.6,7.4,1
MS-023,53.3,6.5,1
MS-025,50.8,7.5,1
MS-027,50.5,9.2,1
MS-029,53.9,6.6,1
MS-031,54.4,6.7,1
MS-033,48.7,8.3,1
MS-035,55.5,6.7,1
MS-037,54.6,6.6,1
MS-039,56.4,6.7,1
MS-041,55.2,6.4,1
MS-043,50.5,7.6,1
MS-045,57.4,6.7,1
MS-047,57.1,6.5,1
MS-049,53.5,6.9,1
MS-051,52.8,8.3,1
MS-053,53.8,9.3,1
MS-055,53.4,8.2,1
MS-057,49.2,7.7,1
MS-059,57.3,6.7,1
MS-061,53.2,6.6,1
MS-063,54.7,7.1,1
MS-065,55.0,7.0,1
MS-067,54.1,6.3,1
MS-069,51.5,6.6,1
MS-071,49.1,7.5,1
MS-073,55.9,7.1,1
MS-075,52.4,6.7,1
MS-077,55.0,6.8,1
MS-079,50.9,6.1,1
MS-081,49.9,8.2,1
MS-083,52.6,9.1,1
MS-085,54.2,6.4,1
MS-087,51.0,7.3,1
MS-089,52.2,6.3,1
MS-091,56.4,7.3,1
MS-093,48.6,8.4,1
MS-095,49.8,7.0,1
MS-097,49.4,6.3,1
MS-099,50.8,6.2,1
MS-101,52.2,6.7,1
MS-103,51.6,7.4,1
MS-105,51.5,8.0,1
MS-107,49.7,8.1,1
MS-109,56.6,6.9,1
MS-111,55.2,6.4,1
MS-113,54.9,6.3,1
MS-115,49.6,7.8,1
MS-117,48.6,8.3,1
MS-119,50.7,9.1,1
MS-121,53.0,6.7,1
MS-123,52.1,6.6,1
MS-125,53.6,8.7,1
MS-127,53.8,6.8,1
MS-129,53.3,6.7,1
MS-131,56.3,6.7,1
MS-133,51.5,8.3,1
MS-135,51.3,8.8,1
MS-137,49.1,8.2,1
MS-139,47.8,8.1,1
MS-141,48.0,8.2,1
MS-143,49.4,8.5,1
MS-145,49.0,8.1,1
MS-147,55.8,6.9,1
MS-149,54.0,7.6,1
MS-151,51.6,7.8,1
MS-153,53.8,6.1,1
MS-155,49.7,6.7,1
MS-157,55.3,6.2,1
MS-159,50.7,6.9,1
MS-161,49.8,7.5,1
MS-163,53.4,7.7,1
MO-001,31.8,8.5,1
MO-003,30.9,6.3,1
MO-005,29.9,6.7,1
MO-007,35.3,8.4,1
MO-009,40.5,6.8,1
MO-011,39.0,6.8,1
MO-013,38.0,8.2,1
MO-015,37.2,7.4,1
MO-017,40.6,8.0,1
MO-019,36.4,8.3,1
MO-021,32.5,6.7,1
MO-023,42.4,7.5,1
MO-025,32.5,7.4,1
MO-027,37.1,8.5,1
MO-029,39.0,8.0,1
MO-031,41.2,8.7,1
MO-033,34.3,8.1,1
MO-035,41.4,8.2,1
MO-037,36.2,8.2,1
MO-039,39.8,8.1,1
MO-041,34.4,8.2,1
MO-043,38.7,6.5,1
MO-045,31.0,6.9,1
MO-047,33.7,7.1,1
MO-049,32.1,6.8,1
MO-051,38.7,8.5,1
MO-053,36.9,8.6,1
MO-055,38.2,7.9,1
MO-057,40.0,7.7,1
MO-059,38.2,7.0,1
MO-061,31.9,7.3,1
MO-063,31.4,6.9,1
MO-065,38.3,7.3,1
MO-067,39.7,7.3,1
MO-069,44.2,7.9,1
MO-071,37.9,8.3,1
MO-073,37.7,8.2,1
MO-075,30.9,7.5,1
MO-077,38.8,7.0,1
MO-079,32.0,7.6,1
MO-081,30.6,7.5,1
MO-083,37.4,7.8,1
MO-085,38.2,7.4,1
MO-087,30.4,5.9,1
MO-089,36.0,8.6,1
MO-091,40.8,8.0,1
MO-093,39.2,8.2,1
MO-095,34.9,7.6,1
MO-097,40.6,7.5,1
MO-099,39.3,8.6,1
MO-101,36.2,8.4,1
MO-103,31.5,7.6,1
MO-105,38.9,7.5,1
MO-107,35.3,8.4,1
MO-109,39.7,7.1,1
MO-111,31.6,6.8,1
MO-113,36.2,8.5,1
MO-115,32.7,7.8,1
MO-117,33.0,7.6,1
MO-119,42.0,7.6,1
MO-121,32.6,7.8,1
MO-123,39.8,8.0,1
MO-125,39.2,8.3,1
MO-127,33.1,7.5,1
MO-129,30.1,7.1,1
MO-131,39.4,8.6,1
MO-133,43.4,8.8,1
MO-135,37.8,8.6,1
MO-137,34.0,7.9,1
MO-139,36.4,8.6,1
MO-141,37.7,8.3,1
MO-143,43.4,8.1,1
MO-145,42.3,8.6,1
MO-147,30.0,7.2,1
MO-149,41.7,8.3,1
MO-151,38.6,8.5,1
MO-153,40.7,7.2,1
MO-155,44.3,7.8,1
MO-157,39.8,8.2,1
MO-159,36.4,8.1,1
MO-161,39.2,7.9,1
MO-163,35.2,8.5,1
MO-165,34.3,7.7,1
MO-167,39.0,7.6,1
MO-169,39.6,8.0,1
MO-171,30.0,7.2,1
MO-173,34.5,8.3,1
MO-175,34.3,8.1,1
MO-177,33.9,7.8,1
MO-179,39.7,8.1,1
MO-181,42.6,8.4,1
MO-183,38.0,8.8,1
MO-185,38.3,7.4,1
MO-186,39.4,8.2,1
MO-187,39.4,8.5,1
MO-189,38.5,8.4,1
MO-195,35.8,8.6,1
MO-197,31.0,8.3,1
MO-199,31.1,7.9,1
MO-201,42.8,9.0,1
MO-203,40.3,8.1,1
MO-205,32.2,7.2,1
MO-207,42.3,7.8,1
MO-209,39.5,5.9,1
MO-211,31.4,7.7,1
MO-213,40.4,6.6,1
MO-215,39.4,7.7,1
MO-217,38.7,7.5,1
MO-219,37.0,8.7,1
MO-221,38.9,8.6,1
MO-223,40.6,7.5,1
MO-225,38.3,7.2,1
MO-227,29.8,7.6,1
MO-229,39.1,7.6,1
MO-510,38.8,8.3,1
MT-001,17.4,0.6,1
MT-003,24.8,5.0,1
MT-005,21.1,7.6,1
MT-007,23.1,3.1,1
MT-009,24.3,4.7,1
MT-011,24.2,8.3,1
MT-013,27.2,7.2,1
MT-015,27.0,10.0,1
MT-017,24.4,8.8,1
MT-019,15.4,8.9,1
MT-021,19.8,7.8,1
MT-023,18.9,1.2,1
MT-025,22.3,8.0,1
MT-027,26.9,8.0,1
MT-029,24.5,5.7,1
MT-031,19.4,1.5,1
MT-033,24.5,9.8,1
MT-035,26.5,9.8,1
MT-037,27.2,6.2,1
MT-039,21.6,2.6,1
MT-041,18.4,6.6,1
MT-043,21.8,2.0,1
MT-045,25.1,5.6,1
MT-047,25.2,3.5,1
MT-049,24.5,5.3,1
MT-051,22.3,8.8,1
MT-053,26.2,6.2,1
MT-055,17.9,6.9,1
MT-057,19.5,1.0,1
MT-059,21.4,3.1,1
MT-061,25.4,3.6,1
MT-063,23.4,3.0,1
MT-065,28.4,8.1,1
MT-067,20.3,2.1,1
MT-069,27.5,9.0,1
MT-071,19.3,7.1,1
MT-073,26.1,9.2,1
MT-075,25.1,6.9,1
MT-077,21.9,3.6,1
MT-079,22.2,8.3,1
MT-081,22.1,1.9,1
MT-083,17.2,7.4,1
MT-085,14.6,6.9,1
MT-087,25.7,8.6,1
MT-089,25.6,3.6,1
MT-091,14.6,8.7,1
MT-093,19.6,0.9,1
MT-095,25.6,4.3,1
MT-097,25.0,3.2,1
MT-099,26.8,8.3,1
MT-101,25.8,11.0,1
MT-103,27.2,9.1,1
MT-105,16.2,7.4,1
MT-107,25.7,4.9,1
MT-109,21.2,8.2,1
MT-111,27.8,7.0,1
NE-001,27.1,4.2,1
NE-003,23.0,3.8,1
NE-005,22.9,0.1,1
NE-007,25.7,0.6,1
NE-009,23.6,1.6,1
NE-011,24.1,4.4,1
NE-013,23.5,0.5,1
NE-015,21.5,2.5,1
NE-017,22.5,1.5,1
NE-019,26.7,4.4,1
NE-021,24.3,5.2,1
NE-023,26.1,5.0,1
NE-025,28.3,6.4,1
NE-027,20.4,2.9,1
NE-029,24.9,-0.6,1
NE-031,24.4,3.4,1
NE-033,24.8,-0.3,1
NE-035,27.5,4.8,1
NE-037,25.1,5.0,1
NE-039,23.3,4.3,1
NE-041,24.5,2.5,1
NE-043,20.6,2.9,1
NE-045,25.5,2.9,1
NE-047,25.4,1.9,1
NE-049,23.4,-1.6,1
NE-051,19.8,2.1,1
NE-053,25.3,5.2,1
NE-055,26.4,5.5,1
NE-057,26.0,-0.5,1
NE-059,27.5,4.9,1
NE-061,27.8,3.6,1
NE-063,26.0,1.5,1
NE-065,27.3,2.2,1
NE-067,28.8,5.5,1
NE-069,22.4,-0.8,1
NE-071,22.8,2.8,1
NE-073,26.6,2.3,1
NE-075,22.0,0.2,1
NE-077,24.0,3.6,1
NE-079,26.7,4.5,1
NE-081,27.2,4.9,1
NE-083,28.0,3.2,1
NE-085,25.7,0.7,1
NE-087,26.8,0.8,1
NE-089,21.9,2.6,1
NE-091,23.4,1.3,1
NE-093,25.4,3.8,1
NE-095,28.2,4.8,1
NE-097,29.5,6.4,1
NE-099,27.1,4.1,1
NE-101,23.9,-0.3,1
NE-103,22.8,3.1,1
NE-105,24.3,-0.5,1
NE-107,21.3,2.8,1
NE-109,28.6,6.4,1
NE-111,24.2,0.5,1
NE-113,23.9,1.2,1
NE-115,22.8,2.1,1
NE-117,23.2,0.5,1
NE-119,23.5,4.2,1
NE-121,26.4,4.8,1
NE-123,23.9,-0.2,1
NE-125,24.9,4.2,1
NE-127,29.9,6.2,1
NE-129,28.9,5.6,1
NE-131,29.2,6.5,1
NE-133,29.5,5.9,1
NE-135,24.3,-0.4,1
NE-137,26.9,3.3,1
NE-139,22.1,3.6,1
NE-141,24.6,4.6,1
NE-143,26.6,5.3,1
NE-145,26.6,1.2,1
NE-147,30.2,6.1,1
NE-149,21.7,1.8,1
NE-151,28.3,5.7,1
NE-153,27.1,5.6,1
NE-155,26.8,5.6,1
NE-157,25.3,0.5,1
NE-159,27.8,5.7,1
NE-161,23.4,2.1,1
NE-163,25.2,3.8,1
NE-165,23.6,1.4,1
NE-167,23.4,4.1,1
NE-169,28.7,5.4,1
NE-171,24.0,1.4,1
NE-173,21.7,3.4,1
NE-175,23.6,2.9,1
NE-177,25.8,5.6,1
NE-179,21.2,2.8,1
NE-181,27.9,4.3,1
NE-183,23.6,3.9,1
NE-185,27.3,5.0,1
NV-001,30.6,0.2,1
NV-003,42.6,-0.8,1
NV-005,28.1,-3.1,1
NV-007,22.8,-1.8,1
NV-009,32.7,1.5,1
NV-011,23.5,-1.8,1
NV-013,28.3,-0.2,1
NV-015,26.0,-1.6,1
NV-017,33.7,-0.7,1
NV-019,28.6,-2.7,1
NV-021,29.4,-0.5,1
NV-023,31.4,0.5,1
NV-027,31.1,1.3,1
NV-029,28.4,-3.3,1
NV-031,28.6,-1.1,1
NV-033,23.0,-2.6,1
NV-510,28.8,-2.9,1
NH-001,30.3,11.6,1
NH-003,29.2,12.3,1
NH-005,30.7,11.3,1
NH-007,24.6,12.6,1
NH-009,27.6,12.5,1
NH-011,32.4,11.4,1
NH-013,30.6,11.5,1
NH-015,33.6,11.1,1
NH-017,31.1,10.2,1
NH-019,29.3,11.9,1
NJ-001,42.8,10.9,1
NJ-003,40.5,12.1,1
NJ-005,42.6,11.1,1
NJ-007,42.7,11.1,1
NJ-009,43.3,10.4,1
NJ-011,42.8,10.9,1
NJ-013,41.5,12.6,1
NJ-015,42.8,11.1,1
NJ-017,43.0,12.3,1
NJ-019,39.3,12.3,1
NJ-021,41.3,11.5,1
NJ-023,42.2,12.3,1
NJ-025,42.1,11.6,1
NJ-027,38.7,12.4,1
NJ-029,42.4,11.1,1
NJ-031,38.6,12.2,1
NJ-033,42.7,10.8,1
NJ-035,40.7,12.4,1
NJ-037,36.8,12.3,1
NJ-039,42.4,12.8,1
NJ-041,37.7,12.5,1
NM-001,34.2,2.0,1
NM-003,30.0,-0.3,1
NM-005,43.2,4.4,1
NM-006,29.1,0.1,1
NM-007,28.4,0.4,1
NM-009,39.8,4.4,1
NM-011,41.4,4.6,1
NM-013,43.7,2.6,1
NM-015,45.6,4.1,1
NM-017,37.7,0.0,1
NM-019,38.3,3.5,1
NM-021,35.5,2.4,1
NM-023,40.1,-0.8,1
NM-025,44.5,4.5,1
NM-027,38.2,2.6,1
NM-028,26.9,0.1,1
NM-029,41.5,0.4,1
NM-031,28.0,0.1,1
NM-033,30.2,1.5,1
NM-035,40.4,1.7,1
NM-037,39.3,3.3,1
NM-039,23.8,0.2,1
NM-041,40.8,4.3,1
NM-043,28.7,-0.1,1
NM-045,30.8,2.8,1
NM-047,34.9,1.9,1
NM-049,30.2,1.2,1
NM-051,39.6,1.3,1
NM-053,35.6,1.6,1
NM-055,22.1,-0.0,1
NM-057,33.3,2.7,1
NM-059,32.2,0.5,1
NM-061,35.7,2.0,1
NY-001,32.1,10.6,1
NY-003,32.1,10.6,1
NY-005,42.5,11.9,1
NY-007,32.2,10.2,1
NY-009,32.0,10.5,1
NY-011,31.9,9.7,1
NY-013,32.8,10.2,1
NY-015,33.6,11.3,1
NY-017,31.3,10.9,1
NY-019,24.8,10.0,1
NY-021,33.9,11.1,1
NY-023,30.5,10.3,1
NY-025,31.7,11.3,1
NY-027,36.0,12.2,1
NY-029,32.1,9.2,1
NY-031,25.2,10.8,1
NY-033,24.0,10.8,1
NY-035,29.2,11.0,1
NY-037,31.1,8.8,1
NY-039,31.8,10.4,1
NY-041,25.7,11.5,1
NY-043,26.6,10.6,1
NY-045,27.1,10.3,1
NY-047,43.2,11.8,1
NY-049,25.6,10.8,1
NY-051,32.8,10.1,1
NY-053,29.9,10.5,1
NY-055,32.4,9.2,1
NY-057,30.9,10.4,1
NY-059,42.0,11.4,1
NY-061,43.0,12.1,1
NY-063,31.7,8.0,1
NY-065,28.8,10.4,1
NY-067,31.1,9.8,1
NY-069,32.5,9.9,1
NY-071,36.2,11.8,1
NY-073,31.6,8.5,1
NY-075,29.7,9.8,1
NY-077,30.1,10.1,1
NY-079,37.2,12.4,1
NY-081,42.5,11.4,1
NY-083,32.3,11.5,1
NY-085,43.4,12.4,1
NY-087,38.8,12.1,1
NY-089,25.2,11.0,1
NY-091,31.0,11.9,1
NY-093,31.6,11.1,1
NY-095,30.3,10.0,1
NY-097,32.8,11.1,1
NY-099,33.0,9.8,1
NY-101,32.8,11.1,1
NY-103,40.9,11.3,1
