FIPS,MEDIAN_INCOME
01001,66514
01001,46439
01001,52029
01001,51765
01001,52690
01001,56259
01001,40804
01001,55663
01001,79605
01001,45921
01001,40149
01001,41250
01001,49076
01001,68750
01001,51643
01001,143188
01001,37917
01001,44496
01001,50178
01001,52717
01001,43698
01001,53901
01001,52445
01001,84053
01001,53020
01001,47400
01001,74689
01001,37840
01001,47556
01001,58908
01001,46250
01001,45319
01001,58333
01001,83149
01001,61233
01001,49036
01001,61059
01001,58248
01001,66583
01001,56507
01001,63469
01001,62093
01001,69208
01001,83619
01001,67527
01001,60226
01001,97273
01001,71175
01001,70215
01001,63747
01001,62615
01001,72055
01001,74011
01001,68950
01001,68858
01001,64978
01001,78548
01001,68329
01001,72464
01001,73141
01001,74409
01001,62923
01001,143408
01001,104553
01001,67809
01001,68819
01001,74740
01001,79814
01001,96497
01001,63838
01001,68461
01001,67086
01001,127405
01001,84961
01001,86663
01001,98290
01001,110631
01001,61900
01001,99653
