TEMPERATURE_F,ANOMALY_F,MONTH,STATE_ABBR,FIPS
53.0,1.1,4,KS,01001
56.7,0.1,4,KS,01001
54.0,1.2,4,KS,01001
51.8,0.8,4,KS,01001
57.1,3.1,4,KS,01001
53.9,1.4,4,KS,01001
55.6,2.3,4,KS,01001
54.8,1.2,4,KS,01001
52.4,0.7,4,KS,01001
54.5,1.4,4,KS,01001
56.0,1.3,4,KS,01001
50.3,0.6,4,KS,01001
56.0,1.1,4,KS,01001
53.6,1.9,4,KS,01001
55.4,1.3,4,KS,01001
55.0,1.6,4,KS,01001
53.4,1.1,4,KS,01001
54.1,1.1,4,KS,01001
54.9,1.9,4,KS,01001
56.2,2.3,4,KS,01001
52.4,0.9,4,KS,01001
56.9,1.2,4,KS,01001
54.4,0.0,4,KS,01001
56.2,2.3,4,KS,01001
51.6,0.9,4,KS,01001
49.7,0.8,4,KS,01001
52.6,0.8,4,KS,01001
55.4,1.4,4,KS,01001
53.2,0.1,4,KS,01001
53.6,-0.3,4,KS,01001
57.2,0.6,4,KS,01001
50.6,0.7,4,KS,01001
53.3,1.1,4,KS,01001
55.7,2.1,4,KS,01001
50.4,0.6,4,KS,01001
53.3,1.2,4,KS,01001
51.5,0.5,4,KS,01001
57.1,0.3,4,KS,01001
57.4,1.7,4,KS,01001
56.4,2.3,4,KS,01001
57.4,2.1,4,KY,01001
57.2,0.1,4,KY,01001
56.2,2.2,4,KY,01001
58.9,1.7,4,KY,01001
57.2,0.5,4,KY,01001
55.9,2.0,4,KY,01001
56.0,1.4,4,KY,01001
54.4,1.8,4,KY,01001
55.6,2.4,4,KY,01001
57.1,3.4,4,KY,01001
56.5,2.4,4,KY,01001
54.7,1.9,4,KY,01001
57.2,2.0,4,KY,01001
56.3,1.2,4,KY,01001
56.6,1.5,4,KY,01001
58.2,1.6,4,KY,01001
57.6,0.4,4,KY,01001
58.0,0.0,4,KY,01001
54.2,1.4,4,KY,01001
59.0,1.5,4,KY,01001
56.1,2.4,4,KY,01001
56.0,2.8,4,KY,01001
56.6,2.2,4,KY,01001
57.8,0.6,4,KY,01001
56.2,2.4,4,KY,01001
56.9,1.9,4,KY,01001
57.5,1.8,4,KY,01001
57.4,0.6,4,KY,01001
57.8,1.5,4,KY,01001
57.1,1.1,4,KY,01001
57.9,1.5,4,KY,01001
56.0,2.5,4,KY,01001
56.8,1.9,4,KY,01001
56.1,2.8,4,KY,01001
55.3,2.0,4,KY,01001
57.4,2.1,4,KY,01001
56.0,2.1,4,KY,01001
59.0,0.6,4,KY,01001
55.6,2.3,4,KY,01001
56.6,2.3,4,KY,01001
55.0,2.0,4,KY,01001
58.6,0.9,4,KY,01001
57.3,1.8,4,KY,01001
57.4,1.7,4,KY,01001
56.0,2.9,4,KY,01001
56.1,0.5,4,KY,01001
56.7,1.7,4,KY,01001
55.2,1.9,4,KY,01001
55.2,2.1,4,KY,01001
57.4,1.5,4,KY,01001
57.6,1.2,4,KY,01001
55.5,1.8,4,KY,01001
59.0,1.1,4,KY,01001
57.6,0.6,4,KY,01001
56.2,1.9,4,KY,01001
56.0,1.1,4,KY,01001
56.6,2.7,4,KY,01001
56.8,2.3,4,KY,01001
54.1,1.5,4,KY,01001
56.7,2.0,4,KY,01001
56.7,1.5,4,KY,01001
56.9,1.7,4,KY,01001
56.5,1.8,4,KY,01001
56.9,2.8,4,KY,01001
57.0,1.8,4,KY,01001
56.6,1.9,4,KY,01001
55.9,2.0,4,KY,01001
55.0,2.1,4,KY,01001
56.3,2.2,4,KY,01001
58.0,1.0,4,KY,01001
57.4,0.3,4,KY,01001
58.1,0.6,4,KY,01001
58.8,1.7,4,KY,01001
56.2,1.2,4,KY,01001
57.7,1.2,4,KY,01001
56.7,2.2,4,KY,01001
56.7,2.1,4,KY,01001
56.8,1.9,4,KY,01001
58.5,0.7,4,KY,01001
57.3,2.3,4,KY,01001
54.8,2.0,4,KY,01001
55.8,1.0,4,KY,01001
56.0,1.9,4,KY,01001
56.6,2.5,4,KY,01001
57.0,1.1,4,KY,01001
56.9,0.3,4,KY,01001
56.0,2.3,4,KY,01001
56.2,2.1,4,KY,01001
58.2,1.3,4,KY,01001
56.5,1.6,4,KY,01001
55.3,2.1,4,KY,01001
57.8,1.8,4,KY,01001
55.1,1.1,4,KY,01001
55.6,2.2,4,KY,01001
57.1,1.9,4,KY,01001
54.8,1.8,4,KY,01001
56.9,2.0,4,KY,01001
57.5,2.4,4,KY,01001
56.6,2.0,4,KY,01001
56.7,1.9,4,KY,01001
55.0,2.1,4,KY,01001
56.2,1.9,4,KY,01001
55.4,1.8,4,KY,01001
57.4,2.2,4,KY,01001
55.7,2.4,4,KY,01001
55.3,1.5,4,KY,01001
57.3,0.2,4,KY,01001
55.9,1.4,4,KY,01001
57.2,2.1,4,KY,01001
57.6,0.5,4,KY,01001
57.8,0.1,4,KY,01001
55.7,2.1,4,KY,01001
57.5,0.9,4,KY,01001
57.9,0.9,4,KY,01001
56.4,1.9,4,KY,01001
57.0,1.9,4,KY,01001
57.2,0.4,4,KY,01001
56.4,1.0,4,KY,01001
56.6,2.0,4,KY,01001
56.5,2.8,4,KY,01001
67.6,-0.5,4,LA,01001
66.3,-0.9,4,LA,01001
68.6,1.1,4,LA,01001
69.0,1.0,4,LA,01001
65.6,-1.2,4,LA,01001
66.5,-0.2,4,LA,01001
63.3,-0.6,4,LA,01001
63.2,-0.9,4,LA,01001
63.4,-1.1,4,LA,01001
67.4,-0.2,4,LA,01001
63.7,-1.1,4,LA,01001
68.0,-0.1,4,LA,01001
64.7,-1.1,4,LA,01001
62.5,-0.9,4,LA,01001
65.2,-0.8,4,LA,01001
63.6,-1.1,4,LA,01001
68.2,1.1,4,LA,01001
63.8,-0.4,4,LA,01001
67.0,0.8,4,LA,01001
66.2,-1.1,4,LA,01001
64.2,-0.9,4,LA,01001
64.0,-1.8,4,LA,01001
68.7,0.6,4,LA,01001
68.4,0.8,4,LA,01001
63.1,-0.8,4,LA,01001
69.6,1.3,4,LA,01001
67.2,-0.9,4,LA,01001
68.2,0.2,4,LA,01001
69.6,1.1,4,LA,01001
64.4,-1.3,4,LA,01001
62.8,-0.7,4,LA,01001
68.2,1.3,4,LA,01001
64.1,-0.7,4,LA,01001
63.1,-0.8,4,LA,01001
64.0,-1.4,4,LA,01001
69.4,1.8,4,LA,01001
63.2,-1.0,4,LA,01001
69.4,1.3,4,LA,01001
67.3,0.0,4,LA,01001
65.1,-1.4,4,LA,01001
63.8,-0.8,4,LA,01001
63.6,-1.0,4,LA,01001
64.2,-0.9,4,LA,01001
69.2,1.7,4,LA,01001
69.6,1.4,4,LA,01001
66.5,0.6,4,LA,01001
69.0,1.2,4,LA,01001
69.1,1.4,4,LA,01001
66.8,-0.7,4,LA,01001
68.4,0.5,4,LA,01001
69.0,0.9,4,LA,01001
68.6,2.1,4,LA,01001
67.5,1.3,4,LA,01001
64.4,-0.9,4,LA,01001
69.6,1.0,4,LA,01001
62.9,-0.7,4,LA,01001
68.7,0.4,4,LA,01001
65.2,-0.6,4,LA,01001
67.1,1.3,4,LA,01001
62.9,-1.0,4,LA,01001
68.3,0.8,4,LA,01001
63.5,-0.6,4,LA,01001
66.9,0.2,4,LA,01001
63.6,-1.2,4,LA,01001
45.2,4.0,4,ME,01001
39.5,3.3,4,ME,01001
45.2,3.4,4,ME,01001
39.8,3.5,4,ME,01001
43.8,3.0,4,ME,01001
44.9,3.8,4,ME,01001
43.8,3.0,4,ME,01001
44.6,3.4,4,ME,01001
42.6,4.0,4,ME,01001
42.7,3.1,4,ME,01001
40.2,3.5,4,ME,01001
45.2,3.6,4,ME,01001
40.3,3.6,4,ME,01001
43.8,3.1,4,ME,01001
43.7,3.8,4,ME,01001
45.3,2.8,4,ME,01001
54.5,4.1,4,MD,01001
59.8,6.1,4,MD,01001
58.0,6.6,4,MD,01001
59.5,5.6,4,MD,01001
59.1,6.3,4,MD,01001
56.5,6.1,4,MD,01001
57.1,5.4,4,MD,01001
60.0,5.7,4,MD,01001
60.2,6.6,4,MD,01001
57.0,5.8,4,MD,01001
50.2,4.0,4,MD,01001
57.3,5.6,4,MD,01001
58.2,6.7,4,MD,01001
58.2,5.4,4,MD,01001
58.5,6.3,4,MD,01001
59.1,5.5,4,MD,01001
58.8,5.8,4,MD,01001
59.9,5.8,4,MD,01001
60.6,6.8,4,MD,01001
59.6,5.9,4,MD,01001
56.1,5.1,4,MD,01001
60.0,6.9,4,MD,01001
59.5,6.8,4,MD,01001
60.3,7.4,4,MD,01001
59.3,5.4,4,MD,01001
49.8,5.2,4,MA,01001
48.1,5.6,4,MA,01001
51.1,5.0,4,MA,01001
50.5,5.5,4,MA,01001
48.5,3.6,4,MA,01001
48.9,4.9,4,MA,01001
50.3,5.0,4,MA,01001
49.7,4.8,4,MA,01001
50.3,4.7,4,MA,01001
49.0,5.4,4,MA,01001
51.5,5.6,4,MA,01001
51.5,5.8,4,MA,01001
50.9,5.2,4,MA,01001
49.7,5.3,4,MA,01001
44.2,3.9,4,MI,01001
39.2,1.5,4,MI,01001
49.0,3.0,4,MI,01001
44.4,4.4,4,MI,01001
45.7,5.1,4,MI,01001
46.8,4.3,4,MI,01001
37.3,0.7,4,MI,01001
49.1,3.6,4,MI,01001
48.2,4.3,4,MI,01001
46.2,5.9,4,MI,01001
49.8,3.1,4,MI,01001
49.4,3.2,4,MI,01001
49.0,3.4,4,MI,01001
49.7,3.2,4,MI,01001
44.9,4.3,4,MI,01001
44.0,4.1,4,MI,01001
39.2,1.9,4,MI,01001
46.1,4.0,4,MI,01001
49.0,3.7,4,MI,01001
44.9,4.5,4,MI,01001
39.7,1.1,4,MI,01001
39.0,0.6,4,MI,01001
49.0,3.7,4,MI,01001
43.4,4.0,4,MI,01001
49.0,4.1,4,MI,01001
47.0,4.0,4,MI,01001
36.7,-1.1,4,MI,01001
46.6,6.1,4,MI,01001
48.2,3.5,4,MI,01001
49.0,3.2,4,MI,01001
38.4,0.7,4,MI,01001
47.7,5.4,4,MI,01001
48.8,3.7,4,MI,01001
48.5,3.4,4,MI,01001
45.5,4.2,4,MI,01001
37.4,0.2,4,MI,01001
47.6,4.1,4,MI,01001
48.4,3.2,4,MI,01001
49.7,3.6,4,MI,01001
45.5,5.0,4,MI,01001
48.3,3.4,4,MI,01001
37.1,0.6,4,MI,01001
45.9,3.4,4,MI,01001
48.7,4.3,4,MI,01001
46.4,6.6,4,MI,01001
49.7,3.3,4,MI,01001
48.1,3.4,4,MI,01001
38.6,1.5,4,MI,01001
40.0,2.3,4,MI,01001
49.5,4.1,4,MI,01001
45.6,4.2,4,MI,01001
38.2,1.2,4,MI,01001
45.5,3.1,4,MI,01001
46.6,3.6,4,MI,01001
40.9,0.9,4,MI,01001
48.3,4.1,4,MI,01001
45.1,4.3,4,MI,01001
50.4,3.4,4,MI,01001
47.5,3.6,4,MI,01001
45.1,4.8,4,MI,01001
48.0,3.9,4,MI,01001
47.0,3.6,4,MI,01001
48.7,3.8,4,MI,01001
46.5,3.5,4,MI,01001
45.5,4.1,4,MI,01001
37.6,-0.5,4,MI,01001
45.4,3.7,4,MI,01001
44.8,4.3,4,MI,01001
44.8,4.9,4,MI,01001
48.6,3.4,4,MI,01001
44.0,4.2,4,MI,01001
45.3,4.3,4,MI,01001
48.9,4.0,4,MI,01001
49.2,4.5,4,MI,01001
50.1,3.5,4,MI,01001
48.2,4.9,4,MI,01001
39.6,1.2,4,MI,01001
48.9,3.8,4,MI,01001
48.6,4.5,4,MI,01001
49.4,3.0,4,MI,01001
48.1,2.7,4,MI,01001
49.9,3.6,4,MI,01001
45.4,4.6,4,MI,01001
36.8,-3.1,4,MN,01001
42.4,-2.0,4,MN,01001
35.4,-4.9,4,MN,01001
35.4,-3.4,4,MN,01001
40.1,-2.5,4,MN,01001
37.8,-5.8,4,MN,01001
44.7,-0.9,4,MN,01001
43.6,-1.7,4,MN,01001
36.7,-2.5,4,MN,01001
43.6,-1.3,4,MN,01001
37.0,-2.9,4,MN,01001
39.4,-4.7,4,MN,01001
41.4,-2.4,4,MN,01001
35.2,-6.9,4,MN,01001
35.9,-3.3,4,MN,01001
32.6,-2.4,4,MN,01001
43.9,-0.6,4,MN,01001
38.0,-2.8,4,MN,01001
44.4,-1.0,4,MN,01001
44.2,0.2,4,MN,01001
37.4,-4.1,4,MN,01001
45.4,-0.0,4,MN,01001
45.0,0.5,4,MN,01001
45.2,0.5,4,MN,01001
44.5,-0.3,4,MN,01001
36.9,-5.6,4,MN,01001
43.7,-1.1,4,MN,01001
46.6,1.0,4,MN,01001
36.4,-3.0,4,MN,01001
40.7,-2.8,4,MN,01001
35.7,-3.0,4,MN,01001
44.6,-0.1,4,MN,01001
39.6,-2.4,4,MN,01001
39.2,-4.2,4,MN,01001
33.7,-5.6,4,MN,01001
34.9,-3.1,4,MN,01001
39.6,-4.6,4,MN,01001
33.1,-3.1,4,MN,01001
35.2,-2.8,4,MN,01001
44.2,-1.2,4,MN,01001
40.6,-2.9,4,MN,01001
41.6,-2.9,4,MN,01001
42.4,-2.2,4,MN,01001
35.0,-5.0,4,MN,01001
33.5,-6.3,4,MN,01001
45.1,-0.1,4,MN,01001
39.8,-3.8,4,MN,01001
39.5,-2.4,4,MN,01001
39.2,-2.6,4,MN,01001
45.0,1.0,4,MN,01001
42.0,-1.9,4,MN,01001
44.1,-1.3,4,MN,01001
43.5,-1.0,4,MN,01001
34.2,-7.4,4,MN,01001
44.8,0.6,4,MN,01001
36.4,-4.9,4,MN,01001
33.8,-6.2,4,MN,01001
39.4,-1.6,4,MN,01001
42.0,-1.8,4,MN,01001
34.5,-6.4,4,MN,01001
37.8,-4.4,4,MN,01001
43.8,-1.3,4,MN,01001
34.1,-6.4,4,MN,01001
42.4,-2.7,4,MN,01001
41.8,-3.0,4,MN,01001
44.0,-1.0,4,MN,01001
44.4,-0.6,4,MN,01001
33.7,-4.7,4,MN,01001
34.8,-2.8,4,MN,01001
44.1,-1.3,4,MN,01001
41.1,-2.4,4,MN,01001
43.7,-1.4,4,MN,01001
39.2,-3.3,4,MN,01001
44.2,-0.3,4,MN,01001
37.6,-5.3,4,MN,01001
38.3,-5.2,4,MN,01001
38.4,-2.9,4,MN,01001
37.0,-6.2,4,MN,01001
45.6,0.7,4,MN,01001
37.5,-3.0,4,MN,01001
44.6,-0.4,4,MN,01001
43.6,-1.3,4,MN,01001
44.5,-0.7,4,MN,01001
35.9,-6.9,4,MN,01001
46.1,1.2,4,MN,01001
41.8,-2.1,4,MN,01001
41.0,-3.6,4,MN,01001
65.1,-0.4,4,MS,01001
59.4,-0.7,4,MS,01001
65.3,0.0,4,MS,01001
62.2,-0.4,4,MS,01001
59.8,-0.6,4,MS,01001
62.2,-0.8,4,MS,01001
61.3,-0.9,4,MS,01001
62.6,-0.1,4,MS,01001
62.2,0.0,4,MS,01001
61.6,-0.5,4,MS,01001
64.6,-0.4,4,MS,01001
65.2,1.1,4,MS,01001
63.0,0.4,4,MS,01001
62.2,-0.1,4,MS,01001
64.6,-0.0,4,MS,01001
66.0,1.3,4,MS,01001
60.8,-0.8,4,MS,01001
67.5,2.1,4,MS,01001
64.9,-0.1,4,MS,01001
68.0,2.2,4,MS,01001
67.9,2.4,4,MS,01001
62.0,-0.7,4,MS,01001
68.0,1.9,4,MS,01001
67.6,1.5,4,MS,01001
64.8,0.4,4,MS,01001
63.7,0.2,4,MS,01001
64.2,0.2,4,MS,01001
64.2,-0.1,4,MS,01001
61.4,0.1,4,MS,01001
68.1,1.9,4,MS,01001
65.2,1.3,4,MS,01001
64.6,-0.5,4,MS,01001
65.6,0.9,4,MS,01001
67.0,2.1,4,MS,01001
63.4,0.4,4,MS,01001
60.8,-1.1,4,MS,01001
66.9,1.6,4,MS,01001
64.1,0.7,4,MS,01001
65.4,0.5,4,MS,01001
63.3,0.4,4,MS,01001
61.6,-0.1,4,MS,01001
63.8,0.4,4,MS,01001
64.8,0.1,4,MS,01001
63.3,0.5,4,MS,01001
64.4,0.4,4,MS,01001
66.6,1.1,4,MS,01001
60.3,-0.7,4,MS,01001
62.5,0.3,4,MS,01001
61.0,-1.3,4,MS,01001
63.4,0.8,4,MS,01001
64.1,1.0,4,MS,01001
63.5,0.6,4,MS,01001
63.2,0.6,4,MS,01001
61.3,-1.0,4,MS,01001
67.4,1.8,4,MS,01001
68.0,2.6,4,MS,01001
65.4,0.3,4,MS,01001
61.3,-0.4,4,MS,01001
60.4,-0.3,4,MS,01001
62.1,-0.5,4,MS,01001
64.4,0.5,4,MS,01001
63.9,0.7,4,MS,01001
64.3,0.0,4,MS,01001
64.7,0.5,4,MS,01001
64.8,0.9,4,MS,01001
67.4,1.8,4,MS,01001
63.1,-0.3,4,MS,01001
62.8,-0.1,4,MS,01001
60.8,-1.1,4,MS,01001
59.8,-0.6,4,MS,01001
59.7,-0.4,4,MS,01001
61.5,-0.5,4,MS,01001
60.8,-0.5,4,MS,01001
66.1,0.8,4,MS,01001
64.8,0.1,4,MS,01001
63.1,-0.7,4,MS,01001
66.8,2.0,4,MS,01001
61.4,-0.7,4,MS,01001
66.0,0.1,4,MS,01001
62.8,0.5,4,MS,01001
61.3,-1.1,4,MS,01001
64.7,0.4,4,MS,01001
53.2,2.2,4,MO,01001
53.8,1.4,4,MO,01001
53.7,1.9,4,MO,01001
55.4,2.4,4,MO,01001
56.9,0.6,4,MO,01001
57.0,0.5,4,MO,01001
57.1,1.7,4,MO,01001
56.5,1.7,4,MO,01001
55.9,-0.6,4,MO,01001
56.2,2.3,4,MO,01001
54.6,1.5,4,MO,01001
58.7,0.2,4,MO,01001
54.1,1.7,4,MO,01001
56.6,2.5,4,MO,01001
57.7,2.4,4,MO,01001
56.5,0.1,4,MO,01001
54.9,1.6,4,MO,01001
57.3,0.5,4,MO,01001
56.6,2.4,4,MO,01001
57.3,1.3,4,MO,01001
55.2,2.0,4,MO,01001
56.1,0.8,4,MO,01001
53.3,1.6,4,MO,01001
55.8,2.5,4,MO,01001
54.6,2.2,4,MO,01001
57.7,2.6,4,MO,01001
56.6,2.6,4,MO,01001
55.8,1.3,4,MO,01001
57.1,1.1,4,MO,01001
56.0,1.0,4,MO,01001
54.0,1.9,4,MO,01001
54.0,1.9,4,MO,01001
55.6,0.9,4,MO,01001
57.0,1.6,4,MO,01001
60.0,0.6,4,MO,01001
55.8,1.3,4,MO,01001
55.8,1.5,4,MO,01001
54.1,2.6,4,MO,01001
56.2,1.1,4,MO,01001
53.7,1.5,4,MO,01001
53.4,2.3,4,MO,01001
57.0,1.8,4,MO,01001
56.6,1.3,4,MO,01001
53.9,1.3,4,MO,01001
56.0,2.4,4,MO,01001
58.0,2.3,4,MO,01001
55.8,1.1,4,MO,01001
56.3,2.5,4,MO,01001
57.6,0.8,4,MO,01001
57.2,1.9,4,MO,01001
56.8,2.8,4,MO,01001
53.2,1.9,4,MO,01001
56.8,1.8,4,MO,01001
56.0,2.5,4,MO,01001
56.4,0.6,4,MO,01001
53.6,1.5,4,MO,01001
55.8,2.2,4,MO,01001
54.0,1.6,4,MO,01001
54.2,1.4,4,MO,01001
58.1,0.8,4,MO,01001
53.8,1.8,4,MO,01001
55.4,-0.0,4,MO,01001
57.4,2.3,4,MO,01001
54.6,1.9,4,MO,01001
52.7,1.6,4,MO,01001
58.2,3.0,4,MO,01001
59.1,1.2,4,MO,01001
57.3,2.9,4,MO,01001
54.7,2.0,4,MO,01001
55.8,2.3,4,MO,01001
56.9,2.5,4,MO,01001
59.7,1.0,4,MO,01001
58.2,1.3,4,MO,01001
53.5,2.3,4,MO,01001
58.9,2.3,4,MO,01001
57.2,2.3,4,MO,01001
57.9,1.5,4,MO,01001
60.1,0.7,4,MO,01001
55.8,0.2,4,MO,01001
55.9,1.8,4,MO,01001
57.2,2.0,4,MO,01001
55.3,2.3,4,MO,01001
55.7,2.2,4,MO,01001
56.6,1.3,4,MO,01001
57.9,2.6,4,MO,01001
52.1,1.3,4,MO,01001
55.2,2.3,4,MO,01001
55.0,2.2,4,MO,01001
55.1,2.1,4,MO,01001
55.9,0.6,4,MO,01001
58.6,0.9,4,MO,01001
56.7,2.0,4,MO,01001
57.0,1.2,4,MO,01001
56.5,1.2,4,MO,01001
56.2,1.4,4,MO,01001
56.9,1.7,4,MO,01001
55.9,2.2,4,MO,01001
52.7,2.1,4,MO,01001
53.1,2.1,4,MO,01001
58.3,0.9,4,MO,01001
57.1,1.4,4,MO,01001
53.5,1.5,4,MO,01001
58.7,0.4,4,MO,01001
56.6,0.3,4,MO,01001
53.0,1.5,4,MO,01001
57.5,0.9,4,MO,01001
56.9,1.8,4,MO,01001
56.9,0.7,4,MO,01001
55.6,1.8,4,MO,01001
56.5,2.0,4,MO,01001
56.7,-0.1,4,MO,01001
55.7,1.3,4,MO,01001
53.4,2.8,4,MO,01001
56.6,1.8,4,MO,01001
57.1,1.7,4,MO,01001
32.5,-2.3,4,MT,01001
41.4,-1.7,4,MT,01001
38.9,-3.2,4,MT,01001
39.3,-1.3,4,MT,01001
38.9,-0.7,4,MT,01001
40.8,-1.6,4,MT,01001
39.5,-1.4,4,MT,01001
42.2,-0.6,4,MT,01001
42.4,-1.7,4,MT,01001
36.4,-3.6,4,MT,01001
40.8,-2.1,4,MT,01001
33.1,-1.8,4,MT,01001
40.6,-1.9,4,MT,01001
40.6,-1.7,4,MT,01001
38.4,0.4,4,MT,01001
35.3,-1.7,4,MT,01001
41.8,-1.5,4,MT,01001
38.0,1.1,4,MT,01001
40.1,-2.1,4,MT,01001
36.1,-0.3,4,MT,01001
39.9,-1.8,4,MT,01001
37.2,-0.6,4,MT,01001
37.8,-1.2,4,MT,01001
42.1,0.3,4,MT,01001
37.9,-0.4,4,MT,01001
40.7,-0.2,4,MT,01001
40.2,0.2,4,MT,01001
40.2,-2.7,4,MT,01001
34.9,-1.7,4,MT,01001
35.6,-1.1,4,MT,01001
38.6,-1.2,4,MT,01001
38.9,-0.4,4,MT,01001
41.9,-2.0,4,MT,01001
34.8,-0.8,4,MT,01001
42.6,-2.1,4,MT,01001
39.3,-3.9,4,MT,01001
39.9,0.3,4,MT,01001
41.6,-2.1,4,MT,01001
36.9,-0.1,4,MT,01001
41.6,-1.8,4,MT,01001
37.1,-1.1,4,MT,01001
39.8,-3.0,4,MT,01001
39.0,-3.1,4,MT,01001
41.9,-2.0,4,MT,01001
40.2,-1.0,4,MT,01001
37.7,-3.0,4,MT,01001
34.4,-1.7,4,MT,01001
39.2,-1.7,4,MT,01001
38.1,-1.2,4,MT,01001
39.0,-0.3,4,MT,01001
41.0,0.3,4,MT,01001
42.7,-1.9,4,MT,01001
37.2,-4.6,4,MT,01001
38.4,-1.6,4,MT,01001
40.2,-2.6,4,MT,01001
43.2,-1.5,4,MT,01001
50.9,1.2,4,NE,01001
48.3,0.4,4,NE,01001
46.1,-0.1,4,NE,01001
44.2,-0.2,4,NE,01001
47.5,-0.0,4,NE,01001
48.8,0.9,4,NE,01001
43.6,-0.5,4,NE,01001
46.8,-0.9,4,NE,01001
46.1,-0.7,4,NE,01001
50.1,1.3,4,NE,01001
50.4,1.1,4,NE,01001
50.3,0.9,4,NE,01001
52.6,1.7,4,NE,01001
48.3,0.7,4,NE,01001
49.3,0.9,4,NE,01001
45.4,-0.0,4,NE,01001
45.8,0.1,4,NE,01001
51.1,1.1,4,NE,01001
50.8,1.8,4,NE,01001
49.9,1.1,4,NE,01001
48.2,0.7,4,NE,01001
49.2,0.8,4,NE,01001
43.4,-1.5,4,NE,01001
49.9,1.0,4,NE,01001
47.3,0.0,4,NE,01001
48.4,0.4,4,NE,01001
51.2,1.6,4,NE,01001
52.4,2.0,4,NE,01001
49.7,0.5,4,NE,01001
51.6,1.3,4,NE,01001
51.4,0.8,4,NE,01001
50.1,0.8,4,NE,01001
51.3,0.6,4,NE,01001
52.6,1.3,4,NE,01001
46.4,0.5,4,NE,01001
46.7,-0.2,4,NE,01001
50.4,0.7,4,NE,01001
45.3,0.1,4,NE,01001
48.2,0.4,4,NE,01001
50.8,1.5,4,NE,01001
51.3,1.6,4,NE,01001
51.6,0.9,4,NE,01001
49.4,0.7,4,NE,01001
50.1,0.2,4,NE,01001
46.8,-0.3,4,NE,01001
46.1,0.0,4,NE,01001
49.8,0.9,4,NE,01001
53.1,2.0,4,NE,01001
52.8,1.3,4,NE,01001
50.6,1.2,4,NE,01001
47.6,-0.1,4,NE,01001
45.5,-1.0,4,NE,01001
43.0,-0.7,4,NE,01001
48.4,0.5,4,NE,01001
52.5,1.9,4,NE,01001
48.5,0.5,4,NE,01001
47.4,0.3,4,NE,01001
46.8,-0.2,4,NE,01001
46.6,-0.0,4,NE,01001
49.3,0.9,4,NE,01001
51.1,1.7,4,NE,01001
46.0,0.5,4,NE,01001
50.1,1.3,4,NE,01001
53.6,1.7,4,NE,01001
51.8,1.2,4,NE,01001
52.8,1.4,4,NE,01001
52.7,0.9,4,NE,01001
48.3,0.5,4,NE,01001
50.5,1.0,4,NE,01001
48.6,0.7,4,NE,01001
50.1,1.4,4,NE,01001
51.2,1.7,4,NE,01001
50.8,0.7,4,NE,01001
54.1,1.9,4,NE,01001
45.8,-0.8,4,NE,01001
52.2,1.6,4,NE,01001
52.6,1.9,4,NE,01001
51.8,1.8,4,NE,01001
45.6,0.0,4,NE,01001
51.5,1.4,4,NE,01001
44.0,-0.3,4,NE,01001
49.1,0.8,4,NE,01001
42.1,-1.3,4,NE,01001
49.9,1.4,4,NE,01001
52.0,1.1,4,NE,01001
47.1,-0.0,4,NE,01001
49.3,0.8,4,NE,01001
47.5,0.1,4,NE,01001
51.6,1.6,4,NE,01001
48.5,0.6,4,NE,01001
51.5,0.8,4,NE,01001
47.9,0.6,4,NE,01001
51.5,1.4,4,NE,01001
48.2,0.1,4,NV,01001
61.8,1.3,4,NV,01001
44.2,-0.3,4,NV,01001
39.3,-2.3,4,NV,01001
49.5,1.0,4,NV,01001
41.8,-0.4,4,NV,01001
44.8,-0.4,4,NV,01001
44.0,0.2,4,NV,01001
51.8,0.8,4,NV,01001
47.6,0.0,4,NV,01001
47.2,1.2,4,NV,01001
49.0,1.3,4,NV,01001
46.4,-0.6,4,NV,01001
46.6,0.8,4,NV,01001
44.6,-0.3,4,NV,01001
41.2,-0.4,4,NV,01001
46.1,0.4,4,NV,01001
46.3,4.0,4,NH,01001
44.5,4.0,4,NH,01001
47.1,4.7,4,NH,01001
40.8,4.1,4,NH,01001
44.0,4.8,4,NH,01001
48.3,4.7,4,NH,01001
47.0,4.4,4,NH,01001
48.0,3.9,4,NH,01001
46.1,3.1,4,NH,01001
46.1,5.2,4,NH,01001
56.8,6.9,4,NJ,01001
54.9,5.8,4,NJ,01001
56.6,6.0,4,NJ,01001
57.3,6.1,4,NJ,01001
57.0,7.1,4,NJ,01001
57.6,6.9,4,NJ,01001
55.4,6.0,4,NJ,01001
57.7,6.3,4,NJ,01001
56.3,6.2,4,NJ,01001
53.6,5.6,4,NJ,01001
55.2,5.4,4,NJ,01001
55.7,6.0,4,NJ,01001
55.3,5.8,4,NJ,01001
53.0,5.5,4,NJ,01001
55.4,6.1,4,NJ,01001
53.3,5.6,4,NJ,01001
57.9,6.4,4,NJ,01001
54.6,5.7,4,NJ,01001
52.0,5.5,4,NJ,01001
55.8,6.1,4,NJ,01001
53.3,6.4,4,NJ,01001
51.7,1.0,4,NM,01001
46.8,1.3,4,NM,01001
58.9,1.5,4,NM,01001
45.8,-0.3,4,NM,01001
43.8,-0.7,4,NM,01001
55.5,0.8,4,NM,01001
57.4,1.7,4,NM,01001
61.6,2.5,4,NM,01001
60.4,-0.2,4,NM,01001
55.1,2.4,4,NM,01001
53.1,0.5,4,NM,01001
51.8,-0.1,4,NM,01001
59.0,1.7,4,NM,01001
