STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,DAMAGE_PROPERTY,STORM_AREA_SQMILES,DURATION_MINUTES,MONTH
MARYLAND,JULY,Thunderstorm Wind,CECIL,1000.0,0.0,0,7
FLORIDA,APRIL,Thunderstorm Wind,MADISON,0.0,0.0,0,4
FLORIDA,APRIL,Thunderstorm Wind,DIXIE,0.0,0.0,0,4
ARKANSAS,MARCH,Heavy Rain,POLK,0.0,0.0,0,3
FLORIDA,APRIL,Thunderstorm Wind,DIXIE,0.0,0.0,0,4
FLORIDA,APRIL,Thunderstorm Wind,DIXIE,0.0,0.0,0,4
KANSAS,SEPTEMBER,Thunderstorm Wind,FINNEY,,0.0,0,9
KANSAS,SEPTEMBER,Hail,KEARNY,0.0,0.0,0,9
KANSAS,SEPTEMBER,Hail,KEARNY,0.0,0.0,0,9
KANSAS,SEPTEMBER,Hail,KEARNY,0.0,0.0,0,9
KANSAS,SEPTEMBER,Hail,SCOTT,0.0,0.0,0,9
MISSISSIPPI,SEPTEMBER,Thunderstorm Wind,GRENADA,2000.0,0.0,0,9
CALIFORNIA,JANUARY,Thunderstorm Wind,CALAVERAS,1000.0,0.0,16,1
CALIFORNIA,JANUARY,Thunderstorm Wind,CALAVERAS,1000.0,0.0,31,1
CALIFORNIA,JANUARY,Thunderstorm Wind,AMADOR,1000.0,0.0,37,1
MISSISSIPPI,JUNE,Hail,DE SOTO,0.0,0.0,5,6
MISSISSIPPI,JUNE,Hail,UNION,0.0,0.0,5,6
LOUISIANA,JANUARY,Tornado,CALCASIEU,250000.0,69.89878732354461,13,1
LOUISIANA,JANUARY,Tornado,BEAUREGARD,500000.0,30.97442435632504,10,1
KANSAS,FEBRUARY,Thunderstorm Wind,SEDGWICK,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,WOODSON,0.0,0.0,1,2
GEORGIA,JANUARY,Thunderstorm Wind,DE KALB,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,DOUGLAS,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,PIKE,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,FULTON,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,COBB,,0.0,2,1
MISSOURI,JULY,Thunderstorm Wind,JEFFERSON,0.0,3.2913965685635413,11,7
ILLINOIS,JULY,Thunderstorm Wind,MACOUPIN,0.0,0.0,0,7
MISSOURI,JULY,Thunderstorm Wind,ST. LOUIS,0.0,0.0,0,7
MISSOURI,JULY,Thunderstorm Wind,ST. CHARLES,0.0,0.0,0,7
LOUISIANA,JANUARY,Hail,OUACHITA,0.0,0.0,0,1
LOUISIANA,JANUARY,Thunderstorm Wind,CADDO,0.0,0.0,0,1
OHIO,JANUARY,Flood,NOBLE,0.0,0.1415397659431978,131,1
OHIO,JANUARY,Flood,MONROE,0.0,0.31184652007511365,1260,1
OHIO,JANUARY,Flood,NOBLE,0.0,0.11363118009627621,1259,1
CALIFORNIA,JANUARY,Flood,GLENN,5000000.0,40.37082192672455,1439,1
SOUTH CAROLINA,JANUARY,Flash Flood,GREENVILLE,10000.0,0.27384696496467525,210,1
SOUTH CAROLINA,JANUARY,Flood,GREENVILLE,1000.0,0.03520568568499912,240,1
CALIFORNIA,JANUARY,Thunderstorm Wind,CALAVERAS,11000.0,0.0,12,1
CALIFORNIA,JANUARY,Thunderstorm Wind,AMADOR,2000.0,0.0,33,1
CALIFORNIA,JANUARY,Thunderstorm Wind,EL DORADO,1000.0,0.0,34,1
NEW JERSEY,APRIL,Thunderstorm Wind,MERCER,0.0,0.0,0,4
NEW JERSEY,APRIL,Thunderstorm Wind,BURLINGTON,0.0,0.0,0,4
NEW JERSEY,APRIL,Thunderstorm Wind,MONMOUTH,0.0,0.0,0,4
NEW JERSEY,APRIL,Hail,MONMOUTH,0.0,0.0,0,4
MISSISSIPPI,JUNE,Hail,DE SOTO,0.0,0.0,5,6
TENNESSEE,JUNE,Thunderstorm Wind,SHELBY,5000.0,0.0,5,6
TENNESSEE,JUNE,Thunderstorm Wind,SHELBY,25000.0,0.0,5,6
TENNESSEE,JUNE,Thunderstorm Wind,SHELBY,25000.0,0.0,5,6
MISSISSIPPI,JUNE,Hail,TIPPAH,0.0,0.0,5,6
NEVADA,JUNE,Thunderstorm Wind,WHITE PINE,0.0,0.0,60,6
NEVADA,JUNE,Thunderstorm Wind,WHITE PINE,0.0,0.0,60,6
NEVADA,JUNE,Thunderstorm Wind,ELKO,0.0,0.0,60,6
GEORGIA,JANUARY,Thunderstorm Wind,FULTON,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,DE KALB,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,DOUGLAS,,0.0,2,1
OKLAHOMA,JANUARY,Tornado,MCINTOSH,100000.0,36.15399124436149,13,1
LOUISIANA,JANUARY,Flash Flood,OUACHITA,0.0,0.0012864326721978808,93,1
LOUISIANA,JANUARY,Thunderstorm Wind,CADDO,0.0,0.0,0,1
PENNSYLVANIA,JANUARY,Flood,FAYETTE,0.0,0.0007314712385935204,375,1
PENNSYLVANIA,JANUARY,Flood,FAYETTE,0.0,0.010239498911895918,370,1
PENNSYLVANIA,JANUARY,Flood,GREENE,0.0,0.009998409997352522,168,1
WEST VIRGINIA,JANUARY,Flood,MARSHALL,0.0,0.15847272000675242,126,1
CALIFORNIA,JANUARY,Flash Flood,VENTURA,0.0,0.011805976657575467,120,1
CALIFORNIA,JANUARY,Flash Flood,SANTA BARBARA,0.0,0.008552060015608235,109,1
ARKANSAS,MARCH,Hail,MONTGOMERY,0.0,0.0,0,3
CALIFORNIA,JANUARY,Thunderstorm Wind,EL DORADO,11000.0,0.0,16,1
CALIFORNIA,JANUARY,Thunderstorm Wind,EL DORADO,11000.0,0.0,8,1
CALIFORNIA,JANUARY,Thunderstorm Wind,CALAVERAS,0.0,0.0,30,1
IDAHO,JUNE,Thunderstorm Wind,ADA,,0.0,60,6
NEW JERSEY,APRIL,Thunderstorm Wind,SALEM,0.0,0.0,0,4
NEW JERSEY,APRIL,Thunderstorm Wind,CAMDEN,0.0,0.0,0,4
NEW JERSEY,APRIL,Thunderstorm Wind,BURLINGTON,0.0,0.0,0,4
MISSISSIPPI,JUNE,Hail,CALHOUN,0.0,0.0,5,6
MISSISSIPPI,JUNE,Hail,LEE,0.0,0.0,5,6
MISSISSIPPI,JUNE,Thunderstorm Wind,LEE,2000.0,0.0,5,6
GEORGIA,JANUARY,Thunderstorm Wind,POLK,,0.0,2,1
GEORGIA,JANUARY,Tornado,MCDUFFIE,,1.7534807389273976,4,1
LOUISIANA,JANUARY,Tornado,SABINE,15000.0,9.744659491350404,8,1
LOUISIANA,JANUARY,Thunderstorm Wind,BOSSIER,0.0,0.0,0,1
CALIFORNIA,JANUARY,Flood,SOLANO,0.0,0.0013470136007378145,141,1
ILLINOIS,AUGUST,Lightning,MASSAC,40000.0,0.0,0,8
MISSISSIPPI,JUNE,Flood,NESHOBA,2000.0,0.0,100,6
MISSISSIPPI,JUNE,Tornado,MARION,60000.0,0.45074617066090167,4,6
MISSISSIPPI,JUNE,Thunderstorm Wind,GRENADA,2000.0,0.0,0,6
ARKANSAS,JUNE,Thunderstorm Wind,CHICOT,10000.0,0.0,0,6
MISSISSIPPI,JUNE,Thunderstorm Wind,CARROLL,1000.0,0.0,0,6
MISSISSIPPI,JUNE,Thunderstorm Wind,MADISON,10000.0,0.0,5,6
MISSISSIPPI,JUNE,Thunderstorm Wind,HINDS,1000.0,0.0,5,6
MISSISSIPPI,JUNE,Thunderstorm Wind,RANKIN,75000.0,309.743333039946,32,6
CALIFORNIA,JANUARY,Thunderstorm Wind,CALAVERAS,0.0,0.0,0,1
CALIFORNIA,JANUARY,Thunderstorm Wind,STANISLAUS,,0.0,30,1
IDAHO,JUNE,Thunderstorm Wind,BOISE,,0.0,60,6
IDAHO,JUNE,Thunderstorm Wind,ADA,,0.0,60,6
MISSISSIPPI,JUNE,Thunderstorm Wind,CALHOUN,10000.0,0.0,5,6
MISSISSIPPI,JUNE,Thunderstorm Wind,LEE,25000.0,0.0,5,6
ARKANSAS,JUNE,Thunderstorm Wind,POINSETT,10000.0,0.0,5,6
NEVADA,JUNE,Thunderstorm Wind,EUREKA,0.0,0.0,60,6
NEVADA,JUNE,Thunderstorm Wind,LANDER,0.0,0.0,60,6
NEVADA,JUNE,Thunderstorm Wind,EUREKA,0.0,0.0,60,6
GEORGIA,JANUARY,Thunderstorm Wind,DE KALB,,0.0,2,1
GEORGIA,FEBRUARY,Thunderstorm Wind,CLAYTON,,0.0,1,2
GEORGIA,FEBRUARY,Tornado,TROUP,,7.4279784767713535,7,2
GEORGIA,JANUARY,Thunderstorm Wind,CHEROKEE,,0.0,2,1
MASSACHUSETTS,JULY,Flash Flood,SUFFOLK,0.0,0.0003174638097778644,60,7
MASSACHUSETTS,JULY,Flash Flood,MIDDLESEX,0.0,0.00014081651906094046,60,7
MASSACHUSETTS,JULY,Flash Flood,SUFFOLK,0.0,7.037795533909418e-05,60,7
RHODE ISLAND,JULY,Flash Flood,PROVIDENCE,0.0,0.0008882798306269394,60,7
MASSACHUSETTS,JULY,Flash Flood,NORFOLK,0.0,7.051571306812032e-05,60,7
MASSACHUSETTS,JULY,Flash Flood,NORFOLK,0.0,0.0,60,7
MASSACHUSETTS,JULY,Flash Flood,SUFFOLK,0.0,3.5263568138448374e-05,60,7
MISSISSIPPI,MARCH,Thunderstorm Wind,MONROE,25000.0,0.0,5,3
GEORGIA,JANUARY,Thunderstorm Wind,CARROLL,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,DOUGLAS,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,FULTON,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,FAYETTE,,0.0,2,1
LOUISIANA,JANUARY,Tornado,RED RIVER,10000.0,0.010666091264039036,1,1
LOUISIANA,JANUARY,Flash Flood,BOSSIER,0.0,0.008172326465242366,336,1
CALIFORNIA,JANUARY,Flood,YOLO,0.0,0.03827283079578895,185,1
CALIFORNIA,JANUARY,Flood,GLENN,0.0,0.006300699087978581,180,1
CALIFORNIA,JANUARY,Flood,YOLO,0.0,0.01013101784060818,220,1
CALIFORNIA,JANUARY,Flash Flood,LOS ANGELES,0.0,0.19670014152490584,101,1
CALIFORNIA,JANUARY,Flash Flood,VENTURA,0.0,0.033364131878400316,67,1
CALIFORNIA,JANUARY,Flash Flood,LOS ANGELES,0.0,0.0017688599851207016,34,1
CALIFORNIA,JANUARY,Flash Flood,SACRAMENTO,0.0,0.863317097945806,1079,1
CALIFORNIA,JANUARY,Tornado,CALAVERAS,,0.06483869826590576,5,1
CALIFORNIA,JANUARY,Thunderstorm Wind,SAN JOAQUIN,10000.0,0.0,4,1
MISSISSIPPI,JUNE,Hail,UNION,0.0,0.0,5,6
MISSISSIPPI,JUNE,Hail,MONROE,,0.0,5,6
MISSISSIPPI,JUNE,Hail,TATE,,0.0,5,6
MISSISSIPPI,JUNE,Hail,MONROE,0.0,0.0,5,6
MISSISSIPPI,JUNE,Hail,MONROE,0.0,0.0,5,6
GEORGIA,JANUARY,Thunderstorm Wind,COWETA,,0.0,2,1
INDIANA,MARCH,Hail,LAKE,0.0,0.0,0,3
GEORGIA,JANUARY,Hail,BARTOW,,0.0,1,1
GEORGIA,JANUARY,Thunderstorm Wind,FULTON,,0.0,2,1
ARKANSAS,FEBRUARY,Flash Flood,YELL,0.0,0.008733583261641007,180,2
ARKANSAS,FEBRUARY,Flash Flood,YELL,0.0,0.05569087870966205,180,2
ARKANSAS,FEBRUARY,Flash Flood,POPE,0.0,0.2375373290327305,180,2
ARKANSAS,FEBRUARY,Flash Flood,IZARD,0.0,0.09871030699857888,180,2
ARKANSAS,FEBRUARY,Flash Flood,GARLAND,0.0,0.035347196620970016,180,2
ARKANSAS,FEBRUARY,Heavy Rain,INDEPENDENCE,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Hail,JOHNSON,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Hail,NEWTON,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,SEARCY,100000.0,0.0,0,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,NEWTON,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,MARION,100000.0,0.0,0,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,SEARCY,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,VAN BUREN,0.0,0.0,0,2
MISSOURI,JULY,Thunderstorm Wind,ST. LOUIS,0.0,0.0,0,7
MISSOURI,JULY,Thunderstorm Wind,ST. LOUIS (C),0.0,0.0,0,7
CALIFORNIA,JANUARY,Flash Flood,SANTA BARBARA,0.0,0.004326232204291793,62,1
CALIFORNIA,JANUARY,Flash Flood,SAN LUIS OBISPO,0.0,0.14922426041529901,68,1
MONTANA,JULY,Thunderstorm Wind,CUSTER,0.0,0.0,0,7
MISSISSIPPI,JUNE,Thunderstorm Wind,CLARKE,5000.0,0.0,10,6
MISSISSIPPI,JUNE,Flash Flood,ATTALA,10000.0,0.0,95,6
MISSISSIPPI,JUNE,Flash Flood,NESHOBA,5000.0,0.0,60,6
GEORGIA,JANUARY,Thunderstorm Wind,FAYETTE,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,CLAYTON,,0.0,2,1
VIRGINIA,JULY,Thunderstorm Wind,ALBEMARLE,1000.0,0.0,0,7
VIRGINIA,JULY,Thunderstorm Wind,MADISON,3000.0,0.0,0,7
VIRGINIA,JULY,Thunderstorm Wind,GREENE,1000.0,0.0,0,7
LOUISIANA,JANUARY,Thunderstorm Wind,BOSSIER,0.0,0.0,0,1
LOUISIANA,JANUARY,Thunderstorm Wind,CLAIBORNE,0.0,0.0,0,1
CALIFORNIA,JANUARY,Flood,PLACER,0.0,0.1409679311069496,712,1
CALIFORNIA,JANUARY,Flood,YOLO,0.0,0.14371151068909185,738,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.21334740817955825,714,1
CALIFORNIA,JANUARY,Flood,BUTTE,0.0,0.0004416772023788839,265,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.001681019916859998,186,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.020524691760758655,245,1
CALIFORNIA,JANUARY,Flood,BUTTE,0.0,0.06620211240622359,330,1
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,0.001236002634298169,180,1
CALIFORNIA,JANUARY,Flood,COLUSA,0.0,0.05163672498298228,180,1
MISSISSIPPI,JUNE,Thunderstorm Wind,UNION,5000.0,0.0,5,6
MISSISSIPPI,JUNE,Thunderstorm Wind,PONTOTOC,5000.0,0.0,5,6
ARKANSAS,FEBRUARY,Flash Flood,SCOTT,0.0,0.1543094221316404,180,2
ARKANSAS,FEBRUARY,Flash Flood,FAULKNER,0.0,0.003198341685259832,180,2
ARKANSAS,FEBRUARY,Flash Flood,WHITE,0.0,0.07821493601770721,180,2
ARKANSAS,FEBRUARY,Flash Flood,STONE,0.0,2.15188497652591,0,2
ARKANSAS,FEBRUARY,Flash Flood,SHARP,0.0,2.5238263101557625,180,2
ARKANSAS,FEBRUARY,Heavy Rain,CONWAY,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Flood,JACKSON,0.0,0.009984990623560383,180,2
ARKANSAS,FEBRUARY,Thunderstorm Wind,FAULKNER,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Tornado,NEWTON,200000.0,5.13747938358844,7,2
ARKANSAS,FEBRUARY,Tornado,SEARCY,10000.0,0.6689494728175489,3,2
ARKANSAS,FEBRUARY,Flash Flood,SALINE,0.0,0.039432296332031415,180,2
ARKANSAS,FEBRUARY,Flood,WOODRUFF,0.0,0.9050110361546985,1192,2
ARKANSAS,FEBRUARY,Flood,MONROE,0.0,4.413057404017997,119,2
ARKANSAS,FEBRUARY,Flood,YELL,0.0,0.45029373264099537,1041,2
ARKANSAS,FEBRUARY,Flood,PERRY,0.0,0.20578137911603084,40,2
ARKANSAS,FEBRUARY,Flood,YELL,0.0,0.10560136450373898,471,2
ARKANSAS,FEBRUARY,Flood,RANDOLPH,0.0,0.23133807300313355,1260,2
ARKANSAS,FEBRUARY,Flood,RANDOLPH,0.0,5.116083240598966,550,2
ARKANSAS,FEBRUARY,Flood,LAWRENCE,0.0,4.51864247578017,1129,2
ARKANSAS,FEBRUARY,Flood,INDEPENDENCE,0.0,0.26348515908687375,1031,2
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,0.00031638612513852383,60,7
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,0.002810760483467136,60,7
GEORGIA,JANUARY,Thunderstorm Wind,DE KALB,,0.0,2,1
INDIANA,FEBRUARY,Thunderstorm Wind,ALLEN,2000.0,0.0,1,2
INDIANA,FEBRUARY,Thunderstorm Wind,ALLEN,2000.0,0.0,1,2
INDIANA,FEBRUARY,Thunderstorm Wind,ALLEN,7000.0,0.0,1,2
OHIO,FEBRUARY,Thunderstorm Wind,PAULDING,10000.0,0.0,1,2
OHIO,FEBRUARY,Thunderstorm Wind,ALLEN,10000.0,0.0,1,2
OHIO,FEBRUARY,Thunderstorm Wind,ALLEN,500.0,0.0,1,2
CALIFORNIA,JANUARY,Flash Flood,SANTA BARBARA,0.0,0.001100186840245763,88,1
GEORGIA,JANUARY,Thunderstorm Wind,CRAWFORD,,0.0,2,1
OHIO,JANUARY,Flood,ATHENS,4000.0,2.1845532510100436,536,1
OHIO,JANUARY,Flood,MEIGS,1500.0,4.417335154731572,495,1
OHIO,JANUARY,Flood,VINTON,500.0,0.1246408456560412,435,1
FLORIDA,APRIL,Thunderstorm Wind,HOLMES,0.0,0.0,0,4
MAINE,JANUARY,Flood,KNOX,0.0,0.0046123464546647475,75,1
LOUISIANA,JANUARY,Thunderstorm Wind,BOSSIER,0.0,0.0,0,1
LOUISIANA,JANUARY,Tornado,JACKSON,850000.0,84.7015184771014,23,1
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,0.06740884447587824,705,1
CALIFORNIA,JANUARY,Flood,AMADOR,0.0,0.20152153133146375,575,1
CALIFORNIA,JANUARY,Flood,BUTTE,0.0,947.6455000182505,1070,1
CALIFORNIA,JANUARY,Flood,SUTTER,0.0,28.030973389404917,1080,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.007154496326378264,720,1
CALIFORNIA,JANUARY,Flood,BUTTE,0.0,0.007262529060123397,242,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.00018603951007970166,217,1
CALIFORNIA,JANUARY,Flood,SOLANO,0.0,0.0003364290341683111,210,1
MARYLAND,JULY,Thunderstorm Wind,HARFORD,1000.0,0.0,0,7
MARYLAND,JULY,Thunderstorm Wind,HARFORD,2000.0,0.0,0,7
MARYLAND,JULY,Thunderstorm Wind,HARFORD,1000.0,0.0,0,7
MARYLAND,JULY,Thunderstorm Wind,HARFORD,2000.0,0.0,0,7
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,0.004059790904375287,0,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.002981824644191336,180,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.07098500405846071,243,1
ARKANSAS,FEBRUARY,Flood,VAN BUREN,0.0,4.073046592972231,180,2
ARKANSAS,FEBRUARY,Flash Flood,FAULKNER,0.0,0.08987788878759319,180,2
ARKANSAS,FEBRUARY,Heavy Rain,GARLAND,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Heavy Rain,PULASKI,0.0,0.0,0,2
ARKANSAS,FEBRUARY,Flood,OUACHITA,0.0,5.423105474251972,315,2
ARKANSAS,FEBRUARY,Flood,WOODRUFF,0.0,1.0458724977975362,1439,2
ARKANSAS,FEBRUARY,Flood,CLARK,0.0,2.1891991675462616,1270,2
ARKANSAS,FEBRUARY,Flood,SALINE,0.0,2.3228582860201312,980,2
ARKANSAS,FEBRUARY,Flood,WHITE,0.0,0.22314640223227253,1221,2
ARKANSAS,FEBRUARY,Flood,SHARP,0.0,0.022126639000928327,169,2
ARKANSAS,FEBRUARY,Flood,JACKSON,0.0,9.446190896409314,1155,2
ARKANSAS,FEBRUARY,Flood,WOODRUFF,0.0,0.7942679527938604,1324,2
ARKANSAS,FEBRUARY,Flood,WHITE,0.0,5.328823480459553,240,2
ARKANSAS,FEBRUARY,Flood,PRAIRIE,0.0,0.10476994821610328,59,2
WISCONSIN,FEBRUARY,Flood,GRANT,0.0,0.0009806401408636923,570,2
CALIFORNIA,FEBRUARY,Flash Flood,VENTURA,0.0,0.0011797806380896476,76,2
CALIFORNIA,FEBRUARY,Flash Flood,LOS ANGELES,0.0,0.010635721084666584,57,2
CALIFORNIA,FEBRUARY,Flash Flood,SANTA BARBARA,0.0,0.013707848890899483,91,2
CALIFORNIA,FEBRUARY,Flash Flood,LOS ANGELES,0.0,0.011559340058574182,69,2
CALIFORNIA,FEBRUARY,Flash Flood,LOS ANGELES,0.0,0.032577203082405075,66,2
CALIFORNIA,FEBRUARY,Tornado,LOS ANGELES,0.0,0.0003956429441783766,5,2
ILLINOIS,JANUARY,Tornado,CHRISTIAN,0.0,0.0092316298955346,1,1
RHODE ISLAND,JULY,Flash Flood,PROVIDENCE,0.0,0.0,60,7
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,0.0003162894997067929,60,7
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,7.028492506722987e-05,60,7
ALABAMA,JANUARY,Tornado,ELMORE,0.0,28.955128994037327,17,1
ARKANSAS,MARCH,Heavy Rain,MONTGOMERY,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,SALINE,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,NEWTON,0.0,0.0,0,3
ARKANSAS,MARCH,Flash Flood,POLK,0.0,0.15307041396132093,0,3
OHIO,JANUARY,Flood,WASHINGTON,1500.0,3.4312475161820335,495,1
OHIO,JANUARY,Flood,WASHINGTON,2000.0,3.9055382797377676,818,1
OHIO,JANUARY,Flood,WASHINGTON,2000.0,0.1959365129327231,422,1
LOUISIANA,JANUARY,Thunderstorm Wind,BOSSIER,0.0,0.0,0,1
LOUISIANA,JANUARY,Tornado,UNION,250000.0,7.667831277403344,6,1
CALIFORNIA,JANUARY,Flood,TEHAMA,0.0,1.013332369104159,0,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.012051356550779421,600,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.0013396501812171322,540,1
CALIFORNIA,JANUARY,Flood,YOLO,0.0,0.22168711917509848,540,1
CALIFORNIA,JANUARY,Flood,TEHAMA,0.0,0.4357879360208126,540,1
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,0.0,318,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.0012658111236838931,244,1
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,0.008264549114598521,300,1
CALIFORNIA,JANUARY,Flood,SOLANO,0.0,4.477254054620327,60,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.0029056517291604095,180,1
CALIFORNIA,JANUARY,Flood,SOLANO,0.0,0.005975954675304954,180,1
MISSOURI,FEBRUARY,Hail,ST. FRANCOIS,0.0,52.81742534869421,11,2
NORTH CAROLINA,FEBRUARY,Thunderstorm Wind,GRAHAM,0.0,4.853705520461249,10,2
CALIFORNIA,FEBRUARY,Flash Flood,LOS ANGELES,0.0,0.013020834471228551,127,2
CALIFORNIA,FEBRUARY,Flash Flood,VENTURA,0.0,0.00031441521781668116,107,2
CALIFORNIA,FEBRUARY,Flash Flood,LOS ANGELES,0.0,0.06532877194073929,68,2
TENNESSEE,FEBRUARY,Thunderstorm Wind,POLK,,0.0,0,2
TENNESSEE,FEBRUARY,Thunderstorm Wind,MONROE,0.0,0.0,0,2
TENNESSEE,FEBRUARY,Thunderstorm Wind,BLOUNT,,0.0,0,2
GEORGIA,JANUARY,Thunderstorm Wind,CHEROKEE,1000.0,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,FAYETTE,,0.0,2,1
CALIFORNIA,JANUARY,Flash Flood,VENTURA,0.0,0.0014180936139197545,106,1
CALIFORNIA,JANUARY,Flash Flood,VENTURA,0.0,0.0031490266543131177,66,1
CALIFORNIA,JANUARY,Flash Flood,SANTA BARBARA,0.0,0.008760247476171197,149,1
ARKANSAS,MARCH,Heavy Rain,WOODRUFF,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,JACKSON,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,SHARP,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,SHARP,0.0,0.0,0,3
ARKANSAS,MARCH,Heavy Rain,CLEBURNE,0.0,0.0,0,3
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,0.00028114397311123995,60,7
MASSACHUSETTS,JULY,Flash Flood,FRANKLIN,0.0,3.509263596727978e-05,60,7
MASSACHUSETTS,JULY,Flash Flood,WORCESTER,0.0,0.0024613709891632488,60,7
MASSACHUSETTS,JULY,Flash Flood,WORCESTER,0.0,0.000983408648523036,60,7
ARKANSAS,JUNE,Hail,GREENE,,0.0,5,6
ARKANSAS,JUNE,Hail,GREENE,0.0,0.0,5,6
KANSAS,FEBRUARY,Thunderstorm Wind,BUTLER,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,BUTLER,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,COWLEY,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,HARPER,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,SEDGWICK,0.0,0.0,1,2
KANSAS,FEBRUARY,Thunderstorm Wind,SEDGWICK,0.0,0.0,1,2
GEORGIA,JANUARY,Thunderstorm Wind,DE KALB,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,DOUGLAS,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,CARROLL,,0.0,2,1
GEORGIA,JANUARY,Thunderstorm Wind,FULTON,,0.0,2,1
OHIO,JANUARY,Flood,WASHINGTON,2000.0,0.003010499181834688,1279,1
OHIO,JANUARY,Flood,WASHINGTON,1500.0,0.10495921220154159,435,1
OHIO,JANUARY,Flood,MEIGS,500.0,0.08593910634886258,584,1
VIRGINIA,JULY,Thunderstorm Wind,GREENE,1000.0,0.0,0,7
MARYLAND,JULY,Thunderstorm Wind,WASHINGTON,1000.0,0.0,0,7
LOUISIANA,JANUARY,Flash Flood,NATCHITOCHES,0.0,0.007366991184385802,190,1
LOUISIANA,JANUARY,Thunderstorm Wind,BOSSIER,0.0,0.0,0,1
ARKANSAS,JANUARY,Thunderstorm Wind,LAFAYETTE,0.0,0.0,0,1
ARKANSAS,JANUARY,Tornado,COLUMBIA,35000.0,12.945204350980104,10,1
CALIFORNIA,JANUARY,Flood,SAN JOAQUIN,0.0,20.26025457748219,540,1
CALIFORNIA,JANUARY,Flood,AMADOR,0.0,0.02617138287948564,600,1
CALIFORNIA,JANUARY,Flood,YOLO,0.0,0.7078075628897244,660,1
CALIFORNIA,JANUARY,Flood,PLACER,0.0,0.06999967038893459,240,1
CALIFORNIA,JANUARY,Flood,CALAVERAS,0.0,0.0639955717326219,540,1
CALIFORNIA,JANUARY,Flood,EL DORADO,0.0,0.016974687197633904,184,1
CALIFORNIA,JANUARY,Flood,PLACER,0.0,0.005562783003330207,304,1
CALIFORNIA,JANUARY,Flood,SACRAMENTO,0.0,0.02419515794362989,181,1
