STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,DAMAGE_PROPERTY,STORM_AREA_SQMILES,DURATION_MINUTES,MONTH
NEW YORK,JULY,Flash Flood,PUTNAM,0.0,0.03440109695268345,30,7
NEBRASKA,JULY,Hail,SEWARD,,0.0,0,7
WISCONSIN,OCTOBER,Hail,WOOD,0.0,0.0,1,10
WISCONSIN,OCTOBER,Hail,WOOD,0.0,0.0,1,10
ILLINOIS,AUGUST,Thunderstorm Wind,CHRISTIAN,0.0,0.0,5,8
MISSOURI,JULY,Thunderstorm Wind,ST. FRANCOIS,0.0,5.135687608137613,5,7
NEBRASKA,JULY,Thunderstorm Wind,DOUGLAS,,0.0,0,7
NEBRASKA,JULY,Thunderstorm Wind,SARPY,,0.0,0,7
NEBRASKA,JULY,Thunderstorm Wind,SARPY,,0.0,0,7
NEBRASKA,JULY,Thunderstorm Wind,SARPY,,0.0,0,7
