FIPS,POPULATION
01001,17434
01001,3623
01001,6284
01001,48948
01001,26746
01001,52706
01001,9233
01001,36808
01001,21336
01001,21918
01001,13350
01001,516097
01001,106833
01001,135053
01001,49294
01001,711885
01001,109049
01001,15137
01001,34058
01001,35659
01001,27870
01001,27102
01001,311366
01001,170882
01001,102591
01001,44566
01001,264631
01001,37294
01001,11715
01001,12878
01001,13958
01001,12169
01001,15619
01001,34969
01001,28078
01001,32621
01001,14469
01001,51536
01001,179831
01001,20810
01001,16702
01001,14625
01001,3757
01001,5074
01001,5600
01001,30142
01001,15675
01001,142995
01001,254777
01001,23387
01001,195217
01001,6826
01001,4847
01001,20867
01001,5324
01001,44042
01001,130555
01001,16972
01001,73179
01001,11199
01001,16576
01001,13682
01001,15994
01001,13708
01001,55192
01001,698450
01001,66902
01001,283289
01001,38348
01001,35995
01001,388791
01001,82881
01001,8708
01001,12007
01001,72827
01001,15543
01001,20443
01001,37703
01001,122800
01001,26431
01001,32967
01001,10494
01001,33442
01001,50828
01001,26411
01001,43584
01001,112109
01001,43563
01001,206868
01001,23390
01001,80512
01001,16546
01001,22929
01001,20411
01001,32986
01001,66377
01001,30954
01001,357176
01001,82013
01001,39785
01001,179379
01001,48896
01001,83610
01001,36757
01001,46319
01001,33198
01001,20281
01001,33074
01001,27584
01001,163983
01001,36108
01001,80357
01001,40596
01001,498990
01001,112141
01001,45077
01001,130949
01001,971822
01001,46225
01001,9854
01001,35772
01001,139822
01001,38155
01001,72202
01001,13859
01001,47417
01001,5993
01001,19746
01001,21434
01001,16346
01001,19218
01001,12187
01001,174150
01001,25163
01001,12441
01001,37091
01001,24425
01001,29039
01001,16734
