FIPS,POPULATION
45005,7738
45007,207218
45009,13164
45011,20565
45013,192123
45015,238723
45017,14150
45019,414711
45021,56299
45023,32177
45025,43575
45027,31037
45029,38623
45031,62754
45033,28031
45035,164322
45037,26508
45039,20741
45041,136921
45043,64200
45045,537575
45047,69329
45049,18555
45051,368937
45053,30658
45055,66924
45057,100905
45059,67904
45061,16330
45063,300370
45065,9701
45067,28900
45069,26285
45071,38121
45073,79566
45075,83531
45077,132604
45079,418725
45081,18958
45083,338096
45085,104853
45087,26990
45089,30517
45091,288559
46003,2573
46005,19279
46007,3354
46009,7024
46011,34968
46013,38079
46015,5261
46017,1757
46019,10538
46021,1481
46023,9281
46025,3876
46027,15133
46029,28556
46031,3859
46033,8686
46035,19936
46037,5460
46039,4318
46041,5230
46043,2823
46045,4033
46047,7179
46049,2137
46051,7544
46053,3993
46055,1708
46057,6288
46059,3045
46061,3473
46063,1092
46065,17732
46067,7393
46069,1305
46071,2826
46073,1845
46075,1030
46077,5210
46079,11052
46081,26574
46083,68286
46085,3717
46087,5732
46089,2278
46091,4355
46093,30297
46095,2043
46097,2299
46099,200689
46101,6371
46102,13587
46103,112081
46105,3058
46107,2430
46109,10219
46111,2370
46115,6283
46117,3012
46119,1481
46121,9293
46123,5607
46125,8772
46127,16916
46129,5298
46135,23379
46137,2410
47001,78175
47003,51291
47005,15948
47007,14905
47009,137747
47011,109743
47013,39568
47015,14661
47017,28461
47019,56462
47021,41500
47023,17452
47025,32221
47027,7621
47029,36503
47031,58940
47033,13937
47035,62529
47037,709846
47039,11499
47041,20551
47043,55197
47045,36681
47047,42653
47049,18948
47051,43478
47053,50610
47055,30442
47057,23929
47059,70919
47061,13665
47063,64930
47065,370913
47067,6790
47069,25477
47071,26939
47073,57446
47075,17672
47077,27906
47079,32345
47081,25229
47083,8293
47085,19074
47087,11882
47089,55835
47091,18073
47093,487401
47095,6691
47097,24933
47099,44901
47101,12784
47103,35617
47105,56996
47107,54135
47109,25933
47111,25793
47113,98845
47115,29010
47117,35276
47119,104855
47121,13076
47123,47054
47125,227957
47127,6611
47129,21193
47131,30570
47133,22807
47135,8561
47137,5062
47139,17702
47141,81366
47143,33299
47145,54403
47147,74291
47149,351591
47151,21969
47153,16409
47155,98802
47157,922195
47159,20196
47161,13859
47163,159693
47165,200553
47167,61339
47169,11805
47171,17779
47173,20141
47175,6293
47177,41587
47179,134693
47181,16251
47183,32959
47185,27764
47187,254609
47189,153587
48001,57825
48003,18518
48005,86791
48007,24449
48009,8734
48011,1883
48013,50058
48015,30712
48017,7044
48019,21589
48021,102370
48023,3464
48025,31000
48027,379811
48029,2037344
48031,12008
48033,723
48035,18546
48037,92321
48039,381650
48041,237980
48043,9464
48045,1223
48047,6987
48049,38294
48051,18327
48053,51064
48055,47184
48057,19921
48059,14017
48061,423192
48063,12652
48065,5802
48067,28582
48069,7328
48071,49178
48073,51143
48075,6772
48077,10402
48079,2520
48081,3315
48083,7765
48085,1116601
48087,2733
48089,20736
48091,174552
48093,13786
48095,3301
48097,42473
48099,83772
48101,1302
48103,4623
48105,2881
48107,5072
48109,2181
48111,7180
48113,2603816
48115,12311
48117,18487
48119,5345
48121,945644
48123,19853
48125,1641
48127,8507
48129,3276
48131,9824
48133,17846
48135,163206
48137,1392
48139,203927
48141,866275
48143,43244
48145,17063
48147,36525
48149,24783
48151,3661
48153,5294
48155,1079
48157,859721
48159,10522
48161,19813
48163,18019
48165,21904
48167,354721
48169,5435
48171,27202
48173,1070
48175,7096
48177,19764
48179,21131
48181,139988
48183,124860
48185,30385
48187,178368
48189,32247
48191,2827
48193,8320
48195,5182
48197,3529
48199,57126
48201,4758579
48203,69584
48205,5307
48207,5390
48209,256429
48211,3311
48213,83658
48215,880921
48217,36664
48219,21455
48221,64198
48223,37351
48225,22042
48227,33127
48229,3331
48231,104917
48233,20413
48235,1432
48237,8623
48239,15081
48241,32807
48243,1740
48245,253939
48247,4797
48249,38863
48251,188820
48253,19968
48255,14819
48257,160718
48259,46971
48261,52
48263,727
48265,53166
48267,4355
48269,189
48271,3140
48273,30629
48275,3322
48277,50421
48279,12919
48281,22267
48283,6946
48285,20479
48287,17758
48289,16067
48291,97993
48293,22185
48295,2964
48297,11444
48299,22011
48301,54
48303,314633
48305,5667
48307,7565
48309,263608
48311,623
48313,13574
48315,9631
48317,5230
48319,3951
48321,36274
48323,57770
48325,52419
48327,1964
48329,171496
48331,25268
48333,4499
48335,8989
48337,20599
48339,654722
48341,21234
48343,12014
48345,1267
48347,64897
48349,53735
48351,12193
48353,14565
48355,352829
48357,9852
48359,2097
48361,84993
48363,28920
48365,22624
48367,158079
48369,9752
48371,14983
48373,51780
48375,116634
48377,6043
48379,12505
48381,143791
48383,3259
48385,2821
48387,11621
48389,13219
48391,6693
48393,785
48395,16973
48397,116931
48399,9880
48401,52613
48403,9998
48405,7889
48407,27983
48409,69519
48411,5802
48413,2426
48415,16633
48417,3169
48419,24108
48421,2434
48423,238014
48425,9510
48427,65809
48429,9278
48431,1389
48433,1244
48435,3306
48437,6981
48439,2135743
48441,144259
48443,851
48445,11699
48447,1589
48449,31284
48451,119398
48453,1307625
48455,13850
48457,20084
48459,41864
48461,3227
48463,24810
48465,47647
48467,61323
48469,91281
48471,78292
48473,59455
48475,11255
48477,36156
48479,267731
48481,41651
48483,4902
48485,129842
48487,12712
48489,20218
48491,643889
48493,51501
48495,7540
48497,72359
48499,46094
48501,7589
48503,17963
48505,13855
48507,9532
49001,7172
49003,59725
49005,137031
49007,20446
49009,747
49011,366742
49013,19932
49015,9968
49017,5170
49019,9697
49021,60201
49023,12273
49025,7996
49027,13179
49029,12585
49031,1705
49033,2588
49035,1184689
49037,14466
49039,29209
49041,21854
49043,42709
49045,76648
49047,36458
49049,683622
49051,35808
49053,189827
49055,2557
49057,266183
50001,37497
50003,37312
50005,30425
50007,168831
50009,5972
50011,50379
50013,7393
50015,26036
50017,29594
50019,27492
50021,60484
50023,59958
50025,45913
50027,57968
51001,33326
51003,113683
51005,14962
51007,13342
51009,31385
51011,16424
51013,235463
51015,77713
51017,4123
51019,80254
51021,6211
51023,33875
51025,15868
51027,19857
51029,16914
51031,55398
51033,31541
51035,29158
51036,6686
51037,11475
51041,371610
51043,15060
51045,4881
51047,53563
51049,9745
51051,13920
51053,28083
51057,10604
51059,1144474
51061,73935
51063,15560
51065,27764
51067,54958
51069,93355
51071,16610
51073,39228
51075,25613
51077,15323
51079,20850
51081,11304
51083,33811
51085,111652
51087,334434
51089,50365
51091,2265
51093,39444
51095,80046
51097,6676
51099,27468
51101,18232
51103,10876
51105,22042
51107,427082
51109,39012
51111,11990
51113,13931
51115,8517
51117,30431
51119,10774
51121,99159
51125,14777
51127,24139
51131,12115
51133,12085
51135,15597
51137,37208
51139,23750
51141,17606
51143,60148
51145,31074
51147,21932
51149,42873
51153,484625
51155,33771
51157,7409
51159,9047
51161,96793
51163,22578
51165,84739
51167,25635
51169,21504
51171,44630
51173,29585
51175,17988
51177,143876
51179,160520
51181,6552
51183,10793
51185,39933
51187,41104
51191,53913
51193,18683
51195,35727
51197,28219
51199,70590
51510,156788
51520,17024
51530,6612
51540,45863
51550,251153
51570,18210
51580,5671
51590,42239
51595,5633
51600,24478
51610,14593
51620,8212
51630,28383
51640,6698
51650,137334
51660,51492
51670,22944
51678,7420
51680,79255
51683,42674
51685,16923
51690,13584
51700,184774
51710,235037
51720,3620
51730,33365
51735,12556
51740,97299
51750,16505
51760,227595
51770,98677
51775,25477
51790,25765
51800,96638
51810,457066
51820,22574
51830,15564
51840,27981
53001,20690
53003,22424
53005,210224
53007,79518
53009,77593
53011,510516
53013,3996
53015,111539
53017,43733
53019,7326
53021,97676
53023,2326
53025,100428
53027,76397
53029,86747
53031,33313
53033,2262713
53035,276581
53037,44736
53039,23082
53041,83925
53043,11271
53045,66968
53047,42811
53049,23750
53051,13811
53053,924106
53055,18266
53057,130407
53059,12276
53061,834648
53063,544323
53065,47470
53067,296640
53069,4573
53071,62102
53073,228432
53075,47042
53077,256605
54001,15454
54003,126165
54005,21312
54007,12345
54009,22053
54011,93300
54013,6158
54015,7946
54017,7767
54019,39987
54021,7376
54023,10972
54025,32688
54027,23340
54029,28658
54031,14236
54033,65407
54035,27753
54037,58546
54039,178198
54041,16808
54043,20170
54045,31826
54047,18413
54049,56042
54051,30129
54053,25214
54055,59062
54057,26922
54059,22979
54061,106520
54063,12401
54065,17327
54067,24446
54069,41904
54071,6111
54073,7572
54075,7855
54077,34204
54079,57250
54081,73666
54083,27782
54085,8372
54087,13921
54089,11833
54091,16543
54093,6698
54095,8181
54097,23758
54099,38498
54101,8253
54103,14233
54105,5131
54107,83829
54109,20948
55001,20928
55003,16050
55005,46741
55007,16410
55009,269425
55011,13341
55013,16741
55015,52626
55017,66558
55019,34736
55021,58322
55023,16064
55025,564777
55027,88818
55029,30279
55031,44197
55033,45349
55035,106328
55037,4617
55039,104053
55041,9261
55043,51678
55045,37036
55047,19165
55049,23832
55051,6164
55053,20971
55055,85867
55057,26695
55059,168413
55061,20621
55063,120262
55065,16788
55067,19473
55069,28403
55071,81314
55073,138067
55075,41907
55077,15706
55078,4256
55079,927656
55081,46169
55083,39329
55085,38007
55087,191537
55089,92345
55091,7372
55093,42351
55095,45327
55097,70375
55099,14077
55101,196888
55103,17229
55105,163944
55107,14146
55109,94819
55111,65759
55113,18243
55115,40927
55117,117783
55119,19972
55121,30786
55123,30915
55125,23410
55127,105447
55129,16749
55131,137320
55133,409040
55135,51714
55137,24752
55139,171357
55141,74039
56001,37713
56003,11737
56005,47018
56007,14549
56009,13759
56011,7339
56013,39472
56015,12587
56017,4618
56019,8602
56021,100661
56023,20158
56025,79735
56027,2415
56029,30109
56031,8606
56033,31585
56035,8806
56037,41786
56039,23358
56041,20605
56043,7708
56045,6835
72001,17975
72003,37904
72005,54486
72007,23888
72009,24610
72011,25316
72013,86875
72015,15573
72017,22565
72019,28984
72021,183456
72023,46955
72025,126239
72027,32753
72029,42037
72031,153226
72033,22768
72035,41231
72037,11128
72039,16874
72041,39765
72043,34294
72045,18775
72047,34474
72049,1281
72051,35816
72053,31756
72054,11624
72055,13266
72057,35845
72059,17418
72061,89503
72063,40383
72065,38266
72067,15520
72069,50441
72071,42878
72073,14653
72075,46276
72077,36895
72079,23133
72081,27944
72083,8790
72085,35034
72087,23176
72089,17631
72091,39152
72093,5176
72095,10482
72097,71824
72099,37402
72101,28534
72103,23205
72105,29246
72107,21351
72109,15753
72111,20082
72113,134676
72115,23486
72117,15276
72119,46478
72121,22541
72123,25397
72125,31514
72127,338661
72129,37515
72131,39168
72133,20064
72135,66536
72137,73987
72139,67329
72141,27896
72143,35114
72145,54058
72147,8147
72149,21778
72151,29868
72153,33509
