STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,DAMAGE_PROPERTY,STORM_AREA_MILES,DURATION_MINUTES,MONTH,FIPS
VIRGINIA,JULY,Thunderstorm Wind,WISE,,0.0,0,7,51195
OHIO,JULY,Hail,CUYAHOGA,0.0,0.0,0,7,39035
PENNSYLVANIA,JULY,Hail,ERIE,0.0,0.0,0,7,42049
PENNSYLVANIA,JULY,Hail,ERIE,0.0,0.0,0,7,42049
MISSISSIPPI,MARCH,Flash Flood,RANKIN,1000.0,0.15592717686439156,80,3,28121
MISSISSIPPI,MARCH,Flash Flood,RANKIN,1000.0,0.00032243198839925424,45,3,28121
KENTUCKY,JULY,Thunderstorm Wind,MONTGOMERY,,0.0,0,7,21173
TEXAS,JULY,Flash Flood,DUVAL,0.0,1.396609860328928,70,7,48131
OHIO,JULY,Thunderstorm Wind,MEDINA,0.0,0.0,0,7,39103
OHIO,JULY,Thunderstorm Wind,SUMMIT,0.0,0.0,0,7,39153
OHIO,JULY,Thunderstorm Wind,LAKE,5000.0,0.04906866942378767,0,7,39085
OHIO,JULY,Thunderstorm Wind,LAKE,6000.0,0.0,0,7,39085
IOWA,JULY,Heavy Rain,CARROLL,0.0,0.0,360,7,19027
IOWA,JULY,Heavy Rain,MARSHALL,0.0,0.0,564,7,19127
IOWA,JULY,Heavy Rain,BOONE,0.0,0.0,315,7,19015
ALABAMA,JUNE,Thunderstorm Wind,HOUSTON,0.0,0.0,0,6,01069
OHIO,JULY,Thunderstorm Wind,JEFFERSON,10000.0,0.0,0,7,39081
OHIO,JULY,Thunderstorm Wind,JEFFERSON,5000.0,0.0,0,7,39081
OHIO,JULY,Flash Flood,TUSCARAWAS,0.0,0.02611879925183553,152,7,39157
OHIO,JULY,Flash Flood,TUSCARAWAS,0.0,0.018756074559068688,120,7,39157
PENNSYLVANIA,JULY,Thunderstorm Wind,FOREST,1000.0,0.0,0,7,42053
PENNSYLVANIA,JULY,Thunderstorm Wind,MERCER,50000.0,0.0,0,7,42085
PENNSYLVANIA,JULY,Thunderstorm Wind,CLARION,2000.0,0.0,0,7,42031
PENNSYLVANIA,JULY,Thunderstorm Wind,MERCER,50000.0,0.0,0,7,42085
SOUTH DAKOTA,JULY,Thunderstorm Wind,HAND,,0.0,0,7,46059
SOUTH DAKOTA,JULY,Thunderstorm Wind,HAND,,0.0,0,7,46059
SOUTH DAKOTA,JULY,Thunderstorm Wind,HAND,,0.0,0,7,46059
COLORADO,JULY,Thunderstorm Wind,ELBERT,,0.0,0,7,08039
COLORADO,JULY,Hail,ELBERT,,0.0,0,7,08039
COLORADO,JULY,Hail,LARIMER,,0.0,0,7,08069
ILLINOIS,JULY,Thunderstorm Wind,COOK,0.0,0.0,0,7,17031
NEBRASKA,JUNE,Hail,SCOTTS BLUFF,,0.0,0,6,31157
ILLINOIS,JULY,Thunderstorm Wind,COOK,0.0,0.0,0,7,17031
OKLAHOMA,APRIL,Hail,OKLAHOMA,,0.0,0,4,40109
OKLAHOMA,APRIL,Hail,CLEVELAND,,0.0,0,4,40027
ILLINOIS,JULY,Thunderstorm Wind,BOONE,0.0,0.0,0,7,17007
ILLINOIS,JULY,Thunderstorm Wind,OGLE,0.0,0.0,0,7,17141
ILLINOIS,JULY,Thunderstorm Wind,BOONE,0.0,0.0,0,7,17007
ILLINOIS,JULY,Thunderstorm Wind,DE KALB,0.0,0.0,0,7,17037
MISSOURI,AUGUST,Flash Flood,CAPE GIRARDEAU,0.0,1.00219098021806,217,8,29031
NEBRASKA,JUNE,Tornado,SCOTTS BLUFF,,0.0,0,6,31157
ILLINOIS,JULY,Thunderstorm Wind,DU PAGE,0.0,0.0,0,7,17043
TEXAS,SEPTEMBER,Thunderstorm Wind,HARRIS,,0.0,0,9,48201
TEXAS,SEPTEMBER,Hail,COLORADO,,0.0,0,9,48089
TEXAS,SEPTEMBER,Flash Flood,GALVESTON,0.0,0.2399581262185788,60,9,48167
NEW YORK,SEPTEMBER,Thunderstorm Wind,ULSTER,,0.0,0,9,36111
NEW YORK,SEPTEMBER,Thunderstorm Wind,ULSTER,,0.0,0,9,36111
NEW YORK,SEPTEMBER,Thunderstorm Wind,SARATOGA,,0.0,0,9,36091
NEW YORK,SEPTEMBER,Thunderstorm Wind,SARATOGA,,0.0,0,9,36091
MISSOURI,JULY,Thunderstorm Wind,DOUGLAS,0.0,0.0,0,7,29067
MISSOURI,JULY,Thunderstorm Wind,DOUGLAS,0.0,0.0,0,7,29067
MISSOURI,JULY,Thunderstorm Wind,DOUGLAS,0.0,0.0,0,7,29067
MISSOURI,JULY,Thunderstorm Wind,OZARK,0.0,0.0,0,7,29153
MISSOURI,JULY,Thunderstorm Wind,HOWELL,0.0,0.0,0,7,29091
MISSOURI,JULY,Thunderstorm Wind,HICKORY,0.0,0.0,0,7,29085
NEW YORK,SEPTEMBER,Thunderstorm Wind,COLUMBIA,,0.0,0,9,36021
MINNESOTA,SEPTEMBER,Thunderstorm Wind,HENNEPIN,0.0,0.0,0,9,27053
MINNESOTA,SEPTEMBER,Tornado,WRIGHT,0.0,0.23498007428962364,1,9,27171
MINNESOTA,SEPTEMBER,Thunderstorm Wind,WRIGHT,0.0,0.0,0,9,27171
MINNESOTA,SEPTEMBER,Hail,MURRAY,,0.0,2,9,27101
IOWA,JULY,Hail,OSCEOLA,,0.0,1,7,19143
MINNESOTA,JULY,Hail,LINCOLN,,0.0,1,7,27081
IOWA,JULY,Thunderstorm Wind,PLYMOUTH,,0.0,2,7,19149
MINNESOTA,JULY,Hail,COTTONWOOD,,0.0,3,7,27033
CONNECTICUT,SEPTEMBER,Flash Flood,LITCHFIELD,10000.0,0.028677308741258893,160,9,09005
CONNECTICUT,SEPTEMBER,Flash Flood,LITCHFIELD,5000.0,0.02568214578381135,165,9,09005
CONNECTICUT,SEPTEMBER,Flash Flood,LITCHFIELD,20000.0,0.19357849140562758,160,9,09005
CONNECTICUT,SEPTEMBER,Flash Flood,LITCHFIELD,0.0,0.4379338858038897,155,9,09005
TENNESSEE,JULY,Thunderstorm Wind,BENTON,3000.0,0.0,5,7,47005
VIRGINIA,JULY,Flash Flood,WESTMORELAND,0.0,0.2552861415970612,107,7,51193
VIRGINIA,JULY,Flash Flood,KING WILLIAM,0.0,0.002457074249767828,90,7,51101
MINNESOTA,JULY,Thunderstorm Wind,WABASHA,3000.0,0.0,0,7,27157
VIRGINIA,JULY,Lightning,CAMPBELL,500.0,0.0,0,7,51031
VIRGINIA,JULY,Hail,LEXINGTON (C),0.0,0.0,0,7,51678
VIRGINIA,JULY,Thunderstorm Wind,LEXINGTON (C),5000.0,0.0,0,7,51678
VIRGINIA,JULY,Thunderstorm Wind,DANVILLE (C),1000.0,0.0,0,7,51590
VIRGINIA,JULY,Thunderstorm Wind,SMYTH,500.0,0.0,0,7,51173
VIRGINIA,JULY,Thunderstorm Wind,PATRICK,500.0,0.0,0,7,51141
VIRGINIA,JULY,Thunderstorm Wind,BUCKINGHAM,2500.0,0.0,5,7,51029
VIRGINIA,JULY,Thunderstorm Wind,HENRY,1000.0,0.0,0,7,51089
VIRGINIA,JULY,Thunderstorm Wind,CAMPBELL,500.0,0.0,0,7,51031
VIRGINIA,JULY,Flash Flood,CAMPBELL,0.0,7.583261048165655e-05,240,7,51031
VIRGINIA,JULY,Thunderstorm Wind,HALIFAX,200.0,0.0,0,7,51083
VIRGINIA,JULY,Flood,HALIFAX,0.0,0.001337990045190871,100,7,51083
VIRGINIA,JULY,Flood,HALIFAX,0.0,0.00011466994580985669,90,7,51083
VIRGINIA,JULY,Thunderstorm Wind,ROCKBRIDGE,1000.0,0.0,0,7,51163
VIRGINIA,JULY,Thunderstorm Wind,ROCKBRIDGE,1000.0,0.0,0,7,51163
MINNESOTA,JULY,Hail,WINONA,50000.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,0.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,0.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,0.0,0.0,0,7,27169
WISCONSIN,JULY,Thunderstorm Wind,BUFFALO,15000.0,0.0,0,7,55011
WISCONSIN,JULY,Hail,LA CROSSE,30000.0,0.0,0,7,55063
WISCONSIN,JULY,Hail,LA CROSSE,20000.0,0.0,0,7,55063
KENTUCKY,JULY,Thunderstorm Wind,OLDHAM,,0.0,0,7,21185
KENTUCKY,JULY,Thunderstorm Wind,OLDHAM,,0.0,0,7,21185
KENTUCKY,JULY,Thunderstorm Wind,JEFFERSON,,0.0,0,7,21111
ARKANSAS,JULY,Flood,WHITE,0.0,2.185973819550456,210,7,05145
NORTH CAROLINA,JULY,Flash Flood,CALDWELL,2000.0,9.692162855975036,90,7,37027
MINNESOTA,SEPTEMBER,Hail,WRIGHT,0.0,0.0,5,9,27171
KENTUCKY,AUGUST,Hail,KNOX,0.0,0.0,0,8,21121
NEBRASKA,JULY,Hail,MERRICK,0.0,0.0,0,7,31121
NEBRASKA,JULY,Hail,FILLMORE,100000.0,0.0,0,7,31059
VIRGINIA,MAY,Thunderstorm Wind,HENRY,500.0,0.0,0,5,51089
VIRGINIA,MAY,Thunderstorm Wind,TAZEWELL,500.0,0.0,0,5,51185
VIRGINIA,MAY,Thunderstorm Wind,FRANKLIN,500.0,0.0,0,5,51067
KENTUCKY,MAY,Thunderstorm Wind,LETCHER,,0.0,0,5,21133
KENTUCKY,MAY,Thunderstorm Wind,BREATHITT,,0.0,0,5,21025
WYOMING,JUNE,Hail,PLATTE,,0.0,0,6,56031
WYOMING,JUNE,Hail,PLATTE,,0.0,0,6,56031
NEBRASKA,AUGUST,Hail,FRONTIER,0.0,0.0,0,8,31063
NEBRASKA,AUGUST,Hail,FRONTIER,0.0,0.0,0,8,31063
NEBRASKA,AUGUST,Thunderstorm Wind,FRONTIER,0.0,0.0,0,8,31063
NEBRASKA,AUGUST,Thunderstorm Wind,FRONTIER,,0.0,0,8,31063
NEW YORK,JULY,Thunderstorm Wind,ORANGE,3000.0,0.0,0,7,36071
NEW YORK,JULY,Thunderstorm Wind,WESTCHESTER,1000.0,0.0,0,7,36119
CONNECTICUT,JULY,Thunderstorm Wind,NEW LONDON,3000.0,0.0,0,7,09011
ALABAMA,AUGUST,Thunderstorm Wind,CULLMAN,1000.0,0.0,0,8,01043
FLORIDA,AUGUST,Thunderstorm Wind,JACKSON,0.0,0.0,0,8,12063
FLORIDA,AUGUST,Thunderstorm Wind,JACKSON,0.0,0.0,0,8,12063
FLORIDA,AUGUST,Thunderstorm Wind,JACKSON,0.0,0.0,0,8,12063
FLORIDA,AUGUST,Thunderstorm Wind,JACKSON,0.0,0.0,0,8,12063
FLORIDA,AUGUST,Thunderstorm Wind,WALTON,0.0,0.0,0,8,12131
FLORIDA,AUGUST,Thunderstorm Wind,WALTON,0.0,0.0,0,8,12131
FLORIDA,AUGUST,Thunderstorm Wind,BAY,0.0,0.0,0,8,12005
FLORIDA,AUGUST,Thunderstorm Wind,MADISON,0.0,0.0,0,8,12079
FLORIDA,AUGUST,Thunderstorm Wind,MADISON,0.0,0.0,0,8,12079
FLORIDA,AUGUST,Thunderstorm Wind,MADISON,0.0,0.0,0,8,12079
GEORGIA,AUGUST,Thunderstorm Wind,DOUGHERTY,0.0,0.0,0,8,13095
GEORGIA,AUGUST,Thunderstorm Wind,DOUGHERTY,0.0,0.0,0,8,13095
GEORGIA,AUGUST,Thunderstorm Wind,LOWNDES,0.0,0.0,0,8,13185
GEORGIA,AUGUST,Thunderstorm Wind,BROOKS,0.0,0.0,0,8,13027
GEORGIA,AUGUST,Thunderstorm Wind,MILLER,2000.0,0.0,0,8,13201
GEORGIA,AUGUST,Thunderstorm Wind,BEN HILL,2000.0,0.0,0,8,13017
GEORGIA,AUGUST,Thunderstorm Wind,LOWNDES,2000.0,0.0,0,8,13185
CONNECTICUT,AUGUST,Thunderstorm Wind,FAIRFIELD,9000.0,0.0,0,8,09001
CONNECTICUT,AUGUST,Thunderstorm Wind,FAIRFIELD,3000.0,0.0,0,8,09001
CONNECTICUT,AUGUST,Thunderstorm Wind,FAIRFIELD,3000.0,0.0,0,8,09001
CONNECTICUT,AUGUST,Thunderstorm Wind,FAIRFIELD,6000.0,0.0,0,8,09001
CONNECTICUT,AUGUST,Thunderstorm Wind,NEW HAVEN,10000.0,0.0,0,8,09009
CONNECTICUT,AUGUST,Thunderstorm Wind,FAIRFIELD,1000.0,0.0,0,8,09001
OHIO,AUGUST,Thunderstorm Wind,FAYETTE,3000.0,0.0,2,8,39047
OHIO,AUGUST,Thunderstorm Wind,CLINTON,2000.0,0.0,2,8,39027
OHIO,AUGUST,Thunderstorm Wind,HIGHLAND,1000.0,0.0,2,8,39071
OHIO,AUGUST,Thunderstorm Wind,HIGHLAND,1000.0,0.0,2,8,39071
OHIO,AUGUST,Thunderstorm Wind,LOGAN,2000.0,0.0,2,8,39091
OHIO,AUGUST,Thunderstorm Wind,CHAMPAIGN,6000.0,0.0,2,8,39021
OHIO,AUGUST,Thunderstorm Wind,HARDIN,1000.0,0.0,2,8,39065
KENTUCKY,AUGUST,Thunderstorm Wind,GRANT,1000.0,0.0,2,8,21081
WISCONSIN,AUGUST,Thunderstorm Wind,DOUGLAS,0.0,0.0,1,8,55031
WISCONSIN,AUGUST,Thunderstorm Wind,DOUGLAS,0.0,0.0,2,8,55031
WISCONSIN,AUGUST,Thunderstorm Wind,ASHLAND,0.0,0.0,2,8,55003
WISCONSIN,AUGUST,Thunderstorm Wind,DOUGLAS,0.0,0.0,2,8,55031
SOUTH DAKOTA,AUGUST,Flash Flood,KINGSBURY,25000.0,0.36750653322764154,30,8,46077
MINNESOTA,MAY,Flood,COTTONWOOD,0.0,1.6812531288919124,780,5,27033
MINNESOTA,MAY,Hail,LYON,,0.0,3,5,27083
SOUTH DAKOTA,AUGUST,Flood,BEADLE,0.0,48.921407646820484,1080,8,46005
IOWA,AUGUST,Flood,O'BRIEN,0.0,0.01338417558320977,58,8,19141
IOWA,AUGUST,Flash Flood,SIOUX,100000.0,0.11431762922827288,189,8,19167
IOWA,AUGUST,Flash Flood,SIOUX,5000.0,0.035652212214399556,148,8,19167
MINNESOTA,SEPTEMBER,Thunderstorm Wind,WRIGHT,0.0,0.0,5,9,27171
VIRGINIA,JULY,Thunderstorm Wind,WASHINGTON,,0.0,0,7,51191
TENNESSEE,JULY,Hail,KNOX,,0.0,0,7,47093
TENNESSEE,JULY,Thunderstorm Wind,MARION,,0.0,0,7,47115
TENNESSEE,JULY,Thunderstorm Wind,HAMILTON,,0.0,0,7,47065
TENNESSEE,JULY,Thunderstorm Wind,BRADLEY,,0.0,0,7,47011
TENNESSEE,JULY,Thunderstorm Wind,KNOX,,0.0,0,7,47093
TENNESSEE,JULY,Thunderstorm Wind,HAMILTON,,0.0,0,7,47065
ALABAMA,MARCH,Thunderstorm Wind,MARSHALL,15000.0,0.0,0,3,01095
MINNESOTA,JUNE,Heavy Rain,STEVENS,0.0,0.0,60,6,27149
MINNESOTA,JUNE,Hail,TODD,0.0,0.0,10,6,27153
OHIO,JULY,Thunderstorm Wind,CUYAHOGA,0.0,0.0,0,7,39035
OHIO,JULY,Hail,CUYAHOGA,0.0,0.0,0,7,39035
ALABAMA,JUNE,Thunderstorm Wind,HENRY,5000.0,0.0,0,6,01067
ALABAMA,JUNE,Thunderstorm Wind,DALE,0.0,0.0,0,6,01045
TEXAS,JULY,Flash Flood,JIM WELLS,0.0,0.10963478052833507,76,7,48249
TEXAS,JULY,Flood,JIM WELLS,10000.0,0.27078375775180646,60,7,48249
TEXAS,JULY,Flash Flood,DUVAL,0.0,0.8928815665767035,76,7,48131
ARIZONA,JULY,Thunderstorm Wind,COCONINO,100000.0,13.507531864030172,40,7,04005
SOUTH DAKOTA,SEPTEMBER,Tornado,BROOKINGS,,0.0,0,9,46011
MINNESOTA,SEPTEMBER,Tornado,NOBLES,,0.0,0,9,27105
IOWA,SEPTEMBER,Hail,WOODBURY,,0.0,3,9,19193
MINNESOTA,SEPTEMBER,Hail,LINCOLN,,0.0,3,9,27081
OHIO,JULY,Thunderstorm Wind,SUMMIT,0.0,0.0,0,7,39153
ALABAMA,MARCH,Thunderstorm Wind,COLBERT,0.0,0.0,0,3,01033
IOWA,JULY,Heavy Rain,POLK,0.0,0.0,300,7,19153
IOWA,JULY,Thunderstorm Wind,UNION,0.0,0.0,0,7,19175
TEXAS,SEPTEMBER,Thunderstorm Wind,POTTER,,0.0,0,9,48375
TEXAS,SEPTEMBER,Thunderstorm Wind,ARMSTRONG,,0.0,0,9,48011
ALABAMA,MARCH,Thunderstorm Wind,LAWRENCE,10000.0,0.0,0,3,01079
OHIO,JULY,Flash Flood,TUSCARAWAS,0.0,0.06328605574509849,55,7,39157
OHIO,JULY,Flash Flood,TUSCARAWAS,0.0,0.025547500416640275,55,7,39157
PENNSYLVANIA,JULY,Flash Flood,ALLEGHENY,0.0,0.1157626264287126,122,7,42003
WEST VIRGINIA,JULY,Flash Flood,HANCOCK,0.0,0.0009796553601932215,170,7,54029
PENNSYLVANIA,JULY,Thunderstorm Wind,FOREST,2000.0,0.0,0,7,42053
PENNSYLVANIA,JULY,Thunderstorm Wind,CLARION,2000.0,0.0,0,7,42031
PENNSYLVANIA,JULY,Thunderstorm Wind,MERCER,5000.0,0.0,0,7,42085
PENNSYLVANIA,JULY,Thunderstorm Wind,BUTLER,50000.0,0.0,0,7,42019
COLORADO,JULY,Tornado,WELD,0.0,0.0,1,7,08123
COLORADO,JULY,Flash Flood,LARIMER,250000.0,0.039103473493341506,105,7,08069
NEW YORK,JULY,Thunderstorm Wind,SULLIVAN,1000.0,0.0,0,7,36105
ILLINOIS,JULY,Tornado,KANKAKEE,0.0,0.1900582420185992,6,7,17091
ILLINOIS,JULY,Thunderstorm Wind,LEE,0.0,0.0,0,7,17103
ILLINOIS,JULY,Lightning,DU PAGE,40000.0,0.0,0,7,17043
ILLINOIS,JULY,Thunderstorm Wind,COOK,0.0,0.0,0,7,17031
ILLINOIS,JULY,Thunderstorm Wind,LAKE,0.0,0.0,0,7,17097
ILLINOIS,JULY,Thunderstorm Wind,LEE,0.0,0.0,0,7,17103
ILLINOIS,JULY,Thunderstorm Wind,LEE,0.0,0.0,0,7,17103
NEBRASKA,JUNE,Hail,MORRILL,,0.0,0,6,31123
ILLINOIS,JULY,Lightning,KANE,700000.0,0.0,0,7,17089
ILLINOIS,JULY,Thunderstorm Wind,MCHENRY,0.0,0.0,0,7,17111
NORTH DAKOTA,JUNE,Flash Flood,PEMBINA,0.0,0.09360188515745933,420,6,38067
ILLINOIS,AUGUST,Tornado,JACKSON,0.0,0.12431805379693091,1,8,17077
ILLINOIS,JULY,Hail,DU PAGE,0.0,0.0,0,7,17043
KANSAS,JULY,Thunderstorm Wind,SHERMAN,250.0,0.0,0,7,20181
KANSAS,JULY,Thunderstorm Wind,THOMAS,94000.0,0.0,0,7,20193
KANSAS,JULY,Thunderstorm Wind,SHERIDAN,,0.0,0,7,20179
KANSAS,JULY,Hail,DECATUR,,0.0,10,7,20039
KENTUCKY,AUGUST,Flood,CHRISTIAN,0.0,0.17919826776257536,195,8,21047
NEW JERSEY,JULY,Thunderstorm Wind,PASSAIC,3000.0,0.0,0,7,34031
ILLINOIS,AUGUST,Tornado,ADAMS,0.0,2.5832382383076653,7,8,17001
ILLINOIS,JULY,Flash Flood,COOK,0.0,0.000532900493665799,217,7,17031
IOWA,JULY,Hail,BUENA VISTA,,0.0,2,7,19021
IOWA,JULY,Hail,BUENA VISTA,,0.0,8,7,19021
ILLINOIS,JUNE,Thunderstorm Wind,HANCOCK,0.0,0.0,10,6,17067
TENNESSEE,JULY,Flash Flood,HENRY,0.0,0.009680870195182843,105,7,47079
TENNESSEE,JULY,Flash Flood,WEAKLEY,0.0,0.009337411006331038,120,7,47183
VIRGINIA,JULY,Thunderstorm Wind,ALLEGHANY,2500.0,0.0,0,7,51005
VIRGINIA,JULY,Hail,BEDFORD,,0.0,0,7,51019
VIRGINIA,JULY,Thunderstorm Wind,COVINGTON (C),3000.0,0.0,0,7,51580
VIRGINIA,JULY,Thunderstorm Wind,BEDFORD,500.0,0.0,0,7,51019
VIRGINIA,JULY,Thunderstorm Wind,CARROLL,10000.0,1.9055696146583727,5,7,51035
VIRGINIA,JULY,Thunderstorm Wind,CHARLOTTE,1000.0,0.0,0,7,51037
VIRGINIA,JULY,Thunderstorm Wind,APPOMATTOX,5000.0,0.0,0,7,51011
VIRGINIA,JULY,Thunderstorm Wind,APPOMATTOX,1000.0,0.0,2,7,51011
VIRGINIA,JULY,Thunderstorm Wind,PITTSYLVANIA,1500.0,0.0,0,7,51143
VIRGINIA,JULY,Thunderstorm Wind,PITTSYLVANIA,1000.0,0.0,1,7,51143
VIRGINIA,JULY,Thunderstorm Wind,PITTSYLVANIA,1000.0,0.0,0,7,51143
VIRGINIA,JULY,Heavy Rain,CAMPBELL,0.0,0.0,0,7,51031
VIRGINIA,JULY,Thunderstorm Wind,ROCKBRIDGE,1000.0,0.0,0,7,51163
VIRGINIA,JULY,Hail,ROANOKE,0.0,0.0,4,7,51161
VIRGINIA,JULY,Thunderstorm Wind,ALLEGHANY,5000.0,0.0,0,7,51005
VIRGINIA,JULY,Flood,CHARLOTTE,0.0,0.0003799167559988731,135,7,51037
MINNESOTA,JULY,Hail,WINONA,55000.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,6500.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,150000.0,0.0,0,7,27169
MINNESOTA,JULY,Hail,WINONA,250000.0,0.0,0,7,27169
WISCONSIN,JULY,Hail,LA CROSSE,10000.0,0.0,0,7,55063
WISCONSIN,JULY,Hail,TREMPEALEAU,15000.0,0.0,0,7,55121
WISCONSIN,JULY,Hail,TREMPEALEAU,20000.0,0.0,0,7,55121
KENTUCKY,JULY,Hail,CUMBERLAND,,0.0,0,7,21057
MISSOURI,JULY,Thunderstorm Wind,HOWELL,0.0,0.0,0,7,29091
MISSOURI,JULY,Thunderstorm Wind,LAWRENCE,0.0,0.0,0,7,29109
MISSOURI,JULY,Thunderstorm Wind,ST. CLAIR,0.0,0.0,0,7,29185
ILLINOIS,JUNE,Thunderstorm Wind,HANCOCK,0.0,0.0,10,6,17067
ILLINOIS,JUNE,Thunderstorm Wind,MCDONOUGH,0.0,0.0,15,6,17109
NEBRASKA,JULY,Hail,POLK,0.0,0.0,0,7,31143
NEBRASKA,JULY,Hail,WEBSTER,100000.0,0.0,0,7,31181
OKLAHOMA,APRIL,Hail,COMANCHE,,0.0,0,4,40031
OKLAHOMA,APRIL,Hail,OKLAHOMA,,0.0,0,4,40109
ALABAMA,AUGUST,Thunderstorm Wind,LAUDERDALE,1000.0,0.0,0,8,01077
ALABAMA,AUGUST,Thunderstorm Wind,COLBERT,1000.0,0.0,0,8,01033
NEBRASKA,JUNE,Tornado,SCOTTS BLUFF,,0.7106066668032488,3,6,31157
ALABAMA,AUGUST,Thunderstorm Wind,COFFEE,2000.0,0.0,0,8,01031
WYOMING,JUNE,Tornado,GOSHEN,,0.0,14,6,56015
WYOMING,JUNE,Flash Flood,LARAMIE,0.0,0.0,85,6,56021
WYOMING,JUNE,Hail,LARAMIE,,0.0,0,6,56021
ALABAMA,AUGUST,Thunderstorm Wind,DEKALB,500.0,0.0,0,8,01049
ALABAMA,AUGUST,Thunderstorm Wind,CULLMAN,1000.0,0.0,0,8,01043
UTAH,SEPTEMBER,Flash Flood,SAN JUAN,12000.0,0.0009492871617377924,15,9,49037
ALABAMA,AUGUST,Thunderstorm Wind,CULLMAN,1000.0,0.0,0,8,01043
ALABAMA,AUGUST,Thunderstorm Wind,MARSHALL,1000.0,0.0,0,8,01095
NEW YORK,JULY,Thunderstorm Wind,WESTCHESTER,1000.0,0.0,0,7,36119
NEW YORK,JULY,Thunderstorm Wind,WESTCHESTER,2000.0,0.0,0,7,36119
NEW YORK,JULY,Thunderstorm Wind,ORANGE,5000.0,0.0,0,7,36071
FLORIDA,AUGUST,Thunderstorm Wind,MADISON,10000.0,0.0,0,8,12079
FLORIDA,AUGUST,Thunderstorm Wind,JEFFERSON,0.0,0.0,0,8,12065
FLORIDA,AUGUST,Thunderstorm Wind,JEFFERSON,0.0,0.0,0,8,12065
FLORIDA,AUGUST,Thunderstorm Wind,JEFFERSON,0.0,0.0,0,8,12065
FLORIDA,AUGUST,Thunderstorm Wind,JEFFERSON,0.0,0.0,0,8,12065
FLORIDA,AUGUST,Thunderstorm Wind,BAY,0.0,0.0,0,8,12005
GEORGIA,AUGUST,Thunderstorm Wind,BROOKS,0.0,0.0,0,8,13027
GEORGIA,AUGUST,Thunderstorm Wind,LOWNDES,0.0,0.0,0,8,13185
GEORGIA,AUGUST,Thunderstorm Wind,SEMINOLE,0.0,0.0,0,8,13253
IOWA,AUGUST,Tornado,CARROLL,0.0,0.0064744618286925225,1,8,19027
IOWA,AUGUST,Tornado,SAC,50000.0,0.38546242783739615,2,8,19161
NEW JERSEY,AUGUST,Thunderstorm Wind,UNION,10000.0,0.0,0,8,34039
NEW JERSEY,AUGUST,Thunderstorm Wind,UNION,1000.0,0.0,0,8,34039
NEW JERSEY,AUGUST,Thunderstorm Wind,UNION,3000.0,0.0,0,8,34039
WISCONSIN,AUGUST,Thunderstorm Wind,SAWYER,0.0,0.0,2,8,55113
WISCONSIN,AUGUST,Thunderstorm Wind,WASHBURN,0.0,0.0,2,8,55129
WISCONSIN,AUGUST,Thunderstorm Wind,SAWYER,0.0,0.0,2,8,55113
WISCONSIN,AUGUST,Thunderstorm Wind,SAWYER,0.0,0.0,2,8,55113
MISSISSIPPI,AUGUST,Thunderstorm Wind,MONROE,2000.0,0.0,5,8,28095
MISSISSIPPI,AUGUST,Thunderstorm Wind,MONROE,3000.0,0.0,5,8,28095
MISSISSIPPI,AUGUST,Thunderstorm Wind,MONROE,3000.0,0.0,5,8,28095
MISSISSIPPI,AUGUST,Thunderstorm Wind,MONROE,25000.0,0.0,5,8,28095
MISSISSIPPI,AUGUST,Thunderstorm Wind,ITAWAMBA,2000.0,0.0,5,8,28057
MISSISSIPPI,AUGUST,Hail,LAFAYETTE,0.0,0.0,5,8,28071
MISSISSIPPI,AUGUST,Thunderstorm Wind,TISHOMINGO,2000.0,0.0,5,8,28141
IOWA,AUGUST,Flash Flood,SIOUX,1500000.0,0.05501139136230332,101,8,19167
SOUTH DAKOTA,AUGUST,Tornado,KINGSBURY,,0.3573157622145099,2,8,46077
SOUTH DAKOTA,AUGUST,Tornado,KINGSBURY,,0.03741961714053235,1,8,46077
TEXAS,SEPTEMBER,Thunderstorm Wind,DONLEY,,0.0,0,9,48129
TEXAS,SEPTEMBER,Thunderstorm Wind,GRAY,,0.0,0,9,48179
TEXAS,SEPTEMBER,Hail,DEAF SMITH,,0.0,0,9,48117
TEXAS,SEPTEMBER,Thunderstorm Wind,OLDHAM,,0.0,0,9,48359
TENNESSEE,JULY,Thunderstorm Wind,SEQUATCHIE,,0.0,0,7,47153
TENNESSEE,JULY,Thunderstorm Wind,HAMILTON,,0.0,0,7,47065
TENNESSEE,JULY,Thunderstorm Wind,HAMILTON,,0.0,0,7,47065
TENNESSEE,JULY,Thunderstorm Wind,RHEA,,0.0,0,7,47143
TENNESSEE,JULY,Thunderstorm Wind,BLEDSOE,,0.0,0,7,47007
TENNESSEE,JULY,Thunderstorm Wind,BRADLEY,,0.0,0,7,47011
TENNESSEE,JULY,Thunderstorm Wind,POLK,,0.0,0,7,47139
TENNESSEE,JULY,Thunderstorm Wind,MARION,,0.0,0,7,47115
ALABAMA,JUNE,Thunderstorm Wind,DALE,0.0,0.0,0,6,01045
ALABAMA,MARCH,Thunderstorm Wind,JACKSON,3000.0,0.0,0,3,01071
