TEMPERATURE_F,ANOMALY,MONTH,FIPS
50.7,3.9,4,42063
50.2,5.2,4,42065
53.4,4.0,4,42067
50.9,6.6,4,42069
55.4,5.6,4,42071
51.3,3.8,4,42073
54.2,5.4,4,42075
53.8,5.3,4,42077
51.4,6.2,4,42079
51.1,4.9,4,42081
49.0,5.9,4,42083
50.5,4.8,4,42085
52.8,4.1,4,42087
50.2,5.4,4,42089
55.9,5.8,4,42091
52.8,4.8,4,42093
53.3,5.8,4,42095
52.9,4.8,4,42097
54.2,4.8,4,42099
57.4,6.2,4,42101
49.9,5.2,4,42103
48.8,5.0,4,42105
52.0,5.2,4,42107
53.2,4.4,4,42109
50.0,4.3,4,42111
48.5,5.1,4,42113
50.3,6.2,4,42115
48.9,4.9,4,42117
52.7,4.6,4,42119
50.4,5.1,4,42121
48.9,5.2,4,42123
52.4,3.1,4,42125
49.8,5.9,4,42127
52.8,4.3,4,42129
51.4,6.6,4,42131
55.9,6.1,4,42133
50.9,4.4,4,44001
50.7,5.0,4,44003
50.4,4.5,4,44005
50.8,5.0,4,44007
50.8,5.3,4,44009
61.1,0.3,4,45001
64.1,1.5,4,45003
64.5,1.0,4,45005
60.4,0.4,4,45007
63.9,0.6,4,45009
64.0,0.9,4,45011
67.6,2.7,4,45013
65.6,2.2,4,45015
64.8,1.7,4,45017
66.6,2.8,4,45019
59.6,0.4,4,45021
60.9,0.6,4,45023
62.4,1.7,4,45025
64.6,1.6,4,45027
66.0,2.3,4,45029
63.5,1.7,4,45031
64.0,2.2,4,45033
66.0,2.4,4,45035
63.3,1.1,4,45037
62.0,0.7,4,45039
64.6,2.2,4,45041
64.2,1.5,4,45043
59.5,0.8,4,45045
61.7,0.5,4,45047
65.6,1.8,4,45049
63.9,2.0,4,45051
66.8,2.4,4,45053
63.2,2.0,4,45055
61.4,1.4,4,45057
60.7,-0.0,4,45059
64.0,2.1,4,45061
64.0,2.0,4,45063
62.4,0.7,4,45065
64.4,2.1,4,45067
63.5,2.0,4,45069
61.9,0.6,4,45071
59.0,-0.1,4,45073
64.7,1.4,4,45075
59.6,0.9,4,45077
64.1,1.7,4,45079
62.8,1.2,4,45081
60.0,0.6,4,45083
64.8,2.2,4,45085
60.5,0.2,4,45087
64.8,1.9,4,45089
60.5,1.0,4,45091
44.2,-2.0,4,46003
42.6,-2.9,4,46005
43.5,-1.3,4,46007
47.9,0.1,4,46009
40.8,-2.9,4,46011
35.5,-8.2,4,46013
44.5,-1.9,4,46015
42.6,-3.2,4,46017
41.6,-2.4,4,46019
36.4,-7.4,4,46021
46.4,-1.2,4,46023
38.7,-4.8,4,46025
48.0,0.2,4,46027
37.3,-4.9,4,46029
38.6,-5.2,4,46031
40.3,-2.3,4,46033
44.9,-2.0,4,46035
35.0,-7.4,4,46037
39.0,-3.7,4,46039
39.7,-5.0,4,46041
45.5,-1.5,4,46043
36.3,-7.4,4,46045
42.4,-2.7,4,46047
37.2,-7.0,4,46049
37.5,-5.6,4,46051
45.2,-1.6,4,46053
42.2,-3.4,4,46055
39.6,-3.3,4,46057
40.0,-4.9,4,46059
45.7,-1.1,4,46061
41.4,-1.0,4,46063
41.4,-4.3,4,46065
47.0,-0.1,4,46067
39.3,-5.0,4,46069
43.8,-2.3,4,46071
42.8,-2.7,4,46073
42.7,-3.6,4,46075
41.6,-2.5,4,46077
43.0,-1.7,4,46079
37.2,-2.8,4,46081
46.2,-0.3,4,46083
43.7,-2.8,4,46085
45.8,-0.2,4,46087
34.7,-8.1,4,46089
34.3,-8.2,4,46091
42.0,-2.6,4,46093
44.2,-2.3,4,46095
43.6,-1.9,4,46097
45.6,0.2,4,46099
42.6,-2.0,4,46101
43.5,-2.0,4,46102
41.2,-2.3,4,46103
40.6,-2.4,4,46105
37.6,-6.3,4,46107
36.5,-6.4,4,46109
43.8,-2.5,4,46111
39.1,-5.8,4,46115
41.5,-4.4,4,46117
39.5,-5.4,4,46119
43.9,-1.7,4,46121
44.7,-1.8,4,46123
46.9,0.2,4,46125
48.0,0.2,4,46127
37.4,-6.4,4,46129
48.0,0.6,4,46135
41.0,-3.5,4,46137
57.1,0.5,4,47001
58.2,0.1,4,47003
59.0,0.4,4,47005
56.5,0.2,4,47007
57.8,0.7,4,47009
58.8,-0.0,4,47011
55.6,0.4,4,47013
57.0,-0.3,4,47015
58.8,0.2,4,47017
54.3,2.2,4,47019
58.6,0.8,4,47021
59.0,-0.3,4,47023
56.4,1.1,4,47025
57.3,0.4,4,47027
57.7,1.5,4,47029
57.0,-0.2,4,47031
59.4,0.2,4,47033
54.5,-0.2,4,47035
58.8,0.6,4,47037
58.8,-0.6,4,47039
57.3,-0.1,4,47041
58.3,0.8,4,47043
59.7,0.6,4,47045
60.1,-0.2,4,47047
55.1,0.6,4,47049
57.9,-0.0,4,47051
59.1,0.2,4,47053
57.0,-1.4,4,47055
57.6,1.5,4,47057
57.4,1.3,4,47059
55.9,0.0,4,47061
58.1,1.5,4,47063
58.8,0.2,4,47065
56.9,1.6,4,47067
59.4,-0.3,4,47069
58.7,-1.0,4,47071
57.5,1.5,4,47073
59.9,0.3,4,47075
58.8,-0.2,4,47077
58.4,0.0,4,47079
58.0,0.0,4,47081
58.2,0.3,4,47083
58.7,0.6,4,47085
57.6,0.3,4,47087
58.5,1.5,4,47089
52.8,2.3,4,47091
58.3,0.8,4,47093
59.6,0.7,4,47095
60.2,0.3,4,47097
56.7,-1.5,4,47099
57.1,-0.8,4,47101
58.2,-0.5,4,47103
58.6,0.6,4,47105
58.5,0.2,4,47107
59.1,-0.6,4,47109
57.1,0.0,4,47111
59.1,-0.1,4,47113
58.1,0.2,4,47115
58.1,-0.0,4,47117
57.9,-0.0,4,47119
58.4,0.2,4,47121
57.6,0.4,4,47123
58.3,0.7,4,47125
58.0,-0.1,4,47127
55.6,0.4,4,47129
59.0,0.4,4,47131
56.5,0.6,4,47133
58.4,-0.4,4,47135
56.8,1.1,4,47137
57.9,-0.1,4,47139
56.8,0.4,4,47141
57.4,0.1,4,47143
58.1,0.5,4,47145
57.9,0.6,4,47147
58.3,0.1,4,47149
55.4,0.9,4,47151
56.7,0.2,4,47153
56.2,0.9,4,47155
60.9,-0.3,4,47157
57.8,-0.1,4,47159
58.0,-0.0,4,47161
57.0,2.1,4,47163
57.8,0.3,4,47165
60.5,0.1,4,47167
58.0,0.2,4,47169
53.9,1.4,4,47171
56.9,0.7,4,47173
56.0,-0.0,4,47175
56.6,-0.3,4,47177
57.1,1.6,4,47179
57.5,-1.2,4,47181
59.0,0.4,4,47183
56.6,0.1,4,47185
58.1,0.2,4,47187
58.2,0.1,4,47189
63.0,-2.2,4,48001
62.5,0.0,4,48003
65.2,-0.7,4,48005
71.1,0.7,4,48007
61.6,-1.8,4,48009
57.8,0.5,4,48011
70.0,-0.4,4,48013
68.6,0.6,4,48015
56.0,-0.5,4,48017
67.0,0.5,4,48019
66.9,-0.5,4,48021
61.9,-1.6,4,48023
70.2,-0.6,4,48025
65.2,-0.4,4,48027
68.5,-0.2,4,48029
65.4,-0.8,4,48031
62.6,-0.5,4,48033
64.2,-0.9,4,48035
63.2,0.3,4,48037
69.6,0.9,4,48039
66.4,-0.5,4,48041
65.9,0.1,4,48043
58.5,-0.4,4,48045
74.2,0.5,4,48047
65.3,0.7,4,48049
67.0,0.0,4,48051
65.4,-0.7,4,48053
67.7,-0.3,4,48055
70.1,0.5,4,48057
63.2,-0.6,4,48059
74.3,-0.2,4,48061
62.9,-0.7,4,48063
57.5,1.4,4,48065
63.3,-0.4,4,48067
55.6,-0.4,4,48069
68.8,1.0,4,48071
63.7,-1.4,4,48073
60.1,-1.0,4,48075
61.3,-1.9,4,48077
56.7,-0.9,4,48079
64.6,0.2,4,48081
64.8,0.4,4,48083
62.3,-1.0,4,48085
58.3,-1.1,4,48087
69.3,1.0,4,48089
66.6,-0.7,4,48091
65.1,0.8,4,48093
65.2,0.5,4,48095
61.3,-1.9,4,48097
64.4,-0.8,4,48099
61.2,-0.9,4,48101
66.4,0.7,4,48103
67.0,1.4,4,48105
59.2,-0.8,4,48107
62.0,0.7,4,48109
53.3,0.2,4,48111
63.8,-1.0,4,48113
61.1,-1.0,4,48115
55.5,0.6,4,48117
62.2,-0.7,4,48119
62.7,-1.4,4,48121
69.6,0.3,4,48123
61.2,-0.5,4,48125
72.6,0.4,4,48127
57.9,-0.3,4,48129
72.0,-0.5,4,48131
63.3,-0.5,4,48133
64.1,0.3,4,48135
67.6,1.9,4,48137
63.9,-1.4,4,48139
64.6,2.7,4,48141
64.9,0.8,4,48143
63.7,-1.9,4,48145
62.3,-0.3,4,48147
68.6,0.7,4,48149
62.9,-0.6,4,48151
57.3,-1.2,4,48153
61.6,-1.2,4,48155
69.4,0.9,4,48157
62.3,-1.0,4,48159
63.5,-1.9,4,48161
71.1,0.5,4,48163
60.6,-0.5,4,48165
69.6,1.2,4,48167
62.1,-0.2,4,48169
64.8,-0.2,4,48171
64.6,0.9,4,48173
70.0,-0.1,4,48175
69.1,0.3,4,48177
57.5,0.8,4,48179
61.8,-1.2,4,48181
63.0,-1.8,4,48183
66.6,-0.4,4,48185
68.1,-0.4,4,48187
56.4,-1.4,4,48189
60.0,-0.5,4,48191
65.0,0.4,4,48193
57.2,1.3,4,48195
60.7,-1.3,4,48197
67.0,0.1,4,48199
68.9,0.6,4,48201
63.0,-1.9,4,48203
54.4,0.2,4,48205
62.9,-0.9,4,48207
65.9,-1.0,4,48209
57.6,0.5,4,48211
62.2,-2.5,4,48213
74.7,-0.6,4,48215
63.9,-1.5,4,48217
57.4,-1.1,4,48219
64.8,-0.1,4,48221
61.9,-1.2,4,48223
63.9,-2.1,4,48225
63.7,-0.1,4,48227
62.0,1.7,4,48229
62.2,-0.8,4,48231
58.6,1.6,4,48233
65.6,1.2,4,48235
61.1,-2.2,4,48237
69.8,0.8,4,48239
65.9,-0.2,4,48241
60.8,0.1,4,48243
68.3,0.7,4,48245
73.4,-0.5,4,48247
72.2,-0.1,4,48249
64.4,-0.5,4,48251
62.7,-1.4,4,48253
69.4,-0.5,4,48255
62.9,-1.7,4,48257
65.6,-0.5,4,48259
73.7,0.4,4,48261
62.9,-0.2,4,48263
65.3,0.4,4,48265
66.0,1.4,4,48267
62.6,-0.3,4,48269
71.4,1.6,4,48271
73.0,0.9,4,48273
62.5,-1.0,4,48275
62.2,-0.4,4,48277
56.0,-1.2,4,48279
65.2,-0.1,4,48281
72.0,-0.1,4,48283
69.5,0.9,4,48285
66.9,-0.1,4,48287
63.4,-2.5,4,48289
68.2,0.6,4,48291
63.3,-2.1,4,48293
56.7,0.5,4,48295
70.6,-0.7,4,48297
66.0,-0.2,4,48299
63.7,-0.5,4,48301
58.3,-0.8,4,48303
60.0,-0.7,4,48305
65.6,0.8,4,48307
63.2,-2.3,4,48309
71.0,-0.6,4,48311
64.6,-1.9,4,48313
62.8,-1.7,4,48315
63.1,-0.3,4,48317
66.1,0.8,4,48319
69.9,1.1,4,48321
72.9,1.0,4,48323
69.8,0.9,4,48325
65.4,1.4,4,48327
64.3,0.3,4,48329
65.8,-0.3,4,48331
65.3,0.6,4,48333
63.9,-0.1,4,48335
61.1,-1.9,4,48337
67.9,0.4,4,48339
56.8,1.1,4,48341
63.3,-0.3,4,48343
60.2,-0.8,4,48345
64.1,-1.2,4,48347
63.7,-1.6,4,48349
66.0,-0.0,4,48351
62.9,-0.2,4,48353
72.4,0.6,4,48355
56.8,0.7,4,48357
55.5,-0.2,4,48359
67.9,0.7,4,48361
63.3,-0.9,4,48363
63.4,-1.8,4,48365
63.2,-1.1,4,48367
55.6,0.2,4,48369
66.3,1.5,4,48371
65.9,-0.7,4,48373
57.2,0.9,4,48375
64.4,0.0,4,48377
61.8,-1.5,4,48379
56.4,0.5,4,48381
65.6,1.2,4,48383
67.3,1.4,4,48385
62.1,-0.5,4,48387
64.7,0.3,4,48389
70.4,-0.1,4,48391
58.0,1.0,4,48393
64.6,-1.5,4,48395
62.6,-1.2,4,48397
64.4,-0.2,4,48399
63.3,-1.7,4,48401
64.8,-0.5,4,48403
64.6,-0.8,4,48405
66.5,-0.5,4,48407
71.2,-0.1,4,48409
65.8,0.5,4,48411
65.4,1.2,4,48413
62.6,-0.5,4,48415
63.0,-1.1,4,48417
63.6,-1.5,4,48419
56.0,1.1,4,48421
62.1,-2.3,4,48423
65.4,0.3,4,48425
74.5,-0.8,4,48427
62.5,-1.4,4,48429
64.9,1.0,4,48431
63.1,-0.5,4,48433
66.5,1.7,4,48435
56.1,-0.8,4,48437
63.8,-1.1,4,48439
63.1,-0.7,4,48441
68.5,1.1,4,48443
58.9,-1.1,4,48445
62.2,-1.6,4,48447
63.1,-0.1,4,48449
65.6,0.8,4,48451
66.2,-0.9,4,48453
64.9,-1.4,4,48455
65.7,-0.5,4,48457
62.6,-1.5,4,48459
66.0,0.8,4,48461
70.4,1.2,4,48463
69.7,1.1,4,48465
61.9,-2.1,4,48467
70.0,0.4,4,48469
65.8,-1.0,4,48471
68.3,0.4,4,48473
65.7,0.5,4,48475
67.6,0.1,4,48477
72.2,-1.1,4,48479
69.8,1.1,4,48481
58.0,0.1,4,48483
61.3,-1.6,4,48485
61.1,-1.6,4,48487
74.0,-0.2,4,48489
66.0,-0.3,4,48491
68.9,-0.5,4,48493
64.0,-0.0,4,48495
62.0,-1.7,4,48497
61.8,-1.8,4,48499
58.4,-0.5,4,48501
61.5,-2.1,4,48503
73.7,-1.3,4,48505
72.0,0.7,4,48507
44.4,-0.6,4,49001
43.1,-2.1,4,49003
36.7,-4.1,4,49005
39.9,-1.5,4,49007
34.1,-4.3,4,49009
44.1,-1.8,4,49011
36.6,-1.9,4,49013
46.6,-1.3,4,49015
45.0,0.0,4,49017
47.3,-0.8,4,49019
44.8,0.1,4,49021
45.7,-1.0,4,49023
48.6,-0.4,4,49025
46.9,-0.6,4,49027
38.0,-2.4,4,49029
39.6,0.1,4,49031
31.0,-6.7,4,49033
43.9,-1.3,4,49035
49.7,-0.1,4,49037
39.4,-1.1,4,49039
40.1,-0.8,4,49041
32.5,-2.6,4,49043
46.4,-1.5,4,49045
41.4,-2.5,4,49047
41.8,-1.7,4,49049
35.3,-2.1,4,49051
52.2,0.3,4,49053
47.7,-0.2,4,49055
40.2,-2.6,4,49057
46.9,5.6,4,50001
45.7,5.7,4,50003
42.5,3.8,4,50005
48.3,7.2,4,50007
41.4,3.7,4,50009
46.8,6.3,4,50011
47.8,5.4,4,50013
44.8,6.4,4,50015
45.0,5.2,4,50017
42.8,4.6,4,50019
45.3,4.6,4,50021
44.8,5.7,4,50023
46.3,5.2,4,50025
45.7,5.1,4,50027
60.7,7.0,4,51001
58.9,5.0,4,51003
54.5,2.6,4,51005
59.1,3.2,4,51007
57.9,4.1,4,51009
58.8,4.1,4,51011
59.6,5.8,4,51013
55.1,4.0,4,51015
53.5,2.9,4,51017
58.4,3.6,4,51019
52.4,2.4,4,51021
56.6,2.7,4,51023
59.6,3.0,4,51025
56.0,3.0,4,51027
59.3,4.2,4,51029
58.7,4.0,4,51031
59.9,4.9,4,51033
53.7,2.5,4,51035
61.4,4.2,4,51036
57.6,2.4,4,51037
60.2,3.7,4,51041
56.5,4.9,4,51043
54.8,3.0,4,51045
58.2,4.9,4,51047
59.3,3.8,4,51049
55.6,2.5,4,51051
60.1,3.5,4,51053
59.9,4.5,4,51057
59.5,6.1,4,51059
57.9,5.5,4,51061
53.2,2.7,4,51063
59.6,4.7,4,51065
57.5,2.8,4,51067
55.2,4.1,4,51069
53.6,2.6,4,51071
61.4,5.1,4,51073
59.9,4.6,4,51075
51.1,2.1,4,51077
57.5,5.2,4,51079
60.0,2.8,4,51081
58.2,2.3,4,51083
60.3,4.6,4,51085
60.7,4.2,4,51087
57.9,2.0,4,51089
50.6,3.0,4,51091
62.1,4.8,4,51093
61.7,4.8,4,51095
60.5,4.6,4,51097
60.2,5.5,4,51099
60.7,4.6,4,51101
60.3,5.0,4,51103
56.3,1.8,4,51105
58.5,6.4,4,51107
59.0,4.5,4,51109
58.4,2.7,4,51111
57.0,5.0,4,51113
61.4,5.5,4,51115
58.9,2.5,4,51117
60.7,4.9,4,51119
55.2,3.2,4,51121
57.8,4.5,4,51125
61.0,4.4,4,51127
61.5,6.4,4,51131
60.0,5.3,4,51133
59.1,3.3,4,51135
58.5,4.6,4,51137
55.5,4.8,4,51139
56.2,2.2,4,51141
58.1,2.3,4,51143
59.8,4.1,4,51145
58.3,3.0,4,51147
61.2,3.9,4,51149
59.8,6.3,4,51153
54.3,2.7,4,51155
56.0,4.5,4,51157
59.6,4.4,4,51159
56.9,3.1,4,51161
56.0,3.0,4,51163
55.1,4.3,4,51165
54.9,2.6,4,51167
56.4,2.0,4,51169
55.2,4.0,4,51171
52.7,2.5,4,51173
61.3,3.9,4,51175
59.0,4.8,4,51177
59.8,5.7,4,51179
61.8,4.7,4,51181
61.2,4.0,4,51183
52.7,2.7,4,51185
55.4,4.0,4,51187
55.1,2.4,4,51191
59.6,4.8,4,51193
54.4,2.1,4,51195
53.1,2.5,4,51197
62.0,5.2,4,51199
60.1,5.8,4,51510
56.7,2.3,4,51520
57.2,3.1,4,51530
59.5,5.1,4,51540
62.2,5.2,4,51550
60.6,3.4,4,51570
55.9,2.4,4,51580
59.0,2.1,4,51590
60.0,2.7,4,51595
59.2,6.0,4,51600
59.1,5.9,4,51610
61.8,4.3,4,51620
59.6,5.3,4,51630
53.6,2.6,4,51640
62.3,5.3,4,51650
56.1,4.2,4,51660
60.9,3.4,4,51670
59.4,4.7,4,51680
59.8,6.4,4,51683
59.7,6.3,4,51685
57.7,1.8,4,51690
62.3,5.2,4,51700
62.6,5.6,4,51710
54.6,2.0,4,51720
60.8,3.6,4,51730
62.2,5.4,4,51735
62.7,5.3,4,51740
55.0,2.9,4,51750
60.7,4.3,4,51760
58.2,3.1,4,51770
58.2,3.2,4,51775
56.5,4.5,4,51790
62.2,4.7,4,51800
61.9,5.4,4,51810
57.2,4.9,4,51820
61.8,5.1,4,51830
55.5,4.1,4,51840
46.2,-1.9,4,53001
45.6,-0.0,4,53003
50.0,-1.6,4,53005
38.5,-2.8,4,53007
43.4,-0.7,4,53009
47.5,-1.7,4,53011
43.9,-1.2,4,53013
45.6,-1.0,4,53015
44.8,-2.6,4,53017
39.9,-2.1,4,53019
49.3,-1.4,4,53021
45.1,-0.4,4,53023
47.9,-2.1,4,53025
45.8,-1.4,4,53027
47.1,-1.4,4,53029
40.8,-1.3,4,53031
42.9,-2.2,4,53033
47.7,-1.2,4,53035
40.9,-2.2,4,53037
44.5,-1.7,4,53039
43.1,-1.3,4,53041
43.8,-2.6,4,53043
44.6,-1.6,4,53045
38.8,-2.8,4,53047
46.5,-0.7,4,53049
39.4,-1.5,4,53051
42.0,-1.8,4,53053
47.0,-1.2,4,53055
41.3,-2.5,4,53057
40.3,-1.6,4,53059
42.2,-2.0,4,53061
44.4,-0.9,4,53063
42.5,-1.8,4,53065
47.0,-1.6,4,53067
46.4,-0.6,4,53069
49.2,-1.6,4,53071
39.7,-2.3,4,53073
46.4,-0.7,4,53075
42.2,-2.1,4,53077
53.2,3.4,4,54001
56.1,5.1,4,54003
56.4,2.7,4,54005
55.3,2.8,4,54007
52.3,2.8,4,54009
56.9,2.9,4,54011
54.9,2.6,4,54013
56.0,3.1,4,54015
54.3,3.0,4,54017
54.5,3.2,4,54019
55.0,2.8,4,54021
52.5,3.4,4,54023
51.8,2.9,4,54025
54.6,3.9,4,54027
51.5,2.5,4,54029
53.6,3.4,4,54031
54.5,3.5,4,54033
54.8,1.8,4,54035
56.8,5.3,4,54037
56.5,2.8,4,54039
54.9,3.3,4,54041
57.2,2.8,4,54043
56.9,2.6,4,54045
55.1,2.6,4,54047
53.5,2.9,4,54049
52.6,2.5,4,54051
54.6,1.3,4,54053
53.0,2.1,4,54055
54.4,3.4,4,54057
57.4,2.6,4,54059
52.9,2.8,4,54061
53.8,2.8,4,54063
55.7,5.0,4,54065
53.9,3.4,4,54067
52.5,3.0,4,54069
51.6,3.4,4,54071
54.1,2.7,4,54073
48.9,3.0,4,54075
51.5,3.7,4,54077
56.2,2.5,4,54079
53.6,2.5,4,54081
49.6,3.3,4,54083
54.3,2.6,4,54085
55.2,2.5,4,54087
54.3,2.6,4,54089
53.6,3.1,4,54091
49.5,3.5,4,54093
53.7,2.6,4,54095
53.6,3.4,4,54097
57.3,2.9,4,54099
51.8,2.7,4,54101
53.0,2.5,4,54103
54.7,2.6,4,54105
55.0,2.8,4,54107
55.0,2.5,4,54109
45.8,1.8,4,55001
37.2,-1.8,4,55003
41.1,-1.3,4,55005
37.5,-1.6,4,55007
45.2,3.3,4,55009
46.1,1.1,4,55011
40.3,-1.6,4,55013
46.6,3.7,4,55015
42.6,-0.6,4,55017
43.6,1.0,4,55019
47.6,2.7,4,55021
47.2,0.9,4,55023
48.2,2.7,4,55025
46.9,2.1,4,55027
42.0,1.8,4,55029
37.8,-1.7,4,55031
43.6,-0.4,4,55033
44.3,0.6,4,55035
38.7,0.2,4,55037
46.9,3.1,4,55039
38.5,0.0,4,55041
47.9,1.2,4,55043
48.1,1.8,4,55045
46.8,2.3,4,55047
47.4,1.7,4,55049
36.4,-1.8,4,55051
45.5,1.7,4,55053
48.0,2.2,4,55055
46.2,2.0,4,55057
49.0,3.2,4,55059
44.1,2.9,4,55061
46.3,0.9,4,55063
47.8,1.5,4,55065
40.1,0.5,4,55067
39.9,-0.3,4,55069
45.4,3.4,4,55071
42.5,0.8,4,55073
41.8,1.2,4,55075
46.7,2.2,4,55077
43.2,2.0,4,55078
48.0,3.3,4,55079
45.6,1.3,4,55081
42.8,1.6,4,55083
38.2,-0.8,4,55085
46.0,3.1,4,55087
46.6,3.1,4,55089
45.3,0.3,4,55091
44.0,-0.5,4,55093
40.9,-2.0,4,55095
44.8,1.7,4,55097
38.3,-1.2,4,55099
48.5,3.1,4,55101
47.0,1.3,4,55103
48.4,1.8,4,55105
40.1,-1.7,4,55107
42.9,-1.0,4,55109
47.2,2.2,4,55111
38.9,-1.0,4,55113
44.2,2.3,4,55115
46.2,3.4,4,55117
40.6,-0.6,4,55119
45.6,0.9,4,55121
45.9,0.8,4,55123
36.9,-1.0,4,55125
47.2,1.3,4,55127
39.5,-1.4,4,55129
46.4,2.6,4,55131
47.6,2.7,4,55133
45.8,2.6,4,55135
45.8,2.1,4,55137
47.0,3.1,4,55139
44.7,1.3,4,55141
34.5,-1.9,4,56001
39.9,-1.0,4,56003
40.9,-0.9,4,56005
34.3,-3.5,4,56007
39.0,-2.3,4,56009
39.6,-2.1,4,56011
34.9,-3.0,4,56013
43.9,0.1,4,56015
38.3,-2.4,4,56017
39.2,-1.3,4,56019
41.2,0.0,4,56021
30.4,-5.1,4,56023
38.0,-2.3,4,56025
41.6,-1.5,4,56027
34.0,-1.5,4,56029
42.3,-0.7,4,56031
38.4,-1.8,4,56033
28.3,-5.1,4,56035
33.8,-5.3,4,56037
29.3,-3.1,4,56039
31.5,-5.8,4,56041
40.8,-1.9,4,56043
40.4,-1.8,4,56045
70.9,-0.5,5,01001
74.4,0.9,5,01003
70.5,-1.8,5,01005
69.6,-0.8,5,01007
68.4,-0.1,5,01009
70.0,-1.7,5,01011
71.4,-0.5,5,01013
68.5,-0.3,5,01015
67.4,-1.8,5,01017
67.7,-1.0,5,01019
69.4,-0.9,5,01021
72.6,0.7,5,01023
72.1,-0.0,5,01025
67.8,-0.5,5,01027
67.2,-0.5,5,01029
72.2,-0.6,5,01031
68.6,0.5,5,01033
72.2,-0.4,5,01035
69.0,-0.7,5,01037
72.6,-0.2,5,01039
71.0,-0.8,5,01041
68.1,-0.1,5,01043
72.1,-1.0,5,01045
71.7,-0.1,5,01047
66.0,-1.3,5,01049
69.9,-1.3,5,01051
72.7,-0.3,5,01053
68.2,-0.6,5,01055
69.7,-0.1,5,01057
68.4,0.4,5,01059
73.2,-0.2,5,01061
70.7,-0.9,5,01063
70.4,-1.0,5,01065
71.7,-1.5,5,01067
73.0,-1.0,5,01069
67.0,-0.5,5,01071
69.7,0.1,5,01073
70.4,0.5,5,01075
67.9,0.2,5,01077
67.9,-0.3,5,01079
68.8,-1.7,5,01081
67.9,-0.1,5,01083
71.6,-0.4,5,01085
69.9,-1.7,5,01087
67.8,-0.2,5,01089
71.5,-0.3,5,01091
69.0,0.3,5,01093
67.8,-0.5,5,01095
74.8,1.6,5,01097
72.2,-0.1,5,01099
70.6,-1.3,5,01101
68.2,-0.1,5,01103
70.6,-0.6,5,01105
70.7,-0.2,5,01107
70.9,-1.2,5,01109
67.6,-0.6,5,01111
70.0,-1.7,5,01113
68.8,-0.1,5,01115
69.5,-0.1,5,01117
71.5,-0.1,5,01119
69.2,-0.1,5,01121
68.1,-1.6,5,01123
69.9,-0.9,5,01125
69.2,-0.2,5,01127
73.0,0.4,5,01129
72.0,-0.0,5,01131
67.9,-0.2,5,01133
57.3,1.2,5,04001
66.5,0.2,5,04003
59.3,1.4,5,04005
65.3,1.6,5,04007
67.6,1.5,5,04009
62.5,1.1,5,04011
78.2,2.4,5,04012
76.5,2.0,5,04013
68.7,1.7,5,04015
59.2,1.5,5,04017
73.1,1.5,5,04019
75.4,2.0,5,04021
64.1,-0.6,5,04023
64.2,1.2,5,04025
77.7,2.0,5,04027
72.7,2.1,5,05001
72.9,1.8,5,05003
67.0,1.5,5,05005
67.2,1.7,5,05007
66.5,1.6,5,05009
72.1,1.4,5,05011
71.2,0.6,5,05013
66.5,1.5,5,05015
73.3,1.5,5,05017
70.6,0.6,5,05019
70.0,2.0,5,05021
69.0,2.1,5,05023
71.8,1.4,5,05025
71.0,0.0,5,05027
70.2,1.7,5,05029
71.0,2.4,5,05031
68.4,1.1,5,05033
71.7,1.4,5,05035
71.5,1.7,5,05037
70.7,0.6,5,05039
72.9,1.8,5,05041
72.9,2.0,5,05043
70.5,1.8,5,05045
68.1,0.9,5,05047
67.3,2.2,5,05049
69.8,1.1,5,05051
71.3,1.2,5,05053
70.3,2.1,5,05055
71.2,0.9,5,05057
70.5,0.9,5,05059
69.9,0.9,5,05061
68.9,1.7,5,05063
67.2,1.3,5,05065
70.3,1.9,5,05067
72.1,1.8,5,05069
67.6,1.1,5,05071
72.4,1.3,5,05073
69.6,1.9,5,05075
72.0,1.6,5,05077
72.8,2.2,5,05079
72.2,2.0,5,05081
68.7,0.5,5,05083
71.6,1.7,5,05085
66.0,1.7,5,05087
67.0,1.6,5,05089
73.4,2.2,5,05091
71.0,1.5,5,05093
72.4,2.1,5,05095
69.0,0.9,5,05097
70.6,0.1,5,05099
65.8,1.6,5,05101
70.6,-0.2,5,05103
69.9,0.9,5,05105
72.7,2.1,5,05107
69.9,0.9,5,05109
71.4,2.1,5,05111
67.4,0.3,5,05113
68.4,1.1,5,05115
72.1,2.1,5,05117
71.3,1.7,5,05119
69.1,2.1,5,05121
71.7,1.5,5,05123
70.5,1.3,5,05125
68.1,0.4,5,05127
66.4,1.3,5,05129
69.7,1.3,5,05131
70.7,1.3,5,05133
67.9,1.8,5,05135
67.1,1.3,5,05137
71.8,0.9,5,05139
67.8,1.5,5,05141
66.9,1.6,5,05143
70.8,2.2,5,05145
71.5,1.9,5,05147
68.9,0.2,5,05149
59.8,-0.0,5,06001
46.8,1.5,5,06003
60.6,0.8,5,06005
64.3,1.7,5,06007
61.0,0.8,5,06009
66.3,1.5,5,06011
60.4,-1.1,5,06013
55.7,3.3,5,06015
56.1,0.6,5,06017
58.8,1.0,5,06019
64.8,1.5,5,06021
57.3,2.9,5,06023
78.7,1.5,5,06025
66.1,1.1,5,06027
65.2,0.9,5,06029
69.0,1.5,5,06031
59.5,1.1,5,06033
52.6,2.1,5,06035
61.1,-0.2,5,06037
