TEMPERATURE_F,ANOMALY,MONTH,FIPS
79.7,0.6,6,48379
74.3,0.4,6,48381
84.2,4.6,6,48383
83.6,4.9,6,48385
78.8,0.7,6,48387
85.5,5.1,6,48389
85.1,3.4,6,48391
74.2,-1.3,6,48393
83.3,3.0,6,48395
81.0,1.2,6,48397
83.4,3.6,6,48399
80.6,0.9,6,48401
81.8,2.9,6,48403
81.8,2.6,6,48405
83.4,2.9,6,48407
86.0,3.9,6,48409
83.9,4.1,6,48411
83.5,4.8,6,48413
80.9,1.5,6,48415
81.1,0.9,6,48417
81.1,1.8,6,48419
71.1,-3.0,6,48421
80.1,0.8,6,48423
83.2,2.6,6,48425
88.6,4.1,6,48427
81.1,1.1,6,48429
83.2,3.7,6,48431
81.5,1.0,6,48433
84.2,5.4,6,48435
74.9,0.1,6,48437
82.8,1.7,6,48439
81.0,1.7,6,48441
86.4,4.7,6,48443
78.3,1.3,6,48445
81.9,1.6,6,48447
79.2,0.5,6,48449
84.2,4.2,6,48451
84.6,3.7,6,48453
83.0,2.7,6,48455
82.2,2.9,6,48457
79.5,0.2,6,48459
85.2,4.8,6,48461
86.0,4.2,6,48463
87.0,4.7,6,48465
80.2,0.8,6,48467
85.4,4.0,6,48469
83.6,2.7,6,48471
84.5,3.6,6,48473
87.1,5.8,6,48475
84.0,3.2,6,48477
88.7,4.6,6,48479
85.2,4.2,6,48481
75.0,-0.9,6,48483
81.7,1.5,6,48485
81.2,0.9,6,48487
86.8,3.8,6,48489
84.6,4.3,6,48491
85.3,3.3,6,48493
85.8,5.7,6,48495
82.2,2.2,6,48497
79.5,0.6,6,48499
78.1,2.2,6,48501
82.0,2.2,6,48503
89.4,4.6,6,48505
87.8,4.2,6,48507
61.5,-2.2,6,49001
62.0,-1.1,6,49003
57.0,-0.4,6,49005
58.9,-1.5,6,49007
55.3,-1.2,6,49009
63.8,0.2,6,49011
55.4,-0.8,6,49013
66.1,-1.1,6,49015
62.0,-1.6,6,49017
67.4,-0.3,6,49019
60.9,-2.2,6,49021
63.8,-1.7,6,49023
65.4,-2.1,6,49025
64.8,-1.5,6,49027
57.0,-0.1,6,49029
55.7,-1.6,6,49031
54.6,-0.1,6,49033
63.3,0.0,6,49035
68.2,-1.1,6,49037
57.0,-1.2,6,49039
57.4,-1.6,6,49041
51.0,-0.8,6,49043
65.0,-1.7,6,49045
62.5,-0.2,6,49047
60.2,-1.0,6,49049
53.5,-1.0,6,49051
68.2,-2.0,6,49053
66.5,-0.6,6,49055
60.1,0.1,6,49057
62.6,0.1,6,50001
60.8,0.8,6,50003
61.0,0.6,6,50005
63.9,1.1,6,50007
59.8,0.4,6,50009
63.4,0.9,6,50011
65.4,0.5,6,50013
61.1,0.9,6,50015
61.3,0.3,6,50017
60.9,0.7,6,50019
61.3,0.1,6,50021
61.0,0.5,6,50023
62.4,1.0,6,50025
62.2,1.0,6,50027
70.6,-1.2,6,51001
69.5,-1.4,6,51003
63.9,-4.6,6,51005
69.5,-3.4,6,51007
66.7,-3.7,6,51009
68.3,-3.2,6,51011
70.7,-1.1,6,51013
65.0,-3.0,6,51015
63.3,-4.0,6,51017
67.2,-4.1,6,51019
62.2,-4.0,6,51021
66.2,-4.3,6,51023
70.9,-2.5,6,51025
65.9,-3.4,6,51027
69.2,-2.8,6,51029
67.4,-4.1,6,51031
70.3,-2.1,6,51033
63.3,-3.7,6,51035
71.9,-2.6,6,51036
68.5,-3.7,6,51037
70.5,-3.2,6,51041
66.7,-3.1,6,51043
64.3,-3.8,6,51045
68.8,-2.3,6,51047
69.2,-3.4,6,51049
65.5,-3.6,6,51051
70.6,-3.0,6,51053
70.7,-2.5,6,51057
70.4,-1.1,6,51059
68.3,-2.1,6,51061
62.8,-3.5,6,51063
69.4,-2.7,6,51065
67.2,-3.8,6,51067
65.4,-3.6,6,51069
63.7,-3.6,6,51071
71.8,-2.0,6,51073
69.3,-3.3,6,51075
61.4,-3.4,6,51077
67.8,-1.6,6,51079
71.7,-2.3,6,51081
68.9,-3.8,6,51083
70.1,-2.9,6,51085
70.8,-3.0,6,51087
68.2,-4.0,6,51089
60.8,-3.7,6,51091
72.3,-1.9,6,51093
72.2,-2.0,6,51095
70.8,-2.7,6,51097
71.2,-1.3,6,51099
70.8,-2.8,6,51101
71.0,-2.2,6,51103
67.2,-3.3,6,51105
68.7,-1.8,6,51107
68.6,-3.1,6,51109
69.5,-3.2,6,51111
67.2,-2.2,6,51113
71.6,-2.0,6,51115
70.5,-2.7,6,51117
71.2,-2.4,6,51119
65.0,-3.2,6,51121
67.5,-2.5,6,51125
71.2,-2.7,6,51127
71.1,-1.8,6,51131
71.2,-1.6,6,51133
69.5,-3.3,6,51135
68.9,-2.4,6,51137
65.5,-2.5,6,51139
66.3,-3.7,6,51141
67.4,-5.1,6,51143
69.6,-3.3,6,51145
68.8,-3.4,6,51147
71.8,-2.6,6,51149
70.5,-1.0,6,51153
64.3,-3.5,6,51155
66.3,-2.8,6,51157
70.7,-2.4,6,51159
66.8,-3.3,6,51161
65.3,-4.3,6,51163
65.2,-2.6,6,51165
64.6,-3.7,6,51167
67.1,-3.4,6,51169
65.5,-3.1,6,51171
62.9,-3.5,6,51173
72.2,-1.8,6,51175
69.4,-1.9,6,51177
70.7,-0.8,6,51179
72.2,-2.0,6,51181
71.9,-2.1,6,51183
62.4,-3.7,6,51185
65.7,-3.3,6,51187
65.4,-3.5,6,51191
71.1,-1.8,6,51193
64.4,-3.7,6,51195
63.0,-3.8,6,51197
72.3,-1.9,6,51199
71.4,-1.0,6,51510
67.3,-3.2,6,51520
66.6,-4.4,6,51530
70.2,-1.4,6,51540
72.2,-1.5,6,51550
71.3,-3.1,6,51570
65.6,-4.7,6,51580
69.1,-4.5,6,51590
71.9,-2.3,6,51595
69.9,-1.2,6,51600
70.0,-1.2,6,51610
72.2,-1.8,6,51620
70.3,-1.1,6,51630
63.2,-3.6,6,51640
72.4,-2.0,6,51650
66.5,-2.5,6,51660
71.5,-3.2,6,51670
67.7,-3.7,6,51680
70.5,-1.0,6,51683
70.5,-1.0,6,51685
68.3,-4.0,6,51690
72.5,-1.9,6,51700
72.6,-1.6,6,51710
64.3,-3.7,6,51720
71.3,-3.0,6,51730
72.3,-2.0,6,51735
72.8,-1.7,6,51740
65.1,-3.4,6,51750
70.7,-3.0,6,51760
68.6,-3.3,6,51770
68.5,-3.2,6,51775
66.5,-2.7,6,51790
72.2,-1.9,6,51800
72.3,-1.1,6,51810
67.3,-2.0,6,51820
72.2,-1.7,6,51830
65.8,-3.7,6,51840
65.5,2.8,6,53001
64.3,5.0,6,53003
69.2,3.1,6,53005
57.9,3.6,6,53007
55.7,2.1,6,53009
61.8,2.0,6,53011
62.4,3.5,6,53013
59.0,2.1,6,53015
65.8,3.7,6,53017
59.6,3.4,6,53019
68.1,3.0,6,53021
63.6,4.4,6,53023
68.4,3.2,6,53025
58.0,1.4,6,53027
59.4,1.6,6,53029
54.6,2.4,6,53031
57.8,2.2,6,53033
61.3,2.2,6,53035
60.3,3.6,6,53037
63.4,3.7,6,53039
57.7,2.3,6,53041
62.9,2.2,6,53043
59.0,2.2,6,53045
58.8,3.2,6,53047
57.3,1.4,6,53049
59.9,4.8,6,53051
56.9,2.3,6,53053
59.4,1.7,6,53055
56.1,2.0,6,53057
56.6,3.1,6,53059
56.4,2.1,6,53061
63.7,4.1,6,53063
62.5,4.0,6,53065
60.5,1.6,6,53067
57.5,1.7,6,53069
67.6,2.6,6,53071
55.4,2.5,6,53073
64.9,4.1,6,53075
61.5,3.6,6,53077
64.8,-2.5,6,54001
66.1,-3.5,6,54003
67.0,-3.4,6,54005
66.3,-3.3,6,54007
65.1,-3.4,6,54009
68.4,-2.8,6,54011
66.2,-3.6,6,54013
66.5,-3.3,6,54015
66.8,-2.4,6,54017
64.3,-3.4,6,54019
66.8,-3.0,6,54021
63.2,-3.4,6,54023
61.3,-4.0,6,54025
64.8,-3.9,6,54027
64.5,-3.8,6,54029
63.9,-3.6,6,54031
66.5,-2.4,6,54033
67.1,-3.4,6,54035
67.0,-3.1,6,54037
67.6,-3.2,6,54039
66.5,-2.6,6,54041
68.6,-2.9,6,54043
67.7,-3.3,6,54045
65.2,-3.8,6,54047
65.7,-3.1,6,54049
65.2,-3.2,6,54051
66.8,-4.0,6,54053
62.9,-4.2,6,54055
65.3,-3.8,6,54057
68.3,-3.3,6,54059
65.2,-3.0,6,54061
63.6,-4.0,6,54063
65.4,-3.8,6,54065
63.5,-3.3,6,54067
65.3,-2.9,6,54069
62.0,-3.2,6,54071
66.8,-2.7,6,54073
59.2,-3.5,6,54075
63.1,-2.6,6,54077
68.1,-2.9,6,54079
63.6,-3.6,6,54081
60.4,-2.8,6,54083
66.8,-2.7,6,54085
66.4,-3.6,6,54087
64.4,-3.6,6,54089
65.6,-2.9,6,54091
60.6,-2.8,6,54093
66.4,-3.0,6,54095
64.4,-2.6,6,54097
68.6,-2.6,6,54099
61.8,-3.9,6,54101
65.5,-3.3,6,54103
66.6,-3.3,6,54105
67.3,-2.9,6,54107
65.1,-3.8,6,54109
68.1,2.7,6,55001
62.6,1.7,6,55003
68.5,4.6,6,55005
62.5,1.8,6,55007
65.3,2.0,6,55009
70.0,3.5,6,55011
68.0,4.4,6,55013
66.1,1.6,6,55015
68.1,3.6,6,55017
67.4,3.5,6,55019
68.3,2.2,6,55021
69.0,1.5,6,55023
68.7,2.1,6,55025
67.6,1.7,6,55027
62.9,1.5,6,55029
64.0,3.1,6,55031
69.6,4.1,6,55033
69.4,4.2,6,55035
62.8,2.6,6,55037
67.0,1.7,6,55039
62.2,1.8,6,55041
69.2,1.5,6,55043
68.3,1.0,6,55045
68.3,2.4,6,55047
68.2,1.6,6,55049
62.1,1.7,6,55051
68.8,3.7,6,55053
67.8,0.9,6,55055
68.2,2.8,6,55057
67.1,0.3,6,55059
63.7,1.5,6,55061
69.5,2.8,6,55063
67.9,0.9,6,55065
64.0,2.7,6,55067
65.0,2.9,6,55069
64.5,1.5,6,55071
66.7,3.4,6,55073
64.2,1.8,6,55075
68.6,2.5,6,55077
65.3,2.5,6,55078
66.4,0.7,6,55079
68.0,2.7,6,55081
64.4,1.4,6,55083
62.7,1.6,6,55085
67.0,2.3,6,55087
65.5,1.0,6,55089
70.3,3.7,6,55091
70.4,4.2,6,55093
69.2,4.6,6,55095
67.6,3.0,6,55097
64.1,2.7,6,55099
66.6,-0.0,6,55101
68.5,1.9,6,55103
68.5,0.7,6,55105
66.2,2.9,6,55107
70.0,4.3,6,55109
68.1,1.9,6,55111
65.1,3.4,6,55113
66.5,2.9,6,55115
65.6,1.6,6,55117
65.8,3.2,6,55119
69.8,3.7,6,55121
68.2,1.9,6,55123
61.6,1.3,6,55125
66.1,-1.0,6,55127
66.9,4.1,6,55129
66.0,0.9,6,55131
66.8,0.7,6,55133
67.8,2.9,6,55135
68.2,2.9,6,55137
67.6,1.9,6,55139
67.8,3.2,6,55141
55.0,-0.6,6,56001
59.9,0.4,6,56003
62.1,0.8,6,56005
56.4,-0.8,6,56007
60.3,-0.6,6,56009
62.4,1.3,6,56011
55.2,-1.5,6,56013
63.8,0.5,6,56015
57.8,-1.6,6,56017
59.1,-0.1,6,56019
60.5,0.1,6,56021
52.9,0.0,6,56023
58.9,-1.1,6,56025
64.4,1.2,6,56027
52.2,-0.5,6,56029
62.1,-0.1,6,56031
58.4,-0.2,6,56033
50.1,-0.9,6,56035
57.5,-0.8,6,56037
49.0,-0.3,6,56039
53.8,-1.1,6,56041
61.1,-0.7,6,56043
63.9,1.6,6,56045
82.1,1.4,7,01001
84.1,3.0,7,01003
81.4,1.0,7,01005
80.5,0.4,7,01007
79.4,0.6,7,01009
81.2,1.1,7,01011
82.3,2.0,7,01013
79.9,1.1,7,01015
79.5,1.1,7,01017
79.1,0.2,7,01019
80.4,0.7,7,01021
83.0,2.2,7,01023
82.3,1.6,7,01025
79.1,1.5,7,01027
78.8,1.3,7,01029
82.1,1.6,7,01031
79.5,0.5,7,01033
82.4,1.5,7,01035
80.2,1.1,7,01037
82.5,1.7,7,01039
81.8,1.8,7,01041
79.2,0.6,7,01043
82.1,1.4,7,01045
83.1,2.3,7,01047
76.6,-0.7,7,01049
81.4,1.1,7,01051
82.5,1.4,7,01053
79.5,0.5,7,01055
80.0,-0.2,7,01057
79.2,0.5,7,01059
82.5,1.6,7,01061
81.6,0.3,7,01063
81.7,0.9,7,01065
82.0,1.2,7,01067
82.8,1.5,7,01069
77.8,-0.0,7,01071
80.5,0.8,7,01073
80.6,0.2,7,01075
78.8,0.1,7,01077
79.0,0.1,7,01079
80.4,1.2,7,01081
78.8,-0.0,7,01083
82.9,2.0,7,01085
81.4,1.1,7,01087
79.0,0.3,7,01089
82.8,1.9,7,01091
79.5,0.2,7,01093
78.9,0.3,7,01095
84.2,3.2,7,01097
82.4,1.7,7,01099
81.9,1.1,7,01101
79.3,0.4,7,01103
81.9,1.5,7,01105
81.3,0.3,7,01107
81.7,1.5,7,01109
79.3,1.5,7,01111
81.2,0.9,7,01113
80.1,1.1,7,01115
80.5,1.0,7,01117
82.3,1.2,7,01119
80.6,1.5,7,01121
80.0,1.2,7,01123
80.5,-0.3,7,01125
80.0,0.2,7,01127
82.8,1.9,7,01129
82.9,2.1,7,01131
78.9,0.3,7,01133
75.7,4.7,7,04001
83.8,5.7,7,04003
78.6,5.4,7,04005
84.6,6.5,7,04007
86.0,6.9,7,04009
80.7,6.5,7,04011
97.3,5.9,7,04012
96.0,6.6,7,04013
88.0,5.2,7,04015
78.1,5.0,7,04017
91.1,6.0,7,04019
93.7,6.3,7,04021
81.7,5.1,7,04023
83.9,5.8,7,04025
96.7,6.1,7,04027
82.5,0.9,7,05001
83.1,1.8,7,05003
79.0,0.9,7,05005
79.8,1.7,7,05007
78.4,0.8,7,05009
82.2,0.9,7,05011
81.6,0.1,7,05013
78.8,1.2,7,05015
83.4,1.6,7,05017
81.5,0.0,7,05019
80.2,0.1,7,05021
80.5,1.3,7,05023
82.0,0.7,7,05025
81.9,0.2,7,05027
82.0,1.3,7,05029
80.4,-0.0,7,05031
81.2,1.5,7,05033
81.4,-0.2,7,05035
81.1,-0.2,7,05037
81.4,0.1,7,05039
82.9,1.2,7,05041
82.8,1.4,7,05043
81.9,1.1,7,05045
80.7,1.1,7,05047
79.4,1.7,7,05049
81.2,0.8,7,05051
82.0,0.6,7,05053
80.2,0.0,7,05055
81.5,-0.0,7,05057
81.6,0.4,7,05059
80.6,0.3,7,05061
80.0,0.6,7,05063
79.2,0.8,7,05065
80.6,0.3,7,05067
82.4,0.9,7,05069
79.7,0.8,7,05071
83.0,1.0,7,05073
79.9,0.1,7,05075
81.9,0.5,7,05077
82.7,1.1,7,05079
82.8,1.3,7,05081
81.5,1.0,7,05083
81.9,0.5,7,05085
78.1,1.5,7,05087
78.8,0.7,7,05089
83.9,1.7,7,05091
80.2,-0.8,7,05093
82.1,0.6,7,05095
80.8,1.2,7,05097
80.9,-0.8,7,05099
77.2,0.6,7,05101
81.1,-0.7,7,05103
81.8,0.8,7,05105
82.6,1.2,7,05107
80.8,0.4,7,05109
80.7,-0.2,7,05111
78.8,0.3,7,05113
80.1,0.6,7,05115
82.0,0.5,7,05117
82.0,0.7,7,05119
79.8,0.4,7,05121
81.5,0.1,7,05123
81.7,0.8,7,05125
80.6,1.0,7,05127
78.0,0.5,7,05129
82.2,1.4,7,05131
81.4,0.7,7,05133
79.3,0.8,7,05135
79.0,0.8,7,05137
82.1,0.6,7,05139
79.4,0.9,7,05141
79.5,1.9,7,05143
81.7,1.1,7,05145
81.5,0.3,7,05147
81.5,0.7,7,05149
72.6,3.5,7,06001
65.0,3.8,7,06003
78.5,4.4,7,06005
79.7,3.4,7,06007
78.9,4.1,7,06009
81.0,3.3,7,06011
74.8,4.1,7,06013
68.0,3.6,7,06015
74.6,3.9,7,06017
76.6,4.3,7,06019
80.1,2.7,7,06021
68.8,3.1,7,06023
97.6,5.9,7,06025
85.6,4.7,7,06027
83.7,4.1,7,06029
85.0,4.3,7,06031
76.4,3.2,7,06033
69.9,3.9,7,06035
78.9,4.7,7,06037
76.7,3.5,7,06039
63.4,2.8,7,06041
76.4,4.0,7,06043
70.4,2.5,7,06045
80.6,3.1,7,06047
70.1,4.6,7,06049
66.6,3.9,7,06051
72.0,3.4,7,06053
74.0,2.2,7,06055
72.5,3.7,7,06057
74.7,3.5,7,06059
73.7,3.6,7,06061
68.7,3.8,7,06063
90.8,5.6,7,06065
79.4,3.4,7,06067
76.3,4.3,7,06069
91.3,5.3,7,06071
78.9,4.1,7,06073
61.9,1.2,7,06075
79.1,3.4,7,06077
75.1,4.1,7,06079
63.7,1.9,7,06081
71.0,3.8,7,06083
72.6,3.8,7,06085
66.4,3.1,7,06087
77.3,4.6,7,06089
67.4,3.4,7,06091
71.2,5.2,7,06093
75.2,2.6,7,06095
67.9,2.4,7,06097
79.6,3.3,7,06099
81.4,3.2,7,06101
79.6,3.2,7,06103
73.3,4.2,7,06105
75.6,4.0,7,06107
70.8,3.7,7,06109
73.5,5.0,7,06111
78.6,2.0,7,06113
80.2,3.5,7,06115
72.5,0.1,7,08001
68.1,4.3,7,08003
71.8,0.2,7,08005
68.7,5.0,7,08007
75.8,-0.7,7,08009
76.1,-0.9,7,08011
66.0,1.1,7,08013
72.8,0.8,7,08014
61.8,4.3,7,08015
73.8,-1.2,7,08017
58.5,2.2,7,08019
64.6,4.5,7,08021
66.3,4.9,7,08023
76.0,1.2,7,08025
64.0,3.5,7,08027
73.4,5.5,7,08029
72.9,0.4,7,08031
67.0,4.7,7,08033
68.8,1.1,7,08035
62.8,3.0,7,08037
70.5,0.9,7,08039
70.8,2.1,7,08041
68.9,3.4,7,08043
68.7,4.1,7,08045
60.4,1.8,7,08047
59.6,2.1,7,08049
62.6,4.0,7,08051
59.1,5.4,7,08053
70.5,4.1,7,08055
58.8,1.6,7,08057
67.5,1.2,7,08059
74.9,-1.3,7,08061
73.9,-0.3,7,08063
56.9,3.1,7,08065
69.8,5.5,7,08067
63.8,1.5,7,08069
73.8,2.0,7,08071
72.6,0.3,7,08073
72.9,-0.9,7,08075
74.3,5.2,7,08077
59.5,4.4,7,08079
70.1,3.4,7,08081
74.1,4.6,7,08083
74.2,5.8,7,08085
73.0,0.3,7,08087
76.1,0.1,7,08089
65.9,5.6,7,08091
60.5,2.8,7,08093
74.0,-0.3,7,08095
60.8,3.3,7,08097
75.6,-1.9,7,08099
76.4,2.6,7,08101
70.0,3.8,7,08103
64.4,5.2,7,08105
63.4,2.5,7,08107
63.8,4.3,7,08109
57.1,5.8,7,08111
69.5,5.2,7,08113
73.3,-1.0,7,08115
57.5,2.4,7,08117
62.2,2.8,7,08119
72.5,-0.7,7,08121
71.3,-0.1,7,08123
74.8,0.2,7,08125
76.2,4.4,7,09001
75.6,4.0,7,09003
73.1,4.3,7,09005
75.2,3.9,7,09007
75.3,3.8,7,09009
74.9,4.3,7,09011
74.1,4.1,7,09013
74.0,3.9,7,09015
78.4,3.0,7,10001
78.0,2.7,7,10003
78.4,2.7,7,10005
83.6,2.8,7,12001
83.7,3.2,7,12003
83.8,2.7,7,12005
83.4,2.8,7,12007
83.6,2.7,7,12009
84.9,3.5,7,12011
83.1,2.3,7,12013
84.6,3.0,7,12015
84.1,3.5,7,12017
84.0,3.3,7,12019
85.3,3.3,7,12021
83.6,3.0,7,12023
83.9,2.9,7,12027
84.8,4.2,7,12029
84.6,3.7,7,12031
84.1,2.8,7,12033
83.5,2.8,7,12035
83.0,1.9,7,12037
82.9,2.3,7,12039
84.2,3.8,7,12041
84.1,3.0,7,12043
82.8,2.2,7,12045
83.4,2.7,7,12047
84.0,3.2,7,12049
84.4,3.1,7,12051
84.0,3.6,7,12053
84.1,3.2,7,12055
84.8,3.9,7,12057
82.9,1.9,7,12059
83.3,2.9,7,12061
83.1,1.7,7,12063
83.3,2.6,7,12065
84.0,3.5,7,12067
84.3,3.4,7,12069
85.2,3.3,7,12071
83.4,2.7,7,12073
84.6,4.2,7,12075
82.9,2.3,7,12077
83.2,2.7,7,12079
84.3,3.4,7,12081
84.0,3.3,7,12083
84.5,3.6,7,12085
85.1,3.6,7,12086
85.9,3.7,7,12087
84.6,3.7,7,12089
83.9,2.8,7,12091
84.0,3.2,7,12093
84.7,3.3,7,12095
84.5,3.3,7,12097
84.2,3.1,7,12099
84.1,3.6,7,12101
85.4,3.7,7,12103
84.8,3.7,7,12105
83.8,2.9,7,12107
83.6,3.0,7,12109
84.0,3.2,7,12111
84.0,2.6,7,12113
84.3,2.9,7,12115
84.5,3.0,7,12117
84.0,3.5,7,12119
83.7,3.1,7,12121
84.1,3.3,7,12123
83.5,2.9,7,12125
83.9,2.8,7,12127
83.5,2.4,7,12129
83.4,2.6,7,12131
83.3,2.2,7,12133
84.1,2.9,7,13001
83.2,2.3,7,13003
84.2,3.1,7,13005
82.6,1.5,7,13007
82.6,2.0,7,13009
79.7,1.1,7,13011
80.0,1.3,7,13013
79.1,0.3,7,13015
82.8,2.2,7,13017
82.5,1.8,7,13019
82.5,2.3,7,13021
82.9,2.0,7,13023
84.2,3.8,7,13025
82.3,2.0,7,13027
83.6,2.3,7,13029
83.0,2.2,7,13031
82.0,1.9,7,13033
82.1,2.8,7,13035
82.2,1.5,7,13037
84.3,3.4,7,13039
83.1,2.2,7,13043
79.4,2.1,7,13045
78.7,0.5,7,13047
84.4,3.8,7,13049
83.8,2.5,7,13051
81.2,1.0,7,13053
77.9,-0.7,7,13055
78.2,0.3,7,13057
79.8,0.6,7,13059
81.8,1.1,7,13061
81.3,2.3,7,13063
83.7,3.0,7,13065
79.8,1.4,7,13067
83.0,2.1,7,13069
82.2,2.0,7,13071
81.6,1.4,7,13073
82.3,1.9,7,13075
80.4,2.0,7,13077
82.0,2.2,7,13079
83.0,2.8,7,13081
76.6,-0.4,7,13083
76.5,0.4,7,13085
82.8,1.8,7,13087
80.9,2.2,7,13089
83.0,2.0,7,13091
82.9,2.5,7,13093
82.8,1.8,7,13095
80.0,2.1,7,13097
82.4,1.4,7,13099
83.3,2.7,7,13101
83.4,2.6,7,13103
80.9,1.6,7,13105
82.8,2.1,7,13107
83.5,2.2,7,13109
73.8,0.0,7,13111
81.0,2.1,7,13113
79.3,0.3,7,13115
78.3,0.9,7,13117
79.9,1.2,7,13119
80.4,2.0,7,13121
74.7,-0.1,7,13123
81.5,1.6,7,13125
83.7,2.4,7,13127
79.0,0.1,7,13129
82.4,1.9,7,13131
81.0,1.3,7,13133
79.9,1.7,7,13135
77.3,1.2,7,13137
78.8,1.2,7,13139
81.8,1.7,7,13141
78.6,1.6,7,13143
80.1,1.1,7,13145
80.2,1.6,7,13147
80.2,2.0,7,13149
81.6,2.3,7,13151
82.7,2.2,7,13153
82.6,2.1,7,13155
80.1,1.3,7,13157
82.4,3.1,7,13159
83.4,2.4,7,13161
82.1,2.1,7,13163
82.4,2.1,7,13165
82.6,2.0,7,13167
82.5,2.6,7,13169
81.4,2.5,7,13171
82.7,2.1,7,13173
83.0,2.0,7,13175
83.0,2.2,7,13177
83.5,2.1,7,13179
81.0,0.8,7,13181
83.8,2.4,7,13183
82.4,2.0,7,13185
75.9,0.9,7,13187
81.0,1.2,7,13189
83.3,1.8,7,13191
82.4,2.2,7,13193
80.2,1.5,7,13195
80.9,1.4,7,13197
80.2,1.7,7,13199
82.6,1.5,7,13201
82.5,1.7,7,13205
82.0,2.6,7,13207
83.4,2.2,7,13209
81.5,2.1,7,13211
77.7,-0.0,7,13213
81.1,1.0,7,13215
81.7,2.6,7,13217
80.2,0.9,7,13219
80.4,1.1,7,13221
79.2,1.2,7,13223
82.2,2.2,7,13225
76.4,-0.1,7,13227
84.6,3.7,7,13229
80.9,2.0,7,13231
79.5,1.2,7,13233
83.1,2.2,7,13235
82.5,2.6,7,13237
81.4,1.0,7,13239
74.4,1.1,7,13241
81.5,1.4,7,13243
82.1,1.7,7,13245
81.4,2.3,7,13247
81.7,1.9,7,13249
82.5,2.1,7,13251
82.9,1.6,7,13253
81.3,2.1,7,13255
79.1,0.7,7,13257
81.2,1.2,7,13259
82.5,2.2,7,13261
80.5,1.4,7,13263
80.7,1.0,7,13265
83.8,2.4,7,13267
81.4,1.8,7,13269
83.1,2.0,7,13271
82.3,1.9,7,13273
82.3,2.0,7,13275
82.4,2.1,7,13277
83.7,2.4,7,13279
73.6,1.2,7,13281
83.1,2.1,7,13283
80.3,1.5,7,13285
82.5,2.4,7,13287
82.6,2.0,7,13289
73.8,1.0,7,13291
81.1,2.0,7,13293
77.4,-0.3,7,13295
80.4,1.5,7,13297
84.4,3.7,7,13299
81.0,1.3,7,13301
82.3,1.8,7,13303
84.0,3.0,7,13305
81.5,1.6,7,13307
83.4,2.1,7,13309
76.4,1.3,7,13311
78.7,0.3,7,13313
83.0,2.4,7,13315
80.7,1.0,7,13317
82.7,1.9,7,13319
82.5,2.2,7,13321
78.4,4.2,7,16001
69.2,4.0,7,16003
71.3,3.3,7,16005
66.0,3.2,7,16007
68.6,4.4,7,16009
70.8,2.9,7,16011
67.8,2.9,7,16013
68.5,3.3,7,16015
67.1,4.2,7,16017
67.2,2.7,7,16019
65.6,4.9,7,16021
68.3,2.6,7,16023
66.6,3.6,7,16025
78.5,4.4,7,16027
67.0,2.9,7,16029
72.5,3.6,7,16031
66.1,2.4,7,16033
66.8,3.5,7,16035
62.4,3.2,7,16037
73.2,3.9,7,16039
70.7,3.7,7,16041
65.1,2.7,7,16043
75.6,4.0,7,16045
75.7,4.0,7,16047
64.5,3.2,7,16049
70.3,2.5,7,16051
75.4,4.2,7,16053
69.2,4.4,7,16055
68.0,3.3,7,16057
64.2,3.6,7,16059
68.6,3.9,7,16061
74.1,4.4,7,16063
68.5,3.0,7,16065
72.9,3.1,7,16067
72.2,4.0,7,16069
73.0,3.7,7,16071
74.0,4.1,7,16073
78.3,4.2,7,16075
72.0,2.9,7,16077
66.2,4.1,7,16079
65.1,3.2,7,16081
73.8,3.8,7,16083
63.2,3.6,7,16085
75.3,4.5,7,16087
76.5,-0.6,7,17001
78.8,0.2,7,17003
77.1,-0.0,7,17005
72.3,-0.3,7,17007
75.9,-0.7,7,17009
73.3,-0.7,7,17011
77.8,0.2,7,17013
72.5,-0.2,7,17015
75.4,-1.1,7,17017
74.2,-0.5,7,17019
76.3,0.2,7,17021
76.3,0.3,7,17023
77.6,0.7,7,17025
78.0,0.3,7,17027
75.5,-0.2,7,17029
73.6,0.3,7,17031
76.9,0.2,7,17033
76.2,-0.0,7,17035
72.1,-0.7,7,17037
74.5,-0.4,7,17039
75.1,-0.2,7,17041
73.4,0.3,7,17043
74.9,-0.4,7,17045
78.0,0.5,7,17047
76.8,0.4,7,17049
77.1,0.3,7,17051
73.4,-0.8,7,17053
78.2,0.6,7,17055
75.4,-0.5,7,17057
78.7,0.4,7,17059
76.8,-0.5,7,17061
73.4,-0.4,7,17063
78.3,0.6,7,17065
75.4,-1.2,7,17067
78.2,0.0,7,17069
74.6,-1.1,7,17071
73.5,-0.8,7,17073
73.0,-1.2,7,17075
78.3,0.7,7,17077
76.8,0.1,7,17079
78.0,0.4,7,17081
77.8,0.2,7,17083
71.8,-0.6,7,17085
77.9,0.1,7,17087
72.7,-0.1,7,17089
72.8,-1.2,7,17091
73.0,-0.5,7,17093
73.8,-0.9,7,17095
72.8,0.4,7,17097
73.2,-0.7,7,17099
77.1,-0.1,7,17101
72.7,-0.6,7,17103
74.0,-0.1,7,17105
74.8,-1.0,7,17107
74.7,-1.1,7,17109
72.1,-0.2,7,17111
74.2,-0.1,7,17113
75.3,-0.2,7,17115
76.6,-0.1,7,17117
78.0,0.0,7,17119
77.9,0.8,7,17121
74.1,-0.3,7,17123
