FIPS,MEDIAN_INCOME
44009,102478
45001,52112
45003,67940
45005,31603
45007,64683
45009,43206
45011,41800
45013,84819
45015,82327
45017,56690
45019,84320
45021,49047
45023,51216
45025,47620
45027,48887
45029,48779
45031,47419
45033,44038
45035,76896
45037,67092
45039,46972
45041,56650
45043,66734
45045,74624
45047,50635
45049,43059
45051,64623
45053,63503
45055,64343
45057,74751
45059,55517
45061,44145
45063,75014
45065,55344
45067,34501
45069,36293
45071,59670
45073,60193
45075,43214
45077,59411
45079,61699
45081,52957
45083,64195
45085,55990
45087,41200
45089,43471
45091,83060
46003,74130
46005,63082
46007,44569
46009,61275
46011,67341
46013,70239
46015,74043
46017,47000
46019,67692
46021,65000
46023,64850
46025,62885
46027,58794
46029,65080
46031,43750
46033,81958
46035,61401
46037,62270
46039,79556
46041,57928
46043,78125
46045,77266
46047,61056
46049,58000
46051,73818
46053,52432
46055,59231
46057,83194
46059,72054
46061,86375
46063,74766
46065,78981
46067,74459
46069,74279
46071,26686
46073,75417
46075,64688
46077,70221
46079,73792
46081,66766
46083,96552
46085,61169
46087,80847
46089,62024
46091,72500
46093,74161
46095,51364
46097,72589
46099,76074
46101,77500
46102,34769
46103,70768
46105,65455
46107,71726
46109,63691
46111,69870
46115,73011
46117,77000
46119,70250
46121,39148
46123,58854
46125,75283
46127,84137
46129,62722
46135,73855
46137,47333
47001,63171
47003,62197
47005,50435
47007,49655
47009,74607
47011,63789
47013,50260
47015,58092
47017,50391
47019,48435
47021,82015
47023,60543
47025,46587
47027,44712
47029,48416
47031,60656
47033,59049
47035,58475
47037,75664
47039,46190
47041,48484
47043,73223
47045,54973
47047,84764
47049,50865
47051,61553
47053,59009
47055,61476
47057,51351
47059,54071
47061,45573
47063,52794
47065,72568
47067,31995
47069,46173
47071,49149
47073,55278
47075,43513
47077,53471
47079,48540
47081,57223
47083,54475
47085,59333
47087,41475
47089,63084
47091,52152
47093,71662
47095,30500
47097,49205
47099,53233
47101,49477
47103,63115
47105,80296
47107,59674
47109,50714
47111,56269
47113,58189
47115,58103
47117,70829
47119,74162
47121,58395
47123,56648
47125,72365
47127,66687
47129,57408
47131,53102
47133,46159
47135,50489
47137,44591
47139,60227
47141,56537
47143,58133
47145,66218
47147,78439
47149,82588
47151,42679
47153,52260
47155,63829
47157,62337
47159,62799
47161,62052
47163,56802
47165,86005
47167,71736
47169,63190
47171,50381
47173,61858
47175,60281
47177,54088
47179,61051
47181,52824
47183,49502
47185,52206
47187,131202
47189,94048
48001,58846
48003,76902
48005,58847
48007,61754
48009,71958
48011,68462
48013,69413
48015,75994
48017,70625
48019,69703
48021,82730
48023,42313
48025,56075
48027,66051
48029,70571
48031,87564
48033,64250
48035,69339
48037,59295
48039,95155
48041,58388
48043,52612
48045,41188
48047,31310
48049,55305
48051,72888
48053,77158
48055,68503
48057,71870
48059,68455
48061,51334
48063,55061
48065,84583
48067,54328
48069,63485
48071,108114
48073,59830
48075,60333
48077,77355
48079,42137
48081,46431
48083,52364
48085,117588
48087,60165
48089,68554
48091,99015
48093,59946
48095,59632
48097,72472
48099,68904
48101,58819
48103,59915
48105,81739
48107,52197
48109,42672
48111,72332
48113,74149
48115,55789
48117,54114
48119,62855
48121,108185
48123,64014
48125,50417
48127,33409
48129,56648
48131,50081
48133,51741
48135,71031
48137,38500
48139,95898
48141,58859
48143,65351
48145,55372
48147,68377
48149,76541
48151,64700
48153,55461
48155,42212
48157,113409
48159,66800
48161,58460
48163,60098
48165,76605
48167,85348
48169,50545
48171,67799
48173,106806
48175,59556
48177,59355
48179,56082
48181,70455
48183,64809
48185,67080
48187,93776
48189,52788
48191,46728
48193,55339
48195,68299
48197,61179
48199,72532
48201,73104
48203,66040
48205,82122
48207,54044
48209,85827
48211,72052
48213,63955
48215,52281
48217,63147
48219,54810
48221,86802
48223,64725
48225,54563
48227,71457
48229,39336
48231,70112
48233,65470
48235,58125
48237,65693
48239,61752
48241,49919
48243,32625
48245,59934
48247,42230
48249,47492
48251,81826
48253,63472
48255,59103
48257,88606
48259,110498
48263,71420
48265,67927
48267,65703
48269,70192
48271,66341
48273,57612
48275,56304
48277,61122
48279,56997
48281,76919
48283,55469
48285,61768
48287,66000
48289,59975
48291,64773
48293,58109
48295,71442
48297,53869
48299,65636
48301,51087
48303,63367
48305,57411
48307,51919
48309,63888
48311,45833
48313,67128
48315,47447
48317,77083
48319,68750
48321,55174
48323,51270
48325,73462
48327,48191
48329,93984
48331,59076
48333,64494
48335,56033
48337,62818
48339,97266
48341,61325
48343,55082
48345,62857
48347,51528
48349,59310
48351,41044
48353,50160
48355,66021
48357,64988
48359,76402
48361,73372
48363,64972
48365,62593
48367,102099
48369,68164
48371,67689
48373,59066
48375,50448
48377,29014
48379,64874
48381,80905
48383,70288
48385,45417
48387,46912
48389,56056
48391,58016
48393,66118
48395,66250
48397,124917
48399,63490
48401,67506
48403,59924
48405,46338
48407,59526
48409,67512
48411,54855
48413,90141
48415,62689
48417,64659
48419,50436
48421,74167
48423,71923
48425,83382
48427,38182
48429,54695
48431,78750
48433,61250
48435,75000
48437,39031
48439,81905
48441,66406
48443,46989
48445,45905
48447,58864
48449,59220
48451,66254
48453,97169
48455,51663
48457,50647
48459,62794
48461,52321
48463,57849
48465,59673
48467,68274
48469,70101
48471,49862
48473,76135
48475,71719
48477,75085
48479,62506
48481,66100
48483,67964
48485,62168
48487,51626
48489,45645
48491,108309
48493,92461
48495,91898
48497,89897
48499,62524
48501,82261
48503,63723
48505,36527
48507,41887
49001,85603
49003,77865
49005,78292
49007,53673
49009,58750
49011,108058
49013,74738
49015,69956
49017,61688
49019,62521
49021,65527
49023,89803
49025,75000
49027,70877
49029,126092
49031,44650
49033,76875
49035,94658
49037,54890
49039,67459
49041,73765
49043,137058
49045,101846
49047,69861
49049,96877
49051,115146
49053,76411
49055,70074
49057,87083
50001,88478
50003,71494
50005,66075
50007,94310
50009,58985
50011,79078
50013,90625
50015,69897
50017,77328
50019,66426
50021,64778
50023,79853
50025,68021
50027,75247
51001,57500
51003,102617
51005,55160
51007,66339
51009,67298
51011,62337
51013,140160
51015,79972
51017,61709
51019,77644
51021,61375
51023,80467
51025,52978
51027,42216
51029,59199
51031,62608
51033,86267
51035,52575
51036,70339
51037,48892
51041,98910
51043,114185
51045,67778
51047,96098
51049,57057
51051,43831
51053,83898
51057,56481
51059,150113
51061,129495
51063,61401
51065,91959
51067,68348
51069,95603
51071,64819
51073,83689
51075,118695
51077,42864
51079,85268
51081,56759
51083,49244
51085,109504
51087,86397
51089,48445
51091,62946
51093,96118
51095,107046
51097,72851
51099,110517
51101,85212
51103,67169
51105,42269
51107,178707
51109,80343
51111,54460
51113,82972
51115,75487
51117,51691
51119,74154
51121,70769
51125,68525
51127,120125
51131,55933
51133,69500
51135,62161
51137,94175
51139,59396
51141,50938
51143,54115
51145,110667
51147,55082
51149,88225
51153,128873
51155,60767
51157,98125
51159,64184
51161,82931
51163,63975
51165,78468
51167,49020
51169,45136
51171,64437
51173,46859
51175,68465
51177,109576
51179,133792
51181,71458
51183,62821
51185,45788
51187,84331
51191,62774
51193,59766
51195,50740
51197,55359
51199,108326
51510,113638
51520,44706
51530,54458
51540,69829
51550,94189
51570,76250
51580,42724
51590,42778
51595,49375
51600,132774
51610,154734
51620,65125
51630,85368
51640,41438
51650,67758
51660,59752
51670,48681
51678,89598
51680,59808
51683,117919
51685,100668
51690,42434
51700,66718
51710,64017
51720,38497
51730,50741
51735,120919
51740,58972
51750,52791
51760,62671
51770,52671
51775,66716
51790,62586
51800,90089
51810,90685
51820,56364
51830,70206
51840,64648
53001,65042
53003,69107
53005,87316
53007,78306
53009,67999
53011,94948
53013,71528
53015,72932
53017,80374
53019,54650
53021,82755
53023,62411
53025,71115
53027,63539
53029,88358
53031,71143
53033,122148
53035,98546
53037,69928
53039,70400
53041,69690
53043,71227
53045,78359
53047,60293
53049,62350
53051,63750
53053,96632
53055,83682
53057,85474
53059,90085
53061,107982
53063,73513
53065,67405
53067,93985
53069,57091
53071,72212
53073,80989
53075,52893
53077,68015
54001,48347
54003,77329
54005,56152
54007,44449
54009,52116
54011,52828
54013,41421
54015,42790
54017,61164
54019,52672
54021,50991
54023,61530
54025,48662
54027,60299
54029,61017
54031,49302
54033,58326
54035,55671
54037,95523
54039,58887
54041,52279
54043,48593
54045,47237
54047,29980
54049,67537
54051,60329
54053,53454
54055,47799
54057,68049
54059,39527
54061,62704
54063,54508
54065,63805
54067,49280
54069,57867
54071,61738
54073,61038
54075,41200
54077,61373
54079,77871
54081,52055
54083,55057
54085,50256
54087,45194
54089,42544
54091,56807
54093,53475
54095,58293
54097,51859
54099,55539
54101,42061
54103,53341
54105,54688
54107,56193
54109,48038
55001,59153
55003,57645
55005,64619
55007,69609
55009,77490
55011,68722
55013,61664
55015,87700
55017,74009
55019,66250
55021,82792
55023,63496
55025,88108
55027,73992
55029,71785
55031,72579
55033,71785
55035,71834
55037,62786
55039,73154
55041,59727
55043,64349
55045,80248
55047,66917
55049,83372
55051,59058
55053,65508
55055,80604
55057,65150
55059,79412
55061,80085
55063,70704
55065,72091
55067,57258
55069,67726
55071,68611
55073,76185
55075,63401
55077,63471
55078,59528
55079,62118
55081,68213
55083,75886
55085,69621
55087,82857
55089,96734
55091,74536
55093,88802
55095,76208
55097,73284
55099,58720
55101,75331
55103,62649
55105,74390
55107,58322
55109,102482
55111,77648
55113,59055
55115,67032
55117,71898
55119,63142
55121,71295
55123,69556
55125,67132
55127,77359
55129,61270
55131,95851
55133,104100
55135,71189
55137,64968
55139,72873
55141,66417
56001,59881
56003,60547
56005,95253
56007,66721
56009,79164
56011,71209
56013,64646
56015,64882
56017,64375
56019,63905
56021,77884
56023,86092
56025,71247
56027,48987
56029,70533
56031,66299
56033,70855
56035,82791
56037,76464
56039,112681
56041,82672
56043,62648
56045,87545
72001,18605
72003,21694
72005,19826
72007,22361
72009,21714
72011,23591
72013,23175
72015,18931
72017,21750
72019,22167
72021,30729
72023,25720
72025,30113
72027,26094
72029,27278
72031,35126
72033,24307
72035,28461
72037,23204
72039,20614
72041,27149
72043,20797
72045,17254
72047,23933
72049,27614
72051,33388
72053,25170
72054,21213
72055,16210
72057,20273
72059,21400
72061,46048
72063,39532
72065,28001
72067,24862
72069,26083
72071,20484
72073,18413
72075,23823
72077,28196
72079,18920
72081,19323
72083,16170
72085,25697
72087,22500
72089,23769
72091,20352
72093,20541
72095,19363
72097,17963
72099,21415
72101,23010
72103,21416
72105,21399
72107,19062
72109,23422
72111,20959
72113,18827
72115,23624
72117,25223
72119,26745
72121,20564
72123,21611
72125,17921
72127,26981
72129,21320
72131,17834
72133,23197
72135,33349
72137,29648
72139,38773
72141,17624
72143,25235
72145,23877
72147,17531
72149,24882
72151,21279
72153,21918
